Date,FB,TWTR,NFLX
2014-06-18,65.599998,38.740002,64.097145
2014-06-19,64.339996,38.900002,63.055714
2014-06-20,64.5,39.240002,62.882858
2014-06-23,65.370003,39.52,62.78856999999999
2014-06-24,65.720001,38.48,62.33714300000001
2014-06-25,67.440002,39.459999,63.458572
2014-06-26,67.129997,41.439999,62.80143
2014-06-27,67.599998,40.93,63.154285
2014-06-30,67.290001,40.970001,62.942856000000006
2014-07-01,68.059998,42.049999,67.585716
2014-07-02,66.449997,41.77,66.677139
2014-07-03,66.290001,41.330002,67.478569
2014-07-07,65.290001,40.23,65.802856
2014-07-08,62.759998,37.41,63.578571
2014-07-09,64.970001,38.060001,63.285713
2014-07-10,64.870003,37.84,62.650002
2014-07-11,66.339996,38.330002,62.851429
2014-07-14,67.900002,38.310001,64.654289
2014-07-15,67.16999799999999,37.880001,64.155716
2014-07-16,67.660004,37.43,63.491428000000006
2014-07-17,66.410004,36.869999,62.765713
2014-07-18,68.41999799999999,37.049999,63.452858
2014-07-21,69.400002,38.049999,64.564285
2014-07-22,69.269997,37.650002,61.584286
2014-07-23,71.290001,37.75,61.128571
2014-07-24,74.980003,38.709999,60.76857
2014-07-25,75.190002,38.16,60.265713
2014-07-28,74.91999799999998,37.93,60.665714
2014-07-29,73.709999,38.59,60.611427
2014-07-30,74.68,46.299999,62.05143
2014-07-31,72.650002,45.189999,60.388573
2014-08-01,72.360001,44.130001,60.771427
2014-08-04,73.510002,43.470001,60.38571500000001
2014-08-05,72.690002,43.830002,60.40714300000001
2014-08-06,72.470001,43.459999,61.471428
2014-08-07,73.16999799999998,43.0,64.238571
2014-08-08,73.059998,43.130001,63.692856000000006
2014-08-11,73.440002,43.27,64.505714
2014-08-12,72.83000200000002,43.810001,63.77285799999999
2014-08-13,73.769997,44.150002,64.504288
2014-08-14,74.300003,45.330002,64.410004
2014-08-15,73.629997,44.759998,65.584282
2014-08-18,74.589996,45.119999,66.571426
2014-08-19,75.290001,45.09,66.878571
2014-08-20,74.809998,45.060001,67.455711
2014-08-21,74.57,45.110001,67.435715
2014-08-22,74.57,45.98,68.455711
2014-08-25,75.019997,46.099998,68.704285
2014-08-26,75.959999,48.169998,68.480003
2014-08-27,74.629997,48.060001,67.814285
2014-08-28,73.860001,49.43,67.887146
2014-08-29,74.82,49.75,68.23428299999999
2014-09-02,76.68,51.02,68.085716
2014-09-03,75.83000200000002,49.330002,68.19856999999999
2014-09-04,75.949997,50.240002,67.524284
2014-09-05,77.260002,50.700001,67.954285
2014-09-08,77.889999,52.0,68.475716
2014-09-09,76.66999799999998,50.610001,68.43
2014-09-10,77.43,52.91,69.19856999999999
2014-09-11,77.91999799999998,52.639999,68.794289
2014-09-12,77.480003,52.110001,68.078575
2014-09-15,74.58000200000002,49.380001,65.39286
2014-09-16,76.08000200000002,50.830002,65.272858
2014-09-17,76.43,50.700001,64.932854
2014-09-18,77.0,50.880001,65.572861
2014-09-19,77.910004,53.0,65.360001
2014-09-22,76.800003,51.939999,63.254284
2014-09-23,78.290001,52.169998,63.414288
2014-09-24,78.540001,52.959999,64.36571500000001
2014-09-25,77.220001,51.450001,63.355713
2014-09-26,78.790001,51.889999,64.10714
2014-09-29,79.0,51.740002,64.22285500000001
2014-09-30,79.040001,51.580002,64.454285
2014-10-01,76.550003,50.060001,62.685715
2014-10-02,77.08000200000002,51.849998,64.28286
2014-10-03,77.440002,53.939999,65.648575
2014-10-06,77.559998,53.490002,66.211426
2014-10-07,76.290001,53.529999,65.178574
2014-10-08,77.519997,55.419998,66.694283
2014-10-09,75.910004,55.290001,65.945717
2014-10-10,72.910004,50.400002,64.58285500000001
2014-10-13,72.989998,48.490002,62.654285
2014-10-14,73.589996,48.580002,64.160004
2014-10-15,73.209999,49.990002,64.084282
2014-10-16,72.629997,48.23,51.671429
2014-10-17,75.949997,48.77,51.012856
2014-10-20,76.949997,50.700001,51.317142
2014-10-21,78.690002,50.630001,52.284286
2014-10-22,78.370003,49.080002,53.521427
2014-10-23,80.040001,49.669998,54.720001
2014-10-24,80.66999799999998,49.950001,55.00285699999999
2014-10-27,80.279999,48.560001,54.200001
2014-10-28,80.769997,43.779999,55.174286
2014-10-29,75.860001,42.080002,54.014286
2014-10-30,74.110001,41.799999,54.144287
2014-10-31,74.989998,41.470001,56.110001
2014-11-03,73.879997,40.209999,55.487144
2014-11-04,75.760002,40.900002,54.682858
2014-11-05,74.83000200000002,40.369999,54.34
2014-11-06,75.260002,40.84,54.757141
2014-11-07,75.599998,40.310001,54.880001
2014-11-10,75.0,39.59,55.324287
2014-11-11,74.610001,39.59,54.650002
2014-11-12,74.720001,42.540001,54.83714300000001
2014-11-13,74.25,40.040001,54.201427
2014-11-14,74.879997,41.849998,55.148571
2014-11-17,74.239998,40.470001,54.44857
2014-11-18,74.339996,40.610001,54.432858
2014-11-19,73.33000200000002,39.709999,51.871429
2014-11-20,73.599998,39.810001,52.591427
2014-11-21,73.75,40.029999,51.468571
2014-11-24,74.010002,40.189999,50.924286
2014-11-25,75.629997,39.759998,49.855713
2014-11-26,77.620003,41.130001,50.165714
2014-11-28,77.699997,41.740002,49.512856
2014-12-01,75.099998,39.040001,48.830002
2014-12-02,75.459999,38.91,50.330002
2014-12-03,74.879997,39.060001,50.73143
2014-12-04,75.239998,38.790001,50.085712
2014-12-05,76.360001,38.490002,50.131428
2014-12-08,76.519997,36.290001,48.497143
2014-12-09,76.839996,37.049999,49.111427
2014-12-10,76.18,36.349998,47.759998
2014-12-11,77.730003,36.700001,47.804287
2014-12-12,77.83000200000002,37.099998,47.782856
2014-12-15,76.989998,36.849998,46.720001
2014-12-16,74.690002,35.130001,45.20571500000001
2014-12-17,76.110001,35.57,47.664288
2014-12-18,78.400002,36.73,47.774284
2014-12-19,79.879997,37.080002,48.58857
2014-12-22,81.449997,38.43,48.097141
2014-12-23,80.610001,37.57,48.061428
2014-12-24,80.769997,37.610001,48.871429
2014-12-26,80.779999,37.599998,48.578571
2014-12-29,80.019997,36.419998,48.847141
2014-12-30,79.220001,35.86000100000001,49.032856
2014-12-31,78.019997,35.869999,48.80143
2015-01-02,78.449997,36.560001,49.848572
2015-01-05,77.190002,36.380001,47.311428
2015-01-06,76.150002,38.759998,46.501427
2015-01-07,76.150002,37.279999,46.742859
2015-01-08,78.18,39.09,47.779999
2015-01-09,77.739998,40.169998,47.041428
2015-01-12,76.720001,39.369999,45.547142
2015-01-13,76.449997,39.650002,46.25571400000001
2015-01-14,76.279999,39.849998,46.32
2015-01-15,74.050003,36.93,46.251427
2015-01-16,75.18,37.310001,48.191429
2015-01-20,76.239998,37.57,49.828571
2015-01-21,76.739998,37.830002,58.468571
2015-01-22,77.650002,39.07,61.20571500000001
2015-01-23,77.83000200000002,39.419998,62.494286
2015-01-26,77.5,40.099998,63.794285
2015-01-27,75.779999,38.919998,64.88143199999999
2015-01-28,76.239998,37.150002,63.208572
2015-01-29,78.0,36.68,63.400002
2015-01-30,75.910004,37.529999,63.114285
2015-02-02,74.989998,37.459999,63.009998
2015-02-03,75.400002,39.790001,65.274284
2015-02-04,75.629997,40.720001,64.101425
2015-02-05,75.610001,41.259998,64.129997
2015-02-06,74.470001,48.009998,63.48
2015-02-09,74.440002,47.32,63.295715
2015-02-10,75.190002,46.259998,64.849998
2015-02-11,76.510002,47.5,64.98428299999999
2015-02-12,76.230003,47.950001,65.247147
2015-02-13,75.739998,48.5,66.585716
2015-02-17,75.599998,48.029999,67.137146
2015-02-18,76.709999,47.82,67.86571500000001
2015-02-19,79.41999799999998,48.700001,67.800003
2015-02-20,79.900002,49.110001,68.314285
2015-02-23,78.839996,48.470001,67.405716
2015-02-24,78.449997,48.689999,67.839996
2015-02-25,79.559998,48.549999,68.33285500000001
2015-02-26,80.410004,49.41,69.004288
2015-02-27,78.970001,48.080002,67.844284
2015-03-02,79.75,48.150002,68.60714
2015-03-03,79.599998,47.709999,67.815712
2015-03-04,80.900002,47.57,67.110001
2015-03-05,81.209999,47.349998,66.807144
2015-03-06,80.010002,46.75,64.87428299999999
2015-03-09,79.440002,47.59,63.66143
2015-03-10,77.550003,45.84,62.151428
2015-03-11,77.57,46.27,62.884285
2015-03-12,78.93,47.07,64.045715
2015-03-13,78.050003,46.66,62.628571
2015-03-16,78.07,46.43,60.281429
2015-03-17,79.360001,46.93,59.78856999999999
2015-03-18,80.910004,47.200001,60.445713
2015-03-19,82.75,47.93,60.744286
2015-03-20,83.800003,48.439999,61.185715
2015-03-23,84.43,48.459999,60.714287
2015-03-24,85.309998,51.470001,62.611427
2015-03-25,82.91999799999998,49.5,60.25
2015-03-26,83.010002,49.919998,59.751427
2015-03-27,83.300003,50.009998,59.25285699999999
2015-03-30,83.199997,49.889999,60.367142
2015-03-31,82.220001,50.080002,59.52714200000001
2015-04-01,81.66999799999998,50.470001,59.017143
2015-04-02,81.559998,50.419998,59.154285
2015-04-06,82.440002,50.84,60.330002
2015-04-07,82.32,52.869999,60.494286
2015-04-08,82.279999,52.299999,63.049999
2015-04-09,82.16999799999998,52.169998,62.785713
2015-04-10,82.040001,51.939999,64.938568
2015-04-13,83.010002,51.619999,67.811432
2015-04-14,83.519997,51.200001,68.387146
2015-04-15,82.709999,51.299999,67.922859
2015-04-16,82.309998,52.029999,80.292854
2015-04-17,80.779999,50.66,81.650002
2015-04-20,83.089996,51.400002,81.055717
2015-04-21,83.620003,51.32,80.062859
2015-04-22,84.629997,51.73,79.668571
2015-04-23,82.410004,51.41,79.86571500000002
2015-04-24,81.529999,50.82,79.771431
2015-04-27,81.910004,51.66,80.86856800000002
2015-04-28,80.68,42.27,80.437141
2015-04-29,80.470001,38.490002,80.407143
2015-04-30,78.769997,38.959999,79.5
2015-05-01,78.989998,37.84,79.575714
2015-05-04,78.809998,37.880001,79.271431
2015-05-05,77.559998,37.419998,80.792854
2015-05-06,78.099998,37.259998,80.077141
2015-05-07,78.43,37.709999,80.748573
2015-05-08,78.510002,37.59,82.085716
2015-05-11,78.010002,37.310001,84.278572
2015-05-12,77.459999,37.48,83.377144
2015-05-13,78.440002,37.720001,82.872856
2015-05-14,81.370003,37.330002,83.835716
2015-05-15,80.41999799999998,37.099998,87.60714
2015-05-18,80.879997,37.279999,88.267143
2015-05-19,80.629997,37.5,88.068573
2015-05-20,80.550003,36.779999,88.790001
2015-05-21,80.480003,36.68,89.002853
2015-05-22,80.540001,36.599998,88.83856999999998
2015-05-26,79.33000200000002,36.509998,87.992859
2015-05-27,80.550003,36.41,89.85714
2015-05-28,80.150002,36.830002,89.507141
2015-05-29,79.190002,36.669998,89.15142800000002
2015-06-01,80.290001,36.630001,89.002853
2015-06-02,80.440002,36.400002,89.129997
2015-06-03,82.440002,37.0,88.808571
2015-06-04,82.050003,36.709999,89.34857199999998
2015-06-05,82.139999,37.0,90.459999
2015-06-08,80.66999799999998,36.459999,89.604286
2015-06-09,80.66999799999998,35.880001,92.449997
2015-06-10,82.160004,35.849998,95.871429
2015-06-11,81.83000200000002,35.84,95.094284
2015-06-12,81.529999,35.900002,94.418571
2015-06-15,80.709999,34.669998,93.431427
2015-06-16,81.059998,34.82,95.272858
2015-06-17,81.790001,34.689999,94.271431
2015-06-18,82.910004,34.66,94.742859
2015-06-19,82.510002,35.86000100000001,93.871429
2015-06-22,84.739998,35.549999,96.414284
2015-06-23,87.879997,35.369999,97.312859
2015-06-24,88.860001,35.169998,96.944283
2015-06-25,87.980003,35.169998,94.891426
2015-06-26,88.010002,35.259998,93.08857
2015-06-29,85.800003,34.209999,92.23143
2015-06-30,85.769997,36.220001,93.848572
2015-07-01,86.910004,35.400002,93.635712
2015-07-02,87.290001,35.720001,94.044289
2015-07-06,87.550003,35.43,94.571426
2015-07-07,87.220001,35.52,94.091431
2015-07-08,85.650002,34.759998,93.507141
2015-07-09,85.879997,34.360001000000004,95.727142
2015-07-10,87.949997,34.91,97.228569
2015-07-13,90.099998,35.779999,101.087143
2015-07-14,89.68,36.720001,100.371429
2015-07-15,89.760002,35.66,98.129997
2015-07-16,90.849998,36.099998,115.809998
2015-07-17,94.970001,35.669998,114.769997
2015-07-20,97.910004,35.810001,110.550003
2015-07-21,98.389999,36.630001,112.510002
2015-07-22,97.040001,36.09,111.5
2015-07-23,95.440002,36.189999,110.099998
2015-07-24,96.949997,35.419998,109.339996
2015-07-27,94.169998,34.700001,106.43
2015-07-28,95.290001,36.540001,106.900002
2015-07-29,96.989998,31.24,107.080002
2015-07-30,95.209999,31.469999,111.559998
2015-07-31,94.010002,31.01,114.309998
2015-08-03,94.139999,29.27,112.559998
2015-08-04,94.059998,29.34,121.150002
2015-08-05,96.440002,28.48,123.709999
2015-08-06,95.120003,27.540001,126.449997
2015-08-07,94.300003,27.040001,123.519997
2015-08-10,94.150002,29.5,123.029999
2015-08-11,93.620003,29.620001,122.739998
2015-08-12,94.190002,29.389999,120.510002
2015-08-13,93.43,28.540001,123.730003
2015-08-14,94.419998,29.059999,123.389999
2015-08-17,93.93,29.059999,125.360001
2015-08-18,95.169998,28.299999,124.050003
2015-08-19,95.309998,27.610001,122.059998
2015-08-20,90.559998,26.0,112.489998
2015-08-21,86.059998,25.870001,103.959999
2015-08-24,82.089996,25.17,96.879997
2015-08-25,83.0,24.379999,101.519997
2015-08-26,87.190002,25.030001,110.129997
2015-08-27,89.730003,26.459999,117.660004
2015-08-28,91.010002,26.83,117.629997
2015-08-31,89.43,27.790001,115.029999
2015-09-01,87.230003,27.030001,105.790001
2015-09-02,89.889999,27.82,105.440002
2015-09-03,88.150002,28.299999,101.059998
2015-09-04,88.260002,28.15,98.790001
2015-09-08,89.529999,27.18,94.949997
2015-09-09,90.440002,27.18,99.18
2015-09-10,91.980003,27.709999,99.480003
2015-09-11,92.050003,27.389999,97.510002
2015-09-14,92.309998,26.9,95.690002
2015-09-15,92.900002,27.17,99.160004
2015-09-16,93.449997,27.75,104.080002
2015-09-17,94.339996,27.41,104.209999
2015-09-18,94.400002,27.959999,102.620003
2015-09-21,95.550003,27.379999,100.300003
2015-09-22,92.959999,26.83,98.470001
2015-09-23,93.970001,26.790001,98.07
2015-09-24,94.410004,26.6,103.760002
2015-09-25,92.769997,25.290001,102.239998
2015-09-28,89.209999,25.26,99.470001
2015-09-29,86.66999799999998,25.59,98.349998
2015-09-30,89.900002,26.940001,103.260002
2015-10-01,90.949997,24.68,105.980003
2015-10-02,92.07,26.309999,106.110001
2015-10-05,94.010002,28.15,111.25
2015-10-06,92.800003,27.620001,108.330002
2015-10-07,92.400002,29.83,108.099998
2015-10-08,92.470001,30.32,114.93
2015-10-09,93.239998,30.85,113.330002
2015-10-12,94.260002,28.75,113.449997
2015-10-13,94.120003,29.059999,109.730003
2015-10-14,94.07,29.379999,110.230003
2015-10-15,95.959999,29.709999,101.089996
2015-10-16,97.540001,31.15,98.989998
2015-10-19,98.470001,30.91,101.690002
2015-10-20,97.0,30.91,98.989998
2015-10-21,97.110001,29.299999,97.959999
2015-10-22,99.669998,29.15,97.32
2015-10-23,102.190002,30.280001,100.040001
2015-10-26,103.769997,30.889999,103.040001
2015-10-27,103.699997,31.34,103.07
2015-10-28,104.199997,30.870001,105.800003
2015-10-29,104.879997,29.059999,105.120003
2015-10-30,101.970001,28.459999,108.379997
2015-11-02,103.309998,29.200001,107.639999
2015-11-03,102.580002,29.129999,109.739998
2015-11-04,103.940002,29.360001,114.050003
2015-11-05,108.760002,28.66,113.5
2015-11-06,107.099998,28.280001,114.059998
2015-11-09,106.489998,27.09,109.860001
2015-11-10,107.910004,27.049999,112.699997
2015-11-11,109.010002,26.5,112.860001
2015-11-12,108.019997,26.129999,108.919998
2015-11-13,103.949997,25.18,103.650002
2015-11-16,104.040001,25.41,111.349998
2015-11-17,105.129997,25.23,117.099998
2015-11-18,107.769997,25.9,120.629997
2015-11-19,106.260002,26.32,120.220001
2015-11-20,107.32,26.27,123.839996
2015-11-23,106.949997,25.200001,125.029999
2015-11-24,105.739998,25.52,123.309998
2015-11-25,105.410004,26.059999,124.160004
2015-11-27,105.449997,25.75,125.440002
2015-11-30,104.239998,25.4,123.330002
2015-12-01,107.120003,25.530001,125.370003
2015-12-02,106.07,25.4,128.929993
2015-12-03,104.379997,25.9,126.809998
2015-12-04,106.18,25.02,130.929993
2015-12-07,105.610001,24.459999,125.360001
2015-12-08,106.489998,24.99,126.980003
2015-12-09,104.599998,24.309999,124.199997
2015-12-10,105.419998,25.91,122.910004
2015-12-11,102.120003,24.84,118.910004
2015-12-14,104.660004,24.92,120.669998
2015-12-15,104.550003,23.950001,118.599998
2015-12-16,106.790001,24.299999,122.639999
2015-12-17,106.220001,23.309999,122.510002
2015-12-18,104.040001,22.99,118.019997
2015-12-21,104.769997,22.139999,116.629997
2015-12-22,105.510002,22.559999,116.239998
2015-12-23,104.629997,22.67,118.160004
2015-12-24,105.019997,22.969999,117.330002
2015-12-28,105.93,22.530001,117.110001
2015-12-29,107.260002,22.469999,119.120003
2015-12-30,106.220001,22.23,116.709999
2015-12-31,104.660004,23.139999,114.379997
2016-01-04,102.220001,22.559999,109.959999
2016-01-05,102.730003,21.92,107.660004
2016-01-06,102.970001,21.389999,117.68
2016-01-07,97.919998,20.26,114.559998
2016-01-08,97.330002,19.98,111.389999
2016-01-11,97.510002,19.65,114.970001
2016-01-12,99.370003,19.620001,116.580002
2016-01-13,95.440002,18.68,106.559998
2016-01-14,98.370003,19.0,107.059998
2016-01-15,94.970001,17.940001000000006,104.040001
2016-01-19,95.260002,16.690001000000002,107.889999
2016-01-20,94.349998,17.379998999999998,107.739998
2016-01-21,94.160004,17.83,102.349998
2016-01-22,97.940002,17.84,100.720001
2016-01-25,97.010002,17.02,99.120003
2016-01-26,97.339996,17.01,97.830002
2016-01-27,94.449997,16.780001000000002,91.150002
2016-01-28,109.110001,16.49,94.410004
2016-01-29,112.209999,16.799999,91.839996
2016-02-01,115.089996,17.91,94.089996
2016-02-02,114.610001,16.08,91.489998
2016-02-03,112.690002,16.559998999999998,90.739998
2016-02-04,110.489998,16.91,89.709999
2016-02-05,104.07,15.72,82.790001
2016-02-08,99.75,14.9,83.32
2016-02-09,99.540001,14.4,86.129997
2016-02-10,101.0,14.98,88.449997
2016-02-11,101.910004,14.31,86.349998
2016-02-12,102.010002,15.88,87.400002
2016-02-16,101.610001,16.360001,89.050003
2016-02-17,105.199997,17.459999,94.760002
2016-02-18,103.470001,18.43,90.489998
2016-02-19,104.57,18.309999,89.230003
2016-02-22,107.160004,18.299999,91.93
2016-02-23,105.459999,18.299999,89.120003
2016-02-24,106.879997,18.0,91.610001
2016-02-25,108.07,17.59,94.529999
2016-02-26,107.919998,17.940001000000006,94.790001
2016-02-29,106.919998,18.120001,93.410004
2016-03-01,109.82,17.85,98.300003
2016-03-02,109.949997,18.540001,97.610001
2016-03-03,109.580002,19.309999,97.93
2016-03-04,108.389999,19.360001,101.580002
2016-03-07,105.730003,19.17,95.489998
2016-03-08,105.93,18.33,96.230003
2016-03-09,107.510002,17.66,98.0
2016-03-10,107.32,16.610001,97.360001
2016-03-11,109.410004,16.809998999999998,97.660004
2016-03-14,109.889999,17.120001000000002,98.129997
2016-03-15,110.669998,16.190001000000002,97.860001
2016-03-16,112.18,16.700001,99.349998
2016-03-17,111.019997,16.85,99.720001
2016-03-18,111.449997,16.85,101.120003
2016-03-21,111.849998,16.889999,101.059998
2016-03-22,112.25,16.860001,99.839996
2016-03-23,112.540001,16.01,99.589996
2016-03-24,113.050003,15.91,98.360001
2016-03-28,113.690002,15.6,101.209999
2016-03-29,116.139999,15.97,104.129997
2016-03-30,114.699997,16.360001,102.190002
2016-03-31,114.099998,16.549999,102.230003
2016-04-01,116.059998,15.98,105.699997
2016-04-04,112.550003,17.09,104.349998
2016-04-05,112.220001,17.049999,104.940002
2016-04-06,113.709999,17.26,104.830002
2016-04-07,113.639999,16.98,104.449997
2016-04-08,110.629997,16.65,103.809998
2016-04-11,108.989998,16.51,102.68
2016-04-12,110.610001,16.57,106.980003
2016-04-13,110.510002,17.370001000000002,109.650002
2016-04-14,110.839996,17.530001000000002,110.419998
2016-04-15,109.639999,17.58,111.510002
2016-04-18,110.449997,17.309998999999998,108.400002
2016-04-19,112.290001,16.92,94.339996
2016-04-20,112.419998,17.4,96.769997
2016-04-21,113.440002,17.51,94.980003
2016-04-22,110.559998,17.23,95.900002
2016-04-25,110.099998,17.09,93.559998
2016-04-26,108.760002,17.75,92.43
2016-04-27,108.889999,14.86,91.040001
2016-04-28,116.730003,14.64,90.279999
2016-04-29,117.580002,14.62,90.029999
2016-05-02,118.57,14.4,93.110001
2016-05-03,117.43,14.01,91.540001
2016-05-04,118.059998,14.84,90.790001
2016-05-05,117.809998,14.12,89.370003
2016-05-06,119.489998,14.4,90.839996
2016-05-09,119.239998,14.2,90.540001
2016-05-10,120.5,14.63,92.889999
2016-05-11,119.519997,14.59,90.019997
2016-05-12,120.279999,14.08,87.739998
2016-05-13,119.809998,14.1,87.879997
2016-05-16,118.669998,14.29,89.120003
2016-05-17,117.349998,14.34,88.629997
2016-05-18,117.650002,14.14,90.5
2016-05-19,116.809998,14.15,89.550003
