pipe_id,pipe_length_m,price_eur,supplier_id,is_outlier,target_price_market,target_price_benchmark,negotiation_room
46,6.96,9.16,S4,False,8.95,7.54,1.62
47,3.81,5.61,S1,False,5.56,4.13,1.4800000000000004
48,5.68,6.28,S3,False,7.58,6.15,0.1299999999999999
49,5.92,8.26,S1,False,7.83,6.41,1.8499999999999996
50,2.66,4.7,S4,False,4.33,2.88,1.8200000000000003
51,9.73,13.87,S3,False,11.93,10.54,3.33
52,7.98,11.64,S3,False,10.05,8.64,3.0
53,9.46,9.23,S3,False,11.64,10.25,-1.0199999999999996
54,9.05,9.63,S4,False,11.2,9.8,-0.16999999999999993
55,6.38,8.97,S2,False,8.33,6.91,2.0600000000000005
56,9.3,12.35,S2,False,11.47,10.07,2.2799999999999994
57,1.8,3.66,S2,False,3.4,1.95,1.7100000000000002
58,2.76,7.0,S4,False,4.43,2.99,4.01
59,1.41,3.23,S3,False,2.98,1.53,1.7
60,3.93,6.66,S2,False,5.69,4.26,2.4000000000000004
61,4.5,7.21,S4,False,6.31,4.87,2.34
62,3.44,5.67,S2,False,5.17,3.73,1.94
63,8.46,10.07,S1,False,10.57,9.16,0.9100000000000001
64,4.21,6.68,S2,False,5.99,4.56,2.12
65,3.53,4.65,S2,False,5.26,3.82,0.8300000000000005
66,5.88,7.52,S3,False,7.79,6.37,1.1499999999999995
67,2.27,3.62,S4,False,3.91,2.46,1.1600000000000001
68,8.22,10.44,S3,False,10.31,8.9,1.5399999999999991
69,1.67,4.4,S3,False,3.26,1.81,2.5900000000000003
70,9.88,8.71,S3,False,12.1,10.7,-1.9899999999999984
71,7.95,11.05,S3,False,10.02,8.61,2.4400000000000013
72,2.79,3.39,S3,False,4.47,3.02,0.3700000000000001
73,1.05,2.41,S2,False,2.59,1.14,1.2700000000000002
74,8.34,12.14,S3,False,10.44,9.03,3.110000000000001
75,7.36,9.48,S3,False,9.38,7.97,1.5100000000000007
76,7.56,8.05,S4,False,9.6,8.19,-0.1399999999999988
77,7.94,8.94,S1,False,10.01,8.6,0.33999999999999986
78,1.67,3.59,S2,False,3.26,1.81,1.7799999999999998
79,4.23,5.35,S2,False,6.02,4.58,0.7699999999999996
80,2.04,3.78,S2,False,3.66,2.21,1.5699999999999998
81,8.77,10.97,S3,False,10.9,9.5,1.4700000000000006
82,6.61,7.74,S3,False,8.58,7.16,0.5800000000000001
83,3.98,7.59,S3,False,5.75,4.31,3.2800000000000002
84,1.57,3.46,S4,False,3.15,1.7,1.76
85,3.8,3.87,S1,False,5.55,4.12,-0.25
86,3.93,5.85,S3,False,5.69,4.26,1.5899999999999999
87,7.57,8.65,S1,False,9.61,8.2,0.45000000000000107
88,6.74,9.83,S4,False,8.72,7.3,2.5300000000000002
89,8.98,9.81,S2,False,11.13,9.73,0.08000000000000007
90,5.25,6.99,S3,False,7.11,5.69,1.2999999999999998
91,2.08,3.98,S1,False,3.7,2.25,1.73
92,7.42,10.68,S1,False,9.45,8.04,2.6400000000000006
93,7.85,8.12,S3,False,9.91,8.5,-0.3800000000000008
94,6.05,7.58,S2,False,7.97,6.55,1.0300000000000002
95,7.94,9.29,S2,False,10.01,8.6,0.6899999999999995
96,5.44,6.61,S2,False,7.32,5.89,0.7200000000000006
97,5.7,9.62,S4,False,7.6,6.17,3.4499999999999993
98,4.85,7.09,S1,False,6.68,5.25,1.8399999999999999
99,1.23,2.26,S1,False,2.79,1.33,0.9299999999999997
100,1.97,4.08,S1,False,3.58,2.13,1.9500000000000002
101,1.28,3.75,S4,False,2.84,1.39,2.3600000000000003
102,6.73,10.05,S1,False,8.71,7.29,2.7600000000000007
103,3.83,4.31,S4,False,5.59,4.15,0.15999999999999925
104,5.58,6.92,S2,False,7.47,6.04,0.8799999999999999
105,9.17,13.48,S3,False,11.33,9.93,3.5500000000000007
106,3.24,4.43,S1,False,4.95,3.51,0.9199999999999999
107,4.69,6.95,S1,False,6.51,5.08,1.87
108,7.8,11.0,S2,False,9.86,8.45,2.5500000000000007
109,3.06,4.1,S3,False,4.76,3.31,0.7899999999999996
110,1.69,3.26,S4,False,3.28,1.83,1.4299999999999997
111,3.61,2.75,S3,False,5.35,3.91,-1.1600000000000001
112,2.45,3.47,S2,False,4.1,2.65,0.8200000000000003
113,9.37,11.11,S2,False,11.55,10.15,0.9599999999999991
114,8.27,12.64,S3,True,10.36,8.96,3.6799999999999997
115,6.7,10.8,S4,False,8.67,7.26,3.540000000000001
116,8.84,8.62,S4,False,10.98,9.57,-0.9500000000000011
117,8.23,9.64,S1,False,10.32,8.91,0.7300000000000004
118,2.68,4.43,S4,False,4.35,2.9,1.5299999999999998
119,9.03,13.6,S3,False,11.18,9.78,3.8200000000000003
120,5.85,6.09,S2,False,7.76,6.34,-0.25
121,8.27,12.17,S1,False,10.36,8.96,3.209999999999999
122,9.06,11.24,S1,False,11.21,9.81,1.4299999999999997
123,3.86,4.79,S2,False,5.62,4.18,0.6100000000000003
124,1.99,3.86,S4,False,3.61,2.16,1.6999999999999997
125,3.05,4.89,S2,False,4.75,3.3,1.5899999999999999
126,4.84,6.08,S4,False,6.67,5.24,0.8399999999999999
127,8.36,10.57,S2,False,10.46,9.05,1.5199999999999996
128,8.75,10.25,S3,False,10.88,9.48,0.7699999999999996
129,1.06,2.65,S4,False,2.61,1.15,1.5
130,5.6,8.23,S3,False,7.49,6.06,2.170000000000001
131,4.76,8.15,S1,False,6.59,5.16,2.99
132,3.0,3.82,S2,False,4.69,3.25,0.5699999999999998
133,2.08,4.89,S1,False,3.7,2.25,2.6399999999999997
134,4.04,4.11,S1,False,5.81,4.38,-0.2699999999999996
135,9.49,17.11,S1,True,11.68,10.28,6.83
136,3.91,6.17,S1,False,5.67,4.23,1.9399999999999995
137,5.67,11.83,S2,True,7.57,6.14,5.69
138,7.33,8.48,S1,False,9.35,7.94,0.54
139,4.27,5.87,S2,False,6.06,4.62,1.25
140,9.75,11.07,S2,False,11.96,10.56,0.5099999999999998
141,9.66,10.81,S3,False,11.86,10.46,0.34999999999999964
142,3.27,5.61,S4,False,4.98,3.54,2.0700000000000003
143,5.48,7.75,S4,False,7.36,5.93,1.8200000000000003
144,3.71,4.89,S2,False,5.46,4.02,0.8700000000000001
145,3.56,6.01,S3,False,5.3,3.86,2.15
146,1.33,3.03,S2,False,2.9,1.44,1.5899999999999999
147,6.49,9.47,S2,False,8.45,7.03,2.4400000000000004
148,5.52,8.11,S2,False,7.4,5.98,2.129999999999999
149,1.46,2.66,S3,False,3.04,1.58,1.08
150,3.51,4.8,S4,False,5.24,3.8,1.0
151,9.17,12.61,S3,False,11.33,9.93,2.6799999999999997
152,3.16,5.31,S1,False,4.87,3.42,1.8899999999999997
153,2.3,3.93,S3,False,3.94,2.49,1.44
154,5.41,7.41,S3,False,7.29,5.86,1.5499999999999998
155,9.87,14.4,S3,False,12.09,10.69,3.710000000000001
156,3.18,4.45,S3,False,4.89,3.44,1.0100000000000002
157,7.05,9.79,S4,False,9.05,7.64,2.1499999999999995
158,7.85,9.62,S1,False,9.91,8.5,1.1199999999999992
159,3.14,4.68,S4,False,4.84,3.4,1.2799999999999998
160,7.55,11.17,S4,False,9.59,8.18,2.99
161,4.31,6.86,S3,False,6.1,4.67,2.1900000000000004
162,6.69,9.72,S2,False,8.66,7.25,2.4700000000000006
163,6.7,10.38,S2,False,8.67,7.26,3.120000000000001
164,5.82,7.75,S4,False,7.73,6.3,1.4500000000000002
165,1.81,3.76,S4,False,3.41,1.96,1.7999999999999998
166,8.52,10.14,S3,False,10.63,9.23,0.9100000000000001
167,3.89,5.92,S4,False,5.65,4.21,1.71
168,2.68,4.26,S3,False,4.35,2.9,1.3599999999999999
169,1.37,4.47,S2,True,2.94,1.48,2.9899999999999998
170,6.32,9.0,S2,False,8.27,6.84,2.16
171,7.1,7.99,S1,False,9.1,7.69,0.2999999999999998
172,1.15,3.55,S2,False,2.7,1.25,2.3
173,5.61,6.37,S4,False,7.5,6.08,0.29000000000000004
174,3.04,3.87,S2,False,4.74,3.29,0.5800000000000001
175,6.81,10.32,S3,False,8.79,7.38,2.9400000000000004
176,2.57,4.73,S2,False,4.23,2.78,1.9500000000000006
177,7.22,10.1,S1,False,9.23,7.82,2.2799999999999994
178,4.48,6.88,S2,False,6.29,4.85,2.0300000000000002
179,9.43,11.59,S3,False,11.61,10.21,1.379999999999999
180,2.24,3.35,S3,False,3.88,2.43,0.9199999999999999
181,4.07,5.91,S4,False,5.84,4.41,1.5
182,2.02,3.27,S2,False,3.64,2.19,1.08
183,9.32,13.18,S3,False,11.49,10.09,3.09
184,8.9,10.79,S1,False,11.04,9.64,1.1499999999999986
185,3.32,4.41,S4,False,5.04,3.6,0.81
186,6.94,8.5,S1,False,8.93,7.52,0.9800000000000004
187,8.35,11.1,S2,False,10.45,9.04,2.0600000000000005
188,6.0,7.25,S2,False,7.92,6.5,0.75
189,5.77,6.72,S2,False,7.67,6.25,0.46999999999999975
190,3.18,5.06,S4,False,4.89,3.44,1.6199999999999997
191,1.84,3.57,S3,False,3.44,1.99,1.5799999999999998
192,9.07,10.38,S4,False,11.22,9.82,0.5600000000000005
193,9.1,15.7,S1,True,11.26,9.86,5.84
194,6.7,8.97,S4,False,8.67,7.26,1.7100000000000009
195,4.05,4.56,S1,False,5.82,4.39,0.16999999999999993
196,4.14,4.67,S4,False,5.92,4.48,0.1899999999999995
197,7.53,8.54,S3,False,9.57,8.15,0.3899999999999988
198,9.07,10.87,S1,False,11.22,9.82,1.049999999999999
199,8.98,11.65,S2,False,11.13,9.73,1.92
200,8.02,12.33,S2,False,10.09,8.69,3.6400000000000006
