id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
54,A,72.96,material_7,material_8,9,5,12,3,1,18.144,11.998,16.155,17.827,11.644,20.021,12.099,16.749,18.264,11.824,15.857,15.285,14.053,13.88,729.64,0
55,A,110.55,material_7,material_8,9,5,10,4,4,17.214,11.73,,19.267,,18.428,10.875,16.42,20.386,13.123,15.503,18.642,12.356,13.209,843.56,1
56,A,141.03,material_7,material_8,9,5,6,4,3,16.673,11.794,16.51,19.619,11.651,18.242,13.125,17.157,21.126,11.224,15.377,17.848,15.367,18.183,659.105,0
57,A,64.74,material_7,material_8,9,5,12,6,3,15.426,11.818,16.432,17.398,12.744,20.018,12.719,15.383,22.3,12.265,16.975,,18.422,16.404,,0
58,A,79.05,material_7,material_8,9,5,11,4,0,18.056,12.116,16.787,16.608,11.227,18.714,,16.158,19.053,12.255,15.305,17.135,12.486,15.15,625.406,0
59,A,195.96,material_7,material_8,9,5,25,2,1,18.452,12.046,15.419,18.309,11.527,18.17,11.126,16.359,19.096,10.705,,14.521,15.497,15.382,551.914,1
60,A,88.66,material_7,material_8,9,5,11,4,2,17.091,10.692,17.459,15.144,11.661,18.25,12.413,15.903,,14.214,14.843,15.632,12.208,16.404,579.645,0
61,A,105.98,material_7,material_8,9,5,6,6,6,17.523,11.637,17.729,18.822,11.299,19.631,11.93,15.86,21.36,,15.781,17.776,14.927,16.554,806.565,0
62,A,136.34,material_7,material_8,9,5,12,4,6,17.969,10.95,18.04,17.987,11.091,19.325,13.163,17.537,17.562,12.44,16.026,15.696,14.671,16.132,763.738,0
63,A,105.61,material_7,material_8,9,5,7,5,4,18.213,,15.102,17.087,10.576,20.244,10.62,19.07,,11.756,16.932,19.095,15.759,17.421,648.561,0
64,A,94.1,material_7,material_8,9,5,12,6,3,18.177,11.557,16.195,19.583,10.439,18.71,12.638,18.089,,11.413,14.911,18.792,18.037,14.851,,0
65,A,104.35,material_7,material_8,9,5,8,9,5,18.192,12.263,18.474,17.286,9.978,18.295,12.783,17.128,18.363,10.714,14.357,19.056,12.554,14.37,682.616,0
66,A,107.14,material_7,material_8,9,5,3,8,7,19.201,11.162,17.632,17.445,11.38,19.66,12.031,16.226,20.429,13.177,16.848,18.041,13.449,16.51,760.846,0
67,A,102.38,material_7,material_8,9,5,3,0,5,19.938,12.676,16.561,17.819,10.487,20.483,11.394,,17.839,12.666,15.586,15.325,14.906,16.323,,1
68,A,128.68,material_7,material_8,9,5,19,4,5,18.741,13.006,17.494,18.608,11.552,18.559,11.528,17.293,18.637,9.173,,12.244,12.146,16.049,730.396,0
69,A,197.46,material_7,material_8,9,5,13,1,9,19.446,12.972,17.408,19.551,11.97,18.505,10.25,15.944,18.628,13.395,14.995,15.386,15.576,16.995,755.809,1
70,A,135.57,material_7,material_8,9,5,9,1,7,18.289,10.581,17.343,17.915,12.824,19.46,12.629,16.729,22.138,11.264,14.206,19.354,16.608,16.882,768.254,0
71,A,198.35,material_7,material_8,9,5,7,1,3,16.313,11.81,17.934,17.616,11.897,18.579,12.268,17.89,20.311,12.393,15.177,12.767,12.667,14.717,722.617,0
72,A,152.09,material_7,material_8,9,5,19,5,2,16.772,10.267,17.527,16.924,,17.361,10.104,15.674,20.985,12.226,17.838,14.615,15.915,18.154,509.304,1
73,A,156.56,material_7,material_8,9,5,6,5,9,18.417,11.879,17.304,16.814,12.242,18.148,11.866,16.386,20.387,12.569,,16.691,16.448,15.265,640.662,0
74,A,145.27,material_7,material_8,9,5,7,2,5,18.5,12.445,15.312,16.492,10.501,20.221,12.413,16.912,,12.608,15.66,14.637,12.733,14.428,636.96,1
75,A,111.38,material_7,material_8,9,5,14,1,2,17.587,11.801,19.027,15.445,12.577,19.383,11.926,16.472,22.005,12.7,,19.744,15.352,15.584,809.012,0
76,A,138.25,material_7,material_8,9,5,16,2,8,18.554,11.465,19.248,15.828,9.946,17.999,11.948,14.99,18.849,12.072,13.927,18.485,11.906,13.578,655.256,0
77,A,133.41,material_7,material_8,9,5,7,10,3,17.141,,17.207,15.864,12.826,19.454,12.236,,16.379,14.191,16.844,14.635,12.993,,735.877,0
78,A,87.26,material_7,material_8,9,5,5,5,10,17.887,10.029,16.357,17.981,10.356,20.458,,17.331,19.603,13.419,,14.879,12.963,,718.723,0
79,A,152.48,material_7,material_8,9,5,11,12,4,17.458,11.969,16.151,18.566,10.35,19.746,10.616,16.522,16.994,12.912,14.103,17.982,15.197,18.354,695.779,0
80,A,144.88,material_7,material_8,9,5,11,1,2,16.707,11.393,16.165,17.292,10.959,19.149,12.383,16.623,18.916,13.887,15.694,15.91,13.706,16.729,622.716,0
81,A,136.07,material_7,material_8,9,5,11,3,5,18.87,12.229,15.476,17.28,10.672,18.893,12.976,16.461,,11.912,15.998,19.227,17.103,,566.318,0
82,A,103.03,material_7,material_8,9,5,6,5,8,18.732,12.863,17.289,18.993,12.52,19.336,12.214,16.722,17.412,13.935,16.3,15.989,14.773,17.327,810.747,0
83,A,55.29,material_7,material_8,9,5,8,0,4,17.492,13.157,19.336,16.516,11.734,19.707,10.777,16.76,18.229,14.523,14.6,15.347,13.242,15.565,880.573,0
84,A,189.2,material_7,material_8,9,5,10,3,3,18.083,11.567,17.054,17.717,11.884,18.794,10.369,14.962,19.661,,15.547,17.865,13.184,,685.746,0
85,A,119.28,material_7,material_8,9,5,15,1,1,18.875,11.419,18.822,18.445,11.581,19.228,12.595,17.159,18.116,13.804,16.243,14.974,11.346,15.177,833.558,0
86,A,63.39,material_7,material_8,9,5,5,10,5,19.941,11.821,18.417,18.197,11.852,18.046,11.848,18.238,18.417,12.672,16.369,16.6,,19.121,725.064,0
87,A,148.04,material_7,material_8,9,5,8,2,9,18.444,11.883,18.433,18.091,12.47,19.976,10.183,17.182,16.354,9.302,15.393,16.724,17.032,17.465,888.393,0
88,A,98.77,material_7,material_8,9,5,8,5,3,18.648,10.577,17.9,16.94,12.392,18.347,11.292,16.142,21.241,11.72,15.201,12.082,12.94,17.404,678.734,0
89,A,149.7,material_7,material_8,9,5,11,4,8,19.803,10.29,,18.374,,17.473,13.55,18.695,21.765,11.659,15.102,14.622,15.88,18.269,595.175,0
90,A,118.16,material_7,material_8,9,5,12,6,4,17.176,12.2,17.904,20.147,10.261,20.044,,14.556,18.039,,15.163,14.882,14.037,14.706,866.091,0
91,A,171.21,material_7,material_8,9,5,11,4,5,17.02,11.797,16.475,17.853,10.895,20.342,11.052,16.458,19.115,12.487,15.236,14.76,14.05,16.661,752.42,0
92,A,130.66,material_7,material_8,9,5,9,2,2,18.797,12.437,19.376,18.224,12.559,19.67,9.479,,20.365,12.564,13.854,14.766,16.58,14.562,936.198,1
93,A,132.48,material_7,material_8,9,5,15,8,5,17.284,11.451,18.255,17.137,12.382,18.399,11.309,17.282,19.334,11.978,13.829,15.159,14.007,17.324,722.006,0
94,A,127.43,material_7,material_8,9,5,11,4,3,19.543,10.925,16.295,16.699,11.161,19.045,12.451,15.294,19.426,9.439,16.749,14.07,14.589,15.176,605.448,0
95,A,176.23,material_7,material_8,9,5,3,3,5,18.95,12.985,17.003,16.989,10.987,18.407,11.024,16.921,18.462,11.869,15.342,15.995,12.613,14.991,631.304,1
96,A,82.58,material_7,material_8,9,5,9,6,7,17.323,10.73,18.033,16.578,13.128,18.257,9.9,15.659,20.923,14.235,17.031,15.713,9.869,18.0,690.442,0
97,A,173.41,material_7,material_8,9,5,5,7,4,18.03,11.915,16.569,18.839,13.203,19.597,11.956,,17.175,14.902,15.292,13.431,12.688,15.612,788.538,0
98,A,149.79,material_7,material_8,9,5,21,1,3,18.197,12.151,18.463,,10.428,18.45,13.658,14.828,18.225,12.931,14.433,14.378,13.83,,728.899,0
99,A,103.16,material_7,material_8,9,5,11,2,1,18.693,12.105,17.347,,13.083,18.063,10.086,15.706,20.944,12.236,14.775,17.291,15.209,17.805,643.647,1
100,A,121.74,material_7,material_8,9,5,12,2,6,18.837,10.375,17.382,14.786,10.896,19.102,10.191,18.034,,14.44,15.913,15.214,13.979,17.473,608.813,0
101,A,106.55,material_7,material_8,9,5,11,4,6,17.76,11.756,16.088,17.358,11.235,19.711,11.173,15.877,18.729,14.124,16.006,,13.674,16.267,675.339,0
102,A,124.01,material_7,material_8,9,5,8,11,7,18.932,11.849,19.955,17.94,14.486,20.419,10.843,14.535,20.12,11.086,16.465,13.945,14.8,17.067,1060.152,0
103,A,161.53,material_7,material_8,9,5,10,4,8,16.696,11.731,16.469,16.104,11.339,18.96,,15.493,22.348,12.569,15.208,15.647,13.134,16.842,608.559,0
104,A,99.36,material_7,material_8,9,5,17,5,5,18.461,11.037,18.155,15.862,,19.112,12.527,17.775,20.884,14.691,15.728,14.173,13.456,16.617,724.297,0
105,A,152.25,material_7,material_8,9,5,11,7,7,17.867,10.405,16.931,16.823,10.812,21.642,12.419,17.362,20.273,13.79,15.703,14.663,11.988,14.12,829.183,1
106,A,161.55,material_7,material_8,9,5,17,1,8,16.664,12.997,15.779,15.937,,19.342,10.113,11.885,15.607,12.387,14.448,,15.338,14.522,616.686,0
107,A,147.49,material_7,material_8,9,5,6,2,13,17.441,10.323,16.93,18.999,11.249,18.505,9.868,,19.183,11.934,,15.133,14.739,18.947,655.741,0
108,A,194.7,material_7,material_8,9,5,18,2,1,17.642,11.892,18.736,16.872,11.926,19.59,12.162,15.261,18.8,11.879,16.351,18.855,12.382,15.652,831.163,1
109,A,119.22,material_7,material_8,9,5,8,6,6,17.708,13.332,17.061,16.797,10.292,20.507,11.095,13.658,19.085,,15.756,16.433,15.45,14.443,779.24,0
110,A,149.97,material_7,material_8,9,5,13,4,3,15.709,11.93,16.502,18.489,12.846,19.74,11.831,17.12,20.508,12.294,16.747,18.132,13.79,17.468,776.166,0
111,A,256.25,material_7,material_8,9,5,17,2,3,17.336,11.115,16.693,16.659,,19.492,13.09,15.949,19.995,13.469,14.771,18.056,13.669,16.839,681.19,1
112,A,122.87,material_7,material_8,9,5,4,4,11,17.996,12.919,17.186,18.705,14.178,19.598,11.137,15.705,19.248,9.894,13.039,17.526,13.13,15.121,860.117,0
113,A,116.84,material_7,material_8,9,5,17,6,1,18.852,11.388,18.336,17.018,10.59,18.876,10.153,16.756,19.321,11.373,15.692,14.869,13.722,17.752,714.298,0
114,A,121.98,material_7,material_8,9,5,8,6,4,18.262,9.964,17.049,17.017,11.067,21.084,11.885,16.253,19.666,11.355,16.606,15.041,15.817,19.556,798.952,1
115,A,145.27,material_7,material_8,9,5,18,3,1,,11.085,16.073,18.223,11.376,19.93,12.037,16.938,21.941,11.664,14.536,,13.949,17.697,708.644,1
116,A,101.2,material_7,material_8,9,5,7,8,6,17.66,10.661,15.99,16.987,12.169,19.047,10.096,17.321,19.467,,15.919,15.912,15.98,19.445,614.374,0
117,A,113.19,material_7,material_8,9,5,15,4,2,17.984,11.043,18.234,15.955,11.774,19.568,10.368,17.718,20.884,11.729,15.328,20.148,10.079,14.862,757.154,1
118,A,71.96,material_7,material_8,9,5,17,5,5,16.07,12.977,17.538,17.622,11.798,19.026,12.233,16.024,21.033,12.256,15.658,14.072,15.33,18.361,748.615,1
119,A,88.92,material_7,material_8,9,5,9,6,7,20.096,11.506,18.493,17.715,11.135,19.088,12.684,14.607,18.406,8.807,14.915,13.7,13.617,16.555,774.13,0
120,A,89.68,material_7,material_8,9,5,14,3,8,19.105,11.866,16.726,17.374,12.568,,12.127,16.399,21.319,11.076,15.1,18.975,11.618,15.435,779.609,0
121,A,86.02,material_7,material_8,9,5,8,4,8,,10.682,17.276,16.07,13.709,19.253,10.52,16.027,19.51,12.779,14.741,14.12,13.659,15.768,723.246,0
122,A,106.63,material_7,material_8,9,5,13,5,2,18.102,10.706,16.651,17.93,12.688,21.452,11.769,18.688,16.652,13.976,17.443,15.501,,18.042,879.395,0
123,A,150.0,material_7,material_8,9,5,16,1,6,18.257,11.708,16.588,20.233,12.279,19.458,10.575,16.168,21.578,,14.897,16.712,18.479,16.757,788.49,0
124,A,108.6,material_7,material_8,9,5,7,2,3,18.296,11.131,16.87,18.203,12.781,19.562,9.925,15.21,17.623,11.618,15.232,14.889,15.861,16.723,762.348,0
125,A,81.91,material_7,material_8,9,5,12,8,6,18.86,11.345,17.727,18.514,9.651,18.368,10.692,,,11.405,16.99,18.959,13.468,16.006,654.238,0
126,A,131.01,material_7,material_8,9,5,7,6,10,17.074,12.494,16.996,16.971,10.06,20.019,11.998,14.834,18.02,13.461,16.894,12.021,11.303,14.659,724.423,1
127,A,128.18,material_7,material_8,9,5,21,3,4,18.4,10.903,16.44,15.338,11.688,18.218,10.687,15.65,17.001,7.864,16.187,17.475,17.759,16.301,526.522,0
128,A,80.0,material_7,material_8,9,5,8,5,4,18.359,11.325,17.408,17.191,10.004,17.802,10.011,16.572,18.022,11.443,15.766,17.858,13.592,15.391,565.069,0
129,A,127.37,material_7,material_8,9,5,14,2,3,19.55,10.877,17.544,16.937,12.104,21.682,11.591,15.456,17.924,13.142,13.147,15.003,12.859,16.548,912.12,0
130,A,88.29,material_7,material_8,9,5,14,2,0,19.753,10.841,16.173,17.254,11.836,18.276,10.869,15.105,19.179,12.614,15.51,15.946,13.387,14.712,568.145,1
131,A,100.77,material_7,material_8,9,5,1,0,10,18.319,12.172,16.346,16.9,12.644,18.206,11.931,15.241,19.369,11.478,14.53,18.027,13.229,15.91,603.832,0
132,A,97.64,material_7,material_8,9,5,10,5,7,18.393,11.984,17.192,17.792,12.92,18.466,12.627,16.171,19.388,,16.116,18.134,13.011,15.194,702.323,1
133,A,155.81,material_7,material_8,9,5,8,5,6,17.915,11.827,16.499,,13.275,19.351,,16.192,17.719,11.819,16.75,15.334,15.267,15.682,787.351,0
134,A,95.08,material_7,material_8,9,5,4,2,6,17.598,11.618,17.683,16.557,12.054,20.091,11.142,15.983,18.736,13.695,17.059,13.954,14.114,17.36,797.104,0
135,A,110.62,material_7,material_8,9,5,16,10,16,17.814,12.651,17.52,18.902,9.456,19.199,12.487,,16.537,11.779,16.767,14.602,16.684,16.624,730.673,0
136,A,128.62,material_7,material_8,9,5,12,1,2,19.51,10.059,17.616,16.39,9.805,19.765,9.838,17.201,16.155,13.117,16.771,15.989,13.845,18.535,683.991,0
137,A,166.0,material_7,material_8,9,5,12,2,7,16.767,11.1,15.71,17.84,11.044,18.186,12.28,15.828,18.39,11.681,13.014,13.958,13.189,18.1,533.722,0
138,A,173.59,material_7,material_8,9,5,12,4,2,16.693,11.2,16.275,,11.962,,12.74,15.274,19.13,13.076,16.0,13.845,13.426,15.773,696.707,1
139,A,89.69,material_7,material_8,9,5,16,1,10,17.38,13.002,16.051,17.986,11.809,18.911,11.602,15.438,20.088,12.189,15.171,16.688,13.786,14.13,661.925,0
140,A,173.75,material_7,material_8,9,5,13,4,13,17.632,10.982,17.746,18.496,10.693,20.438,12.512,14.813,19.22,14.176,16.303,15.458,13.484,15.428,836.247,0
141,A,133.19,material_7,material_8,9,5,9,4,4,17.044,10.839,17.765,18.72,10.995,16.449,10.169,15.34,18.891,,,15.494,14.129,,539.463,0
142,A,174.31,material_7,material_8,9,5,8,9,6,17.696,10.857,17.572,18.386,10.86,18.989,11.848,18.6,20.787,14.692,15.541,14.761,12.127,15.618,713.05,0
143,A,167.06,material_7,material_8,9,5,12,1,3,18.687,11.318,16.393,18.151,11.939,18.14,10.208,16.977,19.127,10.614,16.116,16.428,13.834,14.046,604.858,1
144,A,103.82,material_7,material_8,9,5,10,5,1,18.471,10.216,16.084,16.363,9.967,20.07,10.961,14.752,20.466,,15.032,17.649,15.361,16.689,621.999,0
145,A,123.22,material_7,material_8,9,5,11,2,4,18.285,11.586,16.789,,11.947,21.183,10.266,14.26,19.689,12.584,15.072,19.377,,16.764,829.236,0
146,A,111.51,material_7,material_8,9,5,13,6,3,18.502,11.575,17.78,17.364,13.033,18.819,11.986,16.093,21.255,10.889,16.167,17.853,13.299,15.48,,0
147,A,136.25,material_7,material_8,9,5,23,3,2,17.957,11.201,16.622,17.017,9.791,16.603,11.253,15.068,20.779,10.744,14.918,17.305,13.855,15.367,413.653,0
148,A,200.05,material_7,material_8,9,5,8,4,6,18.29,11.36,16.739,18.331,11.837,18.626,12.265,16.711,16.906,10.576,13.649,14.874,15.924,14.983,666.461,0
149,A,123.83,material_7,material_8,9,5,5,1,3,17.998,10.455,17.248,14.425,11.623,18.247,13.04,16.865,16.989,15.019,16.061,12.63,12.701,17.054,543.325,0
150,A,99.82,material_7,material_8,9,5,9,4,3,17.655,11.481,16.987,18.453,10.886,19.616,11.784,15.714,21.679,14.372,15.634,14.024,11.78,15.801,738.434,1
151,A,260.52,material_7,material_8,9,5,5,6,2,18.173,,19.184,16.515,12.706,19.089,11.338,16.507,21.139,,16.169,18.794,15.556,16.008,840.211,0
152,A,90.41,material_7,material_8,9,5,12,3,6,20.056,10.906,17.257,17.099,10.483,19.93,11.892,16.916,20.362,10.612,15.004,15.986,16.825,19.571,722.375,0
153,A,121.85,material_7,material_8,9,5,8,0,4,18.671,11.389,15.377,17.392,12.37,19.474,13.623,16.189,20.279,13.168,15.285,17.909,15.856,16.433,639.144,0
154,A,121.29,material_7,material_8,9,5,12,3,2,19.086,12.787,16.743,15.151,11.072,18.343,11.101,15.62,17.07,13.694,14.092,14.362,13.322,16.613,560.618,0
155,A,83.22,material_7,material_8,9,5,12,3,10,18.074,11.857,16.929,18.787,11.819,,11.205,16.326,19.659,11.749,,,13.089,,736.584,0
156,A,,material_7,material_8,9,5,14,4,6,18.55,12.07,17.067,20.245,12.152,18.284,13.594,16.28,20.429,10.342,15.777,15.401,16.145,18.438,727.432,0
157,A,167.58,material_7,material_8,9,5,15,7,7,19.27,12.492,17.912,17.173,11.058,21.653,,17.324,21.069,15.465,15.136,14.705,17.464,19.022,936.812,0
158,A,118.87,material_7,material_8,9,5,5,4,0,17.566,10.627,17.708,17.142,10.229,,10.414,16.222,19.992,9.952,15.921,17.856,14.587,14.715,698.648,0
