,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
49,4.4e-05,3,0.021277,0.056443,0.41089,0.003467,0.422915,0.414912,UP
50,4.4e-05,3,0.042553,0.051489,0.378905,0.003467,0.422915,0.414912,UP
51,4.4e-05,3,0.06383,0.044374,0.316721,0.003467,0.422915,0.414912,DOWN
52,4.4e-05,3,0.085106,0.041041,0.257959,0.003467,0.422915,0.414912,DOWN
53,4.4e-05,3,0.106383,0.041161,0.214073,0.003467,0.422915,0.414912,DOWN
54,4.4e-05,3,0.12766,0.041161,0.178816,0.003467,0.422915,0.414912,DOWN
55,4.4e-05,3,0.148936,0.040951,0.151889,0.003467,0.422915,0.414912,DOWN
56,4.4e-05,3,0.170213,0.041011,0.1385,0.003467,0.422915,0.414912,DOWN
57,4.4e-05,3,0.191489,0.041041,0.142071,0.003467,0.422915,0.414912,DOWN
58,4.4e-05,3,0.212766,0.042482,0.171675,0.003467,0.422915,0.414912,DOWN
59,4.4e-05,3,0.234043,0.051489,0.214519,0.003467,0.422915,0.414912,UP
60,4.4e-05,3,0.255319,0.051489,0.30244,0.003467,0.422915,0.414912,UP
61,4.4e-05,3,0.276596,0.051489,0.393038,0.003467,0.422915,0.414912,UP
62,4.4e-05,3,0.297872,0.040861,0.395567,0.003467,0.422915,0.414912,DOWN
63,4.4e-05,3,0.319149,0.040861,0.456561,0.003467,0.422915,0.414912,DOWN
64,4.4e-05,3,0.340426,0.040861,0.487504,0.003467,0.422915,0.414912,DOWN
65,4.4e-05,3,0.361702,0.040861,0.488991,0.003467,0.422915,0.414912,DOWN
66,4.4e-05,3,0.382979,0.041041,0.52886,0.003467,0.422915,0.414912,DOWN
67,4.4e-05,3,0.404255,0.041041,0.533323,0.003467,0.422915,0.414912,DOWN
68,4.4e-05,3,0.425532,0.041041,0.519935,0.003467,0.422915,0.414912,DOWN
69,4.4e-05,3,0.446809,0.042362,0.502529,0.003467,0.422915,0.414912,DOWN
70,4.4e-05,3,0.468085,0.042482,0.491818,0.003467,0.422915,0.414912,DOWN
71,4.4e-05,3,0.489362,0.044374,0.486909,0.003467,0.422915,0.414912,DOWN
72,4.4e-05,3,0.510638,0.044374,0.480363,0.003467,0.422915,0.414912,DOWN
73,4.4e-05,3,0.531915,0.042482,0.477388,0.003467,0.422915,0.414912,DOWN
74,4.4e-05,3,0.553191,0.042482,0.477388,0.003467,0.422915,0.414912,DOWN
75,4.4e-05,3,0.574468,0.042482,0.47114,0.003467,0.422915,0.414912,DOWN
76,4.4e-05,3,0.595745,0.041041,0.462065,0.003467,0.422915,0.414912,DOWN
77,4.4e-05,3,0.617021,0.040861,0.445403,0.003467,0.422915,0.414912,DOWN
78,4.4e-05,3,0.638298,0.040861,0.442428,0.003467,0.422915,0.414912,DOWN
79,4.4e-05,3,0.659574,0.040861,0.450759,0.003467,0.422915,0.414912,DOWN
80,4.4e-05,3,0.680851,0.040861,0.455965,0.003467,0.422915,0.414912,DOWN
81,4.4e-05,3,0.702128,0.040861,0.484677,0.003467,0.422915,0.414912,DOWN
82,4.4e-05,3,0.723404,0.041041,0.53377,0.003467,0.422915,0.414912,DOWN
83,4.4e-05,3,0.744681,0.041041,0.604136,0.003467,0.422915,0.414912,DOWN
84,4.4e-05,3,0.765957,0.040861,0.587028,0.003467,0.422915,0.414912,DOWN
85,4.4e-05,3,0.787234,0.040711,0.552812,0.003467,0.422915,0.414912,DOWN
86,4.4e-05,3,0.808511,0.040711,0.51086,0.003467,0.422915,0.414912,DOWN
87,4.4e-05,3,0.829787,0.040861,0.480065,0.003467,0.422915,0.414912,DOWN
88,4.4e-05,3,0.851064,0.041041,0.452246,0.003467,0.422915,0.414912,DOWN
89,4.4e-05,3,0.87234,0.041041,0.431568,0.003467,0.422915,0.414912,DOWN
90,4.4e-05,3,0.893617,0.041041,0.3856,0.003467,0.422915,0.414912,DOWN
91,4.4e-05,3,0.914894,0.041041,0.350342,0.003467,0.422915,0.414912,DOWN
92,4.4e-05,3,0.93617,0.056443,0.409104,0.003467,0.422915,0.414912,UP
93,4.4e-05,3,0.957447,0.055362,0.435138,0.003467,0.422915,0.414912,UP
94,4.4e-05,3,0.978723,0.059235,0.456412,0.003467,0.422915,0.414912,UP
95,4.4e-05,3,1.0,0.054642,0.449866,0.003467,0.422915,0.414912,UP
96,8.8e-05,4,0.0,0.054642,0.44823,0.003467,0.422915,0.414912,UP
97,8.8e-05,4,0.021277,0.054642,0.429485,0.003467,0.422915,0.414912,UP
98,8.8e-05,4,0.042553,0.051489,0.399286,0.003467,0.422915,0.414912,UP
99,8.8e-05,4,0.06383,0.041041,0.331449,0.003467,0.422915,0.414912,DOWN
100,8.8e-05,4,0.085106,0.041041,0.271794,0.003467,0.422915,0.414912,DOWN
101,8.8e-05,4,0.106383,0.041041,0.228206,0.003467,0.422915,0.414912,DOWN
102,8.8e-05,4,0.12766,0.041041,0.183576,0.003467,0.422915,0.414912,DOWN
103,8.8e-05,4,0.148936,0.041041,0.162452,0.003467,0.422915,0.414912,DOWN
104,8.8e-05,4,0.170213,0.046956,0.151592,0.003467,0.422915,0.414912,UP
105,8.8e-05,4,0.191489,0.046956,0.147724,0.003467,0.422915,0.414912,UP
106,8.8e-05,4,0.212766,0.046956,0.174353,0.003467,0.422915,0.414912,UP
107,8.8e-05,4,0.234043,0.047106,0.2169,0.003467,0.422915,0.414912,UP
108,8.8e-05,4,0.255319,0.049868,0.307349,0.003467,0.422915,0.414912,UP
109,8.8e-05,4,0.276596,0.047106,0.403451,0.003467,0.422915,0.414912,UP
110,8.8e-05,4,0.297872,0.046956,0.407766,0.003467,0.422915,0.414912,UP
111,8.8e-05,4,0.319149,0.041161,0.465486,0.003467,0.422915,0.414912,DOWN
112,8.8e-05,4,0.340426,0.040711,0.490777,0.003467,0.422915,0.414912,DOWN
113,8.8e-05,4,0.361702,0.041161,0.493603,0.003467,0.422915,0.414912,DOWN
114,8.8e-05,4,0.382979,0.045515,0.519786,0.003467,0.422915,0.414912,UP
115,8.8e-05,4,0.404255,0.046956,0.531836,0.003467,0.422915,0.414912,UP
116,8.8e-05,4,0.425532,0.046956,0.520976,0.003467,0.422915,0.414912,UP
117,8.8e-05,4,0.446809,0.047106,0.490925,0.003467,0.422915,0.414912,UP
118,8.8e-05,4,0.468085,0.047106,0.49762,0.003467,0.422915,0.414912,UP
119,8.8e-05,4,0.489362,0.047106,0.490479,0.003467,0.422915,0.414912,UP
120,8.8e-05,4,0.510638,0.047106,0.482892,0.003467,0.422915,0.414912,UP
121,8.8e-05,4,0.531915,0.047436,0.475751,0.003467,0.422915,0.414912,UP
122,8.8e-05,4,0.553191,0.047436,0.474412,0.003467,0.422915,0.414912,UP
123,8.8e-05,4,0.574468,0.047106,0.466825,0.003467,0.422915,0.414912,UP
124,8.8e-05,4,0.595745,0.047106,0.458792,0.003467,0.422915,0.414912,UP
125,8.8e-05,4,0.617021,0.047106,0.446742,0.003467,0.422915,0.414912,UP
126,8.8e-05,4,0.638298,0.046956,0.439601,0.003467,0.422915,0.414912,UP
127,8.8e-05,4,0.659574,0.046956,0.442428,0.003467,0.422915,0.414912,UP
128,8.8e-05,4,0.680851,0.042482,0.450461,0.003467,0.422915,0.414912,DOWN
129,8.8e-05,4,0.702128,0.042482,0.468015,0.003467,0.422915,0.414912,DOWN
130,8.8e-05,4,0.723404,0.046956,0.510562,0.003467,0.422915,0.414912,UP
131,8.8e-05,4,0.744681,0.046956,0.592086,0.003467,0.422915,0.414912,UP
132,8.8e-05,4,0.765957,0.046956,0.584796,0.003467,0.422915,0.414912,UP
133,8.8e-05,4,0.787234,0.042482,0.558018,0.003467,0.422915,0.414912,DOWN
134,8.8e-05,4,0.808511,0.040711,0.52053,0.003467,0.422915,0.414912,DOWN
135,8.8e-05,4,0.829787,0.040711,0.493454,0.003467,0.422915,0.414912,DOWN
136,8.8e-05,4,0.851064,0.042482,0.473817,0.003467,0.422915,0.414912,DOWN
137,8.8e-05,4,0.87234,0.041882,0.453585,0.003467,0.422915,0.414912,DOWN
138,8.8e-05,4,0.893617,0.046956,0.407468,0.003467,0.422915,0.414912,UP
139,8.8e-05,4,0.914894,0.046956,0.371169,0.003467,0.422915,0.414912,UP
140,8.8e-05,4,0.93617,0.056443,0.422345,0.003467,0.422915,0.414912,UP
141,8.8e-05,4,0.957447,0.051699,0.442577,0.003467,0.422915,0.414912,UP
142,8.8e-05,4,0.978723,0.075868,0.46385,0.003467,0.422915,0.414912,UP
143,8.8e-05,4,1.0,0.075267,0.462065,0.003467,0.422915,0.414912,UP
144,0.000133,5,0.0,0.075868,0.459833,0.003467,0.422915,0.414912,UP
145,0.000133,5,0.021277,0.075868,0.434543,0.003467,0.422915,0.414912,UP
146,0.000133,5,0.042553,0.074517,0.395567,0.003467,0.422915,0.414912,UP
147,0.000133,5,0.06383,0.075267,0.327879,0.003467,0.422915,0.414912,UP
148,0.000133,5,0.085106,0.075868,0.273282,0.003467,0.422915,0.414912,UP
149,0.000133,5,0.106383,0.074517,0.232223,0.003467,0.422915,0.414912,UP
150,0.000133,5,0.12766,0.073976,0.187295,0.003467,0.422915,0.414912,UP
151,0.000133,5,0.148936,0.073976,0.164237,0.003467,0.422915,0.414912,UP
152,0.000133,5,0.170213,0.076948,0.154418,0.003467,0.422915,0.414912,UP
153,0.000133,5,0.191489,0.074367,0.159625,0.003467,0.422915,0.414912,UP
154,0.000133,5,0.212766,0.074367,0.182981,0.003467,0.422915,0.414912,UP
155,0.000133,5,0.234043,0.076948,0.226867,0.003467,0.422915,0.414912,UP
156,0.000133,5,0.255319,0.077999,0.314192,0.003467,0.422915,0.414912,UP
157,0.000133,5,0.276596,0.077039,0.401517,0.003467,0.422915,0.414912,UP
158,0.000133,5,0.297872,0.089798,0.405832,0.003467,0.422915,0.414912,UP
159,0.000133,5,0.319149,0.089798,0.457751,0.003467,0.422915,0.414912,UP
160,0.000133,5,0.340426,0.089798,0.496727,0.003467,0.422915,0.414912,UP
161,0.000133,5,0.361702,0.089798,0.500595,0.003467,0.422915,0.414912,UP
162,0.000133,5,0.382979,0.149664,0.542101,0.003467,0.422915,0.414912,UP
163,0.000133,5,0.404255,0.089798,0.550878,0.003467,0.422915,0.414912,UP
164,0.000133,5,0.425532,0.089798,0.535257,0.003467,0.422915,0.414912,UP
165,0.000133,5,0.446809,0.089798,0.516662,0.003467,0.422915,0.414912,UP
166,0.000133,5,0.468085,0.047676,0.50476,0.003467,0.422915,0.414912,DOWN
167,0.000133,5,0.489362,0.146902,0.495537,0.003467,0.422915,0.414912,UP
168,0.000133,5,0.510638,0.193287,0.485272,0.003467,0.422915,0.414912,UP
169,0.000133,5,0.531915,0.193287,0.482594,0.003467,0.422915,0.414912,UP
170,0.000133,5,0.553191,0.194548,0.473371,0.003467,0.422915,0.414912,UP
171,0.000133,5,0.574468,0.193287,0.468164,0.003467,0.422915,0.414912,UP
172,0.000133,5,0.595745,0.139636,0.461619,0.003467,0.422915,0.414912,UP
173,0.000133,5,0.617021,0.149664,0.456709,0.003467,0.422915,0.414912,UP
174,0.000133,5,0.638298,0.089798,0.439453,0.003467,0.422915,0.414912,UP
175,0.000133,5,0.659574,0.089798,0.438411,0.003467,0.422915,0.414912,UP
176,0.000133,5,0.680851,0.06626,0.441684,0.003467,0.422915,0.414912,DOWN
177,0.000133,5,0.702128,0.089798,0.458792,0.003467,0.422915,0.414912,UP
178,0.000133,5,0.723404,0.089798,0.499554,0.003467,0.422915,0.414912,UP
179,0.000133,5,0.744681,0.077039,0.54939,0.003467,0.422915,0.414912,DOWN
180,0.000133,5,0.765957,0.047586,0.53377,0.003467,0.422915,0.414912,DOWN
181,0.000133,5,0.787234,0.076948,0.505504,0.003467,0.422915,0.414912,DOWN
182,0.000133,5,0.808511,0.076948,0.458346,0.003467,0.422915,0.414912,DOWN
183,0.000133,5,0.829787,0.074036,0.429485,0.003467,0.422915,0.414912,DOWN
184,0.000133,5,0.851064,0.047586,0.399137,0.003467,0.422915,0.414912,DOWN
185,0.000133,5,0.87234,0.047586,0.376525,0.003467,0.422915,0.414912,DOWN
186,0.000133,5,0.893617,0.072835,0.352127,0.003467,0.422915,0.414912,DOWN
187,0.000133,5,0.914894,0.047586,0.309283,0.003467,0.422915,0.414912,DOWN
188,0.000133,5,0.93617,0.072835,0.381434,0.003467,0.422915,0.414912,DOWN
189,0.000133,5,0.957447,0.074367,0.408956,0.003467,0.422915,0.414912,DOWN
190,0.000133,5,0.978723,0.093611,0.43856,0.003467,0.422915,0.414912,UP
191,0.000133,5,1.0,0.149664,0.435436,0.003467,0.422915,0.414912,UP
192,0.000177,6,0.0,0.076948,0.436924,0.003467,0.422915,0.414912,DOWN
193,0.000177,6,0.021277,0.074336,0.407468,0.003467,0.422915,0.414912,DOWN
194,0.000177,6,0.042553,0.077039,0.368343,0.003467,0.422915,0.414912,DOWN
195,0.000177,6,0.06383,0.072835,0.304522,0.003467,0.422915,0.414912,DOWN
196,0.000177,6,0.085106,0.071905,0.246355,0.003467,0.422915,0.414912,DOWN
197,0.000177,6,0.106383,0.046956,0.196816,0.003467,0.422915,0.414912,DOWN
198,0.000177,6,0.12766,0.046956,0.152633,0.003467,0.422915,0.414912,DOWN
199,0.000177,6,0.148936,0.046806,0.127343,0.003467,0.422915,0.414912,DOWN
200,0.000177,6,0.170213,0.046956,0.11083,0.003467,0.422915,0.414912,DOWN
201,0.000177,6,0.191489,0.046956,0.101607,0.003467,0.422915,0.414912,DOWN
202,0.000177,6,0.212766,0.046956,0.105326,0.003467,0.422915,0.414912,DOWN
203,0.000177,6,0.234043,0.062417,0.120649,0.003467,0.422915,0.414912,DOWN
204,0.000177,6,0.255319,0.062417,0.149807,0.003467,0.422915,0.414912,DOWN
205,0.000177,6,0.276596,0.072145,0.176882,0.003467,0.422915,0.414912,DOWN
206,0.000177,6,0.297872,0.047106,0.214073,0.003467,0.422915,0.414912,DOWN
207,0.000177,6,0.319149,0.080581,0.286224,0.003467,0.422915,0.414912,DOWN
208,0.000177,6,0.340426,0.072145,0.344243,0.003467,0.422915,0.414912,DOWN
209,0.000177,6,0.361702,0.080581,0.385897,0.003467,0.422915,0.414912,DOWN
210,0.000177,6,0.382979,0.080581,0.423535,0.003467,0.422915,0.414912,DOWN
211,0.000177,6,0.404255,0.072745,0.428593,0.003467,0.422915,0.414912,DOWN
212,0.000177,6,0.425532,0.047376,0.416989,0.003467,0.422915,0.414912,DOWN
213,0.000177,6,0.446809,0.047256,0.403154,0.003467,0.422915,0.414912,DOWN
214,0.000177,6,0.468085,0.072145,0.382624,0.003467,0.422915,0.414912,DOWN
215,0.000177,6,0.489362,0.047256,0.371021,0.003467,0.422915,0.414912,DOWN
216,0.000177,6,0.510638,0.072145,0.354508,0.003467,0.422915,0.414912,DOWN
217,0.000177,6,0.531915,0.047256,0.337102,0.003467,0.422915,0.414912,DOWN
218,0.000177,6,0.553191,0.047256,0.325796,0.003467,0.422915,0.414912,DOWN
219,0.000177,6,0.574468,0.072145,0.313746,0.003467,0.422915,0.414912,DOWN
220,0.000177,6,0.595745,0.047256,0.296489,0.003467,0.422915,0.414912,DOWN
221,0.000177,6,0.617021,0.047256,0.287266,0.003467,0.422915,0.414912,DOWN
222,0.000177,6,0.638298,0.072145,0.284588,0.003467,0.422915,0.414912,UP
223,0.000177,6,0.659574,0.072745,0.287266,0.003467,0.422915,0.414912,UP
224,0.000177,6,0.680851,0.080581,0.291431,0.003467,0.422915,0.414912,UP
225,0.000177,6,0.702128,0.080581,0.318209,0.003467,0.422915,0.414912,UP
226,0.000177,6,0.723404,0.072745,0.363136,0.003467,0.422915,0.414912,UP
227,0.000177,6,0.744681,0.080581,0.44942,0.003467,0.422915,0.414912,UP
228,0.000177,6,0.765957,0.072745,0.458048,0.003467,0.422915,0.414912,UP
229,0.000177,6,0.787234,0.072145,0.428444,0.003467,0.422915,0.414912,UP
230,0.000177,6,0.808511,0.047256,0.385302,0.003467,0.422915,0.414912,DOWN
231,0.000177,6,0.829787,0.047256,0.351532,0.003467,0.422915,0.414912,DOWN
232,0.000177,6,0.851064,0.047256,0.32535,0.003467,0.422915,0.414912,DOWN
233,0.000177,6,0.87234,0.047256,0.309432,0.003467,0.422915,0.414912,DOWN
234,0.000177,6,0.893617,0.047106,0.282059,0.003467,0.422915,0.414912,DOWN
235,0.000177,6,0.914894,0.047106,0.259447,0.003467,0.422915,0.414912,DOWN
236,0.000177,6,0.93617,0.072145,0.29753,0.003467,0.422915,0.414912,UP
237,0.000177,6,0.957447,0.047106,0.31687,0.003467,0.422915,0.414912,DOWN
238,0.000177,6,0.978723,0.047256,0.3374,0.003467,0.422915,0.414912,DOWN
239,0.000177,6,1.0,0.047256,0.316572,0.003467,0.422915,0.414912,DOWN
240,0.000221,7,0.0,0.047106,0.30244,0.003467,0.422915,0.414912,DOWN
241,0.000221,7,0.021277,0.047106,0.259,0.003467,0.422915,0.414912,DOWN
242,0.000221,7,0.042553,0.047106,0.234157,0.003467,0.422915,0.414912,DOWN
243,0.000221,7,0.06383,0.047106,0.182089,0.003467,0.422915,0.414912,DOWN
244,0.000221,7,0.085106,0.046956,0.140732,0.003467,0.422915,0.414912,DOWN
245,0.000221,7,0.106383,0.062417,0.111425,0.003467,0.422915,0.414912,UP
246,0.000221,7,0.12766,0.062417,0.087176,0.003467,0.422915,0.414912,UP
247,0.000221,7,0.148936,0.062417,0.07349,0.003467,0.422915,0.414912,UP
248,0.000221,7,0.170213,0.062417,0.058167,0.003467,0.422915,0.414912,UP
249,0.000221,7,0.191489,0.062417,0.052812,0.003467,0.422915,0.414912,UP
250,0.000221,7,0.212766,0.063889,0.064267,0.003467,0.422915,0.414912,UP
251,0.000221,7,0.234043,0.062417,0.074383,0.003467,0.422915,0.414912,UP
252,0.000221,7,0.255319,0.062417,0.090747,0.003467,0.422915,0.414912,UP
253,0.000221,7,0.276596,0.046956,0.091937,0.003467,0.422915,0.414912,DOWN
254,0.000221,7,0.297872,0.046956,0.127938,0.003467,0.422915,0.414912,DOWN
255,0.000221,7,0.319149,0.047256,0.180452,0.003467,0.422915,0.414912,DOWN
256,0.000221,7,0.340426,0.047256,0.230884,0.003467,0.422915,0.414912,DOWN
257,0.000221,7,0.361702,0.047256,0.277298,0.003467,0.422915,0.414912,DOWN
258,0.000221,7,0.382979,0.047376,0.327581,0.003467,0.422915,0.414912,DOWN
259,0.000221,7,0.404255,0.047376,0.351235,0.003467,0.422915,0.414912,DOWN
260,0.000221,7,0.425532,0.047256,0.355251,0.003467,0.422915,0.414912,DOWN
261,0.000221,7,0.446809,0.047256,0.345582,0.003467,0.422915,0.414912,DOWN
262,0.000221,7,0.468085,0.071694,0.337251,0.003467,0.422915,0.414912,UP
263,0.000221,7,0.489362,0.054131,0.323416,0.003467,0.422915,0.414912,DOWN
264,0.000221,7,0.510638,0.071694,0.308242,0.003467,0.422915,0.414912,UP
265,0.000221,7,0.531915,0.069383,0.281018,0.003467,0.422915,0.414912,UP
266,0.000221,7,0.553191,0.047256,0.263612,0.003467,0.422915,0.414912,DOWN
267,0.000221,7,0.574468,0.047256,0.244868,0.003467,0.422915,0.414912,DOWN
268,0.000221,7,0.595745,0.047256,0.235049,0.003467,0.422915,0.414912,DOWN
269,0.000221,7,0.617021,0.047106,0.231479,0.003467,0.422915,0.414912,DOWN
270,0.000221,7,0.638298,0.047256,0.23252,0.003467,0.422915,0.414912,DOWN
271,0.000221,7,0.659574,0.047106,0.240405,0.003467,0.422915,0.414912,DOWN
272,0.000221,7,0.680851,0.047256,0.240702,0.003467,0.422915,0.414912,DOWN
273,0.000221,7,0.702128,0.047256,0.263761,0.003467,0.422915,0.414912,DOWN
274,0.000221,7,0.723404,0.047286,0.311068,0.003467,0.422915,0.414912,DOWN
275,0.000221,7,0.744681,0.047436,0.387682,0.003467,0.422915,0.414912,DOWN
276,0.000221,7,0.765957,0.069383,0.403898,0.003467,0.422915,0.414912,UP
277,0.000221,7,0.787234,0.047376,0.383071,0.003467,0.422915,0.414912,DOWN
278,0.000221,7,0.808511,0.047256,0.366706,0.003467,0.422915,0.414912,DOWN
279,0.000221,7,0.829787,0.047256,0.346772,0.003467,0.422915,0.414912,DOWN
280,0.000221,7,0.851064,0.047256,0.328771,0.003467,0.422915,0.414912,DOWN
281,0.000221,7,0.87234,0.047106,0.311068,0.003467,0.422915,0.414912,DOWN
282,0.000221,7,0.893617,0.047106,0.280571,0.003467,0.422915,0.414912,DOWN
283,0.000221,7,0.914894,0.047106,0.252455,0.003467,0.422915,0.414912,DOWN
284,0.000221,7,0.93617,0.047106,0.287414,0.003467,0.422915,0.414912,DOWN
285,0.000221,7,0.957447,0.047256,0.298869,0.003467,0.422915,0.414912,DOWN
286,0.000221,7,0.978723,0.047256,0.316424,0.003467,0.422915,0.414912,DOWN
287,0.000221,7,1.0,0.047106,0.293663,0.003467,0.422915,0.414912,DOWN
288,0.000265,1,0.0,0.047106,0.282654,0.003467,0.422915,0.414912,DOWN
289,0.000265,1,0.021277,0.047106,0.247694,0.003467,0.422915,0.414912,DOWN
290,0.000265,1,0.042553,0.047106,0.233859,0.003467,0.422915,0.414912,DOWN
291,0.000265,1,0.06383,0.046956,0.185808,0.003467,0.422915,0.414912,DOWN
292,0.000265,1,0.085106,0.046956,0.154865,0.003467,0.422915,0.414912,DOWN
293,0.000265,1,0.106383,0.046956,0.127789,0.003467,0.422915,0.414912,DOWN
294,0.000265,1,0.12766,0.046956,0.112169,0.003467,0.422915,0.414912,DOWN
295,0.000265,1,0.148936,0.046806,0.101309,0.003467,0.422915,0.414912,DOWN
296,0.000265,1,0.170213,0.046806,0.10235,0.003467,0.422915,0.414912,DOWN
297,0.000265,1,0.191489,0.046806,0.110533,0.003467,0.422915,0.414912,DOWN
298,0.000265,1,0.212766,0.046806,0.143112,0.003467,0.422915,0.414912,DOWN
299,0.000265,1,0.234043,0.047256,0.187742,0.003467,0.422915,0.414912,DOWN
300,0.000265,1,0.255319,0.047256,0.27953,0.003467,0.422915,0.414912,DOWN
301,0.000265,1,0.276596,0.047106,0.367599,0.003467,0.422915,0.414912,DOWN
302,0.000265,1,0.297872,0.10475,0.375483,0.003467,0.422915,0.414912,UP
303,0.000265,1,0.319149,0.10475,0.435882,0.003467,0.422915,0.414912,UP
304,0.000265,1,0.340426,0.155878,0.465338,0.003467,0.422915,0.414912,UP
305,0.000265,1,0.361702,0.153206,0.469652,0.003467,0.422915,0.414912,UP
306,0.000265,1,0.382979,0.10475,0.512348,0.003467,0.422915,0.414912,UP
307,0.000265,1,0.404255,0.10475,0.529753,0.003467,0.422915,0.414912,UP
308,0.000265,1,0.425532,0.10475,0.519042,0.003467,0.422915,0.414912,UP
309,0.000265,1,0.446809,0.074817,0.498959,0.003467,0.422915,0.414912,UP
310,0.000265,1,0.468085,0.10475,0.495091,0.003467,0.422915,0.414912,UP
311,0.000265,1,0.489362,0.10475,0.492711,0.003467,0.422915,0.414912,UP
312,0.000265,1,0.510638,0.13105,0.488545,0.003467,0.422915,0.414912,UP
313,0.000265,1,0.531915,0.10475,0.476346,0.003467,0.422915,0.414912,UP
314,0.000265,1,0.553191,0.10475,0.478578,0.003467,0.422915,0.414912,UP
315,0.000265,1,0.574468,0.13105,0.478429,0.003467,0.422915,0.414912,UP
316,0.000265,1,0.595745,0.13105,0.473222,0.003467,0.422915,0.414912,UP
317,0.000265,1,0.617021,0.13105,0.467718,0.003467,0.422915,0.414912,UP
318,0.000265,1,0.638298,0.13105,0.457007,0.003467,0.422915,0.414912,UP
