date,value
1993-09-26,7.3870000000000005
1993-10-03,7.276
1993-10-10,7.6129999999999995
1993-10-17,7.704
1993-10-24,7.787999999999999
1993-10-31,7.64
1993-11-07,7.5520000000000005
1993-11-14,7.992000000000001
1993-11-21,6.845
1993-11-28,7.43
1993-12-05,8.074
1993-12-12,7.684
1993-12-19,7.4110000000000005
1993-12-26,7.567
1994-01-02,7.124
1994-01-09,7.124
1994-01-16,7.157
1994-01-23,6.321000000000001
1994-01-30,6.952999999999999
1994-02-06,7.487
1994-02-13,6.992999999999999
1994-02-20,7.372000000000001
1994-02-27,7.2860000000000005
1994-03-06,7.2139999999999995
1994-03-13,7.521
1994-03-20,7.481
1994-03-27,7.398
1994-04-03,7.187
1994-04-10,7.72
1994-04-17,7.042000000000001
1994-04-24,7.892
1994-05-01,6.824
1994-05-08,7.5520000000000005
1994-05-15,7.938
1994-05-22,8.027999999999999
1994-05-29,7.461
1994-06-05,7.77
1994-06-12,7.65
1994-06-19,7.909
1994-06-26,7.93
1994-07-03,7.562
1994-07-10,8.006
1994-07-17,7.523
1994-07-24,7.581
1994-07-31,7.638
1994-08-07,8.187000000000001
1994-08-14,7.836
1994-08-21,7.75
1994-08-28,8.061
1994-09-04,6.955
1994-09-11,7.601
1994-09-18,7.763
1994-09-25,7.733
1994-10-02,7.515
1994-10-09,7.562
1994-10-16,8.142999999999999
1994-10-23,8.204
1994-10-30,7.432
1994-11-06,7.377000000000001
1994-11-13,7.928999999999999
1994-11-20,7.431
1994-11-27,7.593
1994-12-04,8.229
1994-12-11,7.933
1994-12-18,8.277999999999999
1994-12-25,7.718
1995-01-01,7.1339999999999995
1995-01-08,7.534
1995-01-15,7.26
1995-01-22,6.976
1995-01-29,7.267
1995-02-05,7.132000000000001
1995-02-12,7.398
1995-02-19,7.67
1995-02-26,7.194
1995-03-05,7.547999999999999
1995-03-12,7.834
1995-03-19,7.797000000000001
1995-03-26,8.195
1995-04-02,7.587999999999999
1995-04-09,7.542999999999999
1995-04-16,8.156
1995-04-23,7.731
1995-04-30,7.539
1995-05-07,8.052
1995-05-14,8.183
1995-05-21,7.797000000000001
1995-05-28,8.46
1995-06-04,8.055
1995-06-11,7.971
1995-06-18,8.488999999999999
1995-06-25,8.238
1995-07-02,7.996
1995-07-09,7.8660000000000005
1995-07-16,8.482999999999999
1995-07-23,8.213
1995-07-30,8.402000000000001
1995-08-06,7.627999999999999
1995-08-13,8.411
1995-08-20,8.206
1995-08-27,7.825
1995-09-03,8.078
1995-09-10,8.249
1995-09-17,7.821000000000001
1995-09-24,7.257000000000001
1995-10-01,8.106
1995-10-08,7.879
1995-10-15,7.712000000000001
1995-10-22,8.103
1995-10-29,7.449
1995-11-05,8.477
1995-11-12,8.021
1995-11-19,7.84
1995-11-26,7.439
1995-12-03,7.949
1995-12-10,7.489
1995-12-17,8.115
1995-12-24,7.035
1995-12-31,7.957999999999999
1996-01-07,7.513
1996-01-14,6.949
1996-01-21,7.393
1996-01-28,7.513
1996-02-04,7.52
1996-02-11,7.867999999999999
1996-02-18,7.8260000000000005
1996-02-25,7.337999999999999
1996-03-03,7.877000000000001
1996-03-10,7.757000000000001
1996-03-17,7.9
1996-03-24,7.568
1996-03-31,7.28
1996-04-07,7.803999999999999
1996-04-14,7.433
1996-04-21,8.079
1996-04-28,7.5920000000000005
1996-05-05,8.267000000000001
1996-05-12,7.5120000000000005
1996-05-19,8.08
1996-05-26,7.836
1996-06-02,7.946000000000001
1996-06-09,7.957000000000001
1996-06-16,7.956
1996-06-23,8.562999999999999
1996-06-30,8.015
1996-07-07,7.968
1996-07-14,8.152000000000001
1996-07-21,8.067
1996-07-28,8.279
1996-08-04,7.722
1996-08-11,7.818
1996-08-18,8.363999999999999
1996-08-25,8.369
1996-09-01,7.843
1996-09-08,7.537000000000001
1996-09-15,8.0
1996-09-22,7.619
1996-09-29,7.935
1996-10-06,7.6370000000000005
1996-10-13,7.957999999999999
1996-10-20,7.9910000000000005
1996-10-27,7.682
1996-11-03,7.803999999999999
1996-11-10,8.073
1996-11-17,7.882999999999999
1996-11-24,7.37
1996-12-01,7.706
1996-12-08,8.355
1996-12-15,8.051
1996-12-22,7.74
1996-12-29,7.122000000000001
1997-01-05,7.44
1997-01-12,7.4079999999999995
1997-01-19,7.265
1997-01-26,7.125
1997-02-02,7.013
1997-02-09,7.53
1997-02-16,8.011000000000001
1997-02-23,7.779
1997-03-02,7.417000000000001
1997-03-09,8.125
1997-03-16,7.729
1997-03-23,7.492000000000001
1997-03-30,8.115
1997-04-06,7.791
1997-04-13,7.914
1997-04-20,7.922000000000001
1997-04-27,8.224
1997-05-04,7.765
1997-05-11,8.253
1997-05-18,8.088
1997-05-25,8.154
1997-06-01,7.59
1997-06-08,8.009
1997-06-15,8.557
1997-06-22,8.234
1997-06-29,8.488999999999999
1997-07-06,8.606
1997-07-13,8.595
1997-07-20,8.6
1997-07-27,8.29
1997-08-03,8.253
1997-08-10,8.539
1997-08-17,7.922000000000001
1997-08-24,8.695
1997-08-31,8.052999999999999
1997-09-07,8.215
1997-09-14,7.746
1997-09-21,8.14
1997-09-28,8.379
1997-10-05,8.221
1997-10-12,8.315
1997-10-19,7.7410000000000005
1997-10-26,8.355
1997-11-02,8.025
1997-11-09,7.792999999999999
1997-11-16,8.043
1997-11-23,7.577999999999999
1997-11-30,8.437000000000001
1997-12-07,7.955
1997-12-14,8.151
1997-12-21,8.201
1997-12-28,7.832000000000001
1998-01-04,7.672999999999999
1998-01-11,7.779
1998-01-18,7.94
1998-01-25,7.67
1998-02-01,7.672999999999999
1998-02-08,8.201
1998-02-15,8.005
1998-02-22,7.662000000000001
1998-03-01,7.744
1998-03-08,8.103
1998-03-15,7.752999999999999
1998-03-22,7.996
1998-03-29,8.992
1998-04-05,8.031
1998-04-12,8.302999999999999
1998-04-19,8.118
1998-04-26,8.19
1998-05-03,7.502999999999999
1998-05-10,8.524
1998-05-17,8.337
1998-05-24,8.205
1998-05-31,8.312000000000001
1998-06-07,8.103
1998-06-14,8.16
1998-06-21,8.644
1998-06-28,8.755
1998-07-05,8.234
1998-07-12,8.749
1998-07-19,8.125
1998-07-26,8.997
1998-08-02,8.317
1998-08-09,8.981
1998-08-16,8.288
1998-08-23,8.607000000000001
1998-08-30,8.713
1998-09-06,8.722000000000001
1998-09-13,7.872999999999999
1998-09-20,8.359
1998-09-27,8.058
1998-10-04,8.797
1998-10-11,8.049
1998-10-18,8.099
1998-10-25,8.36
1998-11-01,8.195
1998-11-08,7.711
1998-11-15,8.381
1998-11-22,8.312999999999999
1998-11-29,8.162
1998-12-06,8.314
1998-12-13,8.588
1998-12-20,8.152999999999999
1998-12-27,8.519
1999-01-03,7.385
1999-01-10,7.81
1999-01-17,8.186
1999-01-24,7.8660000000000005
1999-01-31,7.532
1999-02-07,8.756
1999-02-14,7.9479999999999995
1999-02-21,8.316
1999-02-28,8.273
1999-03-07,8.451
1999-03-14,8.367
1999-03-21,8.337
1999-03-28,7.959
1999-04-04,7.877999999999999
1999-04-11,8.066
1999-04-18,8.923
1999-04-25,7.825
1999-05-02,8.059
1999-05-09,8.761000000000001
1999-05-16,8.275
1999-05-23,8.401
1999-05-30,8.193
1999-06-06,8.827
1999-06-13,8.522
1999-06-20,9.045
1999-06-27,9.076
1999-07-04,8.679
1999-07-11,8.622
1999-07-18,8.639
1999-07-25,8.537
1999-08-01,8.644
1999-08-08,8.519
1999-08-15,8.415
1999-08-22,8.81
1999-08-29,8.777999999999999
1999-09-05,8.593
1999-09-12,8.504
1999-09-19,8.865
1999-09-26,8.557
1999-10-03,8.433
1999-10-10,8.406
1999-10-17,8.521
1999-10-24,8.532
1999-10-31,8.333
1999-11-07,8.416
1999-11-14,8.404
1999-11-21,8.416
1999-11-28,7.67
1999-12-05,8.557
1999-12-12,8.638
1999-12-19,8.59
1999-12-26,8.851
2000-01-02,7.907
2000-01-09,7.542999999999999
2000-01-16,7.919
2000-01-23,8.385
2000-01-30,7.642
2000-02-06,8.375
2000-02-13,8.524
2000-02-20,8.072000000000001
2000-02-27,7.608
2000-03-05,8.662
2000-03-12,8.201
2000-03-19,8.384
2000-03-26,7.896
2000-04-02,8.655
2000-04-09,8.557
2000-04-16,8.616
2000-04-23,8.302
2000-04-30,8.679
2000-05-07,8.242
2000-05-14,8.408
2000-05-21,9.075
2000-05-28,8.863
2000-06-04,8.402999999999999
2000-06-11,8.895
2000-06-18,8.475
2000-06-25,8.62
2000-07-02,8.519
2000-07-09,8.844
2000-07-16,8.361
2000-07-23,8.613999999999999
2000-07-30,8.759
2000-08-06,8.812999999999999
2000-08-13,8.786
2000-08-20,8.96
2000-08-27,8.644
2000-09-03,8.573
2000-09-10,8.814
2000-09-17,8.152999999999999
2000-09-24,7.819
2000-10-01,8.34
2000-10-08,8.663
2000-10-15,8.604
2000-10-22,8.942
2000-10-29,8.78
2000-11-05,8.216000000000001
2000-11-12,8.419
2000-11-19,8.062999999999999
2000-11-26,8.232999999999999
2000-12-03,8.711
2000-12-10,8.475
2000-12-17,8.4
2000-12-24,8.693
2000-12-31,7.825
2001-01-07,8.225
2001-01-14,7.894
2001-01-21,7.337999999999999
2001-01-28,8.589
2001-02-04,8.032
2001-02-11,7.85
2001-02-18,8.187000000000001
2001-02-25,8.488999999999999
2001-03-04,8.425
2001-03-11,8.484
2001-03-18,8.475
2001-03-25,8.507
2001-04-01,8.306000000000001
2001-04-08,8.437999999999999
2001-04-15,8.708
2001-04-22,8.404
2001-04-29,8.665
2001-05-06,8.275
2001-05-13,8.917
2001-05-20,8.27
2001-05-27,8.809
2001-06-03,8.427999999999999
2001-06-10,8.392999999999999
2001-06-17,8.921
2001-06-24,9.036
2001-07-01,8.622
2001-07-08,9.095
2001-07-15,9.176
2001-07-22,9.007
2001-07-29,8.959
2001-08-05,8.671
2001-08-12,9.035
2001-08-19,8.943
2001-08-26,8.612
2001-09-02,8.529
2001-09-09,8.969
2001-09-16,7.834
2001-09-23,8.514
2001-09-30,8.5
2001-10-07,8.766
2001-10-14,8.619
2001-10-21,8.702
2001-10-28,8.797
2001-11-04,8.771
2001-11-11,8.612
2001-11-18,8.868
2001-11-25,8.517000000000001
2001-12-02,8.327
2001-12-09,8.622
2001-12-16,8.888
2001-12-23,8.86
2001-12-30,8.288
2002-01-06,8.359
2002-01-13,8.049
2002-01-20,8.184
2002-01-27,8.222999999999999
2002-02-03,8.117
2002-02-10,8.427999999999999
2002-02-17,8.729
2002-02-24,8.782
2002-03-03,8.277000000000001
2002-03-10,8.713
2002-03-17,8.621
2002-03-24,8.386000000000001
2002-03-31,8.865
2002-04-07,8.84
2002-04-14,8.684
2002-04-21,8.699
2002-04-28,8.521
2002-05-05,8.548
2002-05-12,9.19
2002-05-19,8.685
2002-05-26,8.777999999999999
2002-06-02,9.004
2002-06-09,8.771
2002-06-16,8.752
2002-06-23,9.172
2002-06-30,9.004
2002-07-07,8.985
2002-07-14,9.056000000000001
2002-07-21,9.093
2002-07-28,9.297
2002-08-04,9.27
2002-08-11,8.939
2002-08-18,9.173
2002-08-25,9.135
2002-09-01,8.844
2002-09-08,8.899
2002-09-15,8.625
2002-09-22,8.582
2002-09-29,8.895
2002-10-06,9.09
2002-10-13,8.652999999999999
2002-10-20,9.022
2002-10-27,9.324
2002-11-03,8.759
2002-11-10,8.54
2002-11-17,8.667
2002-11-24,9.06
2002-12-01,8.616
2002-12-08,8.854
2002-12-15,9.062999999999999
2002-12-22,8.988999999999999
2002-12-29,8.411
2003-01-05,8.335
2003-01-12,8.645
2003-01-19,8.793
2003-01-26,8.551
2003-02-02,8.106
2003-02-09,8.454
2003-02-16,8.619
2003-02-23,8.421
2003-03-02,9.02
2003-03-09,8.596
2003-03-16,8.666
2003-03-23,8.283999999999999
2003-03-30,8.458
2003-04-06,8.64
2003-04-13,8.737
2003-04-20,8.357999999999999
2003-04-27,8.834
2003-05-04,8.894
2003-05-11,8.992
2003-05-18,9.299
2003-05-25,8.516
2003-06-01,8.529
2003-06-08,8.88
2003-06-15,8.833
2003-06-22,9.476
2003-06-29,9.05
2003-07-06,8.763
2003-07-13,9.177
2003-07-20,9.562999999999999
2003-07-27,9.302999999999999
2003-08-03,9.381
2003-08-10,9.325
2003-08-17,9.668
2003-08-24,9.337
2003-08-31,8.886000000000001
2003-09-07,8.974
2003-09-14,9.166
2003-09-21,8.69
2003-09-28,9.19
2003-10-05,9.156
2003-10-12,8.754
2003-10-19,9.413
2003-10-26,9.316
2003-11-02,8.995
2003-11-09,9.232000000000001
2003-11-16,8.725
2003-11-23,8.979
2003-11-30,8.776
2003-12-07,8.93
2003-12-14,9.166
2003-12-21,8.726
2003-12-28,8.686
2004-01-04,8.411
2004-01-11,8.426
2004-01-18,8.543
2004-01-25,8.514
2004-02-01,8.627
2004-02-08,8.727
2004-02-15,8.796
2004-02-22,8.97
2004-02-29,8.968
2004-03-07,9.044
2004-03-14,8.818
2004-03-21,8.731
2004-03-28,9.249
2004-04-04,9.338
2004-04-11,8.972999999999999
2004-04-18,9.255
2004-04-25,8.926
2004-05-02,9.373
2004-05-09,9.119
2004-05-16,9.154
2004-05-23,9.259
2004-05-30,9.045
2004-06-06,9.219
2004-06-13,9.193999999999999
2004-06-20,9.199
2004-06-27,9.398
2004-07-04,9.3
2004-07-11,8.84
2004-07-18,9.31
2004-07-25,9.263
2004-08-01,9.472000000000001
2004-08-08,9.521
2004-08-15,9.424
2004-08-22,9.267000000000001
2004-08-29,9.453
2004-09-05,9.234
2004-09-12,9.005
2004-09-19,8.922
2004-09-26,8.915
2004-10-03,8.917
2004-10-10,9.177
2004-10-17,8.883
2004-10-24,8.977
2004-10-31,9.217
2004-11-07,9.237
2004-11-14,8.988
2004-11-21,9.204
2004-11-28,9.107000000000001
2004-12-05,9.267999999999999
2004-12-12,9.068
2004-12-19,9.329
2004-12-26,9.287
2005-01-02,8.71
2005-01-09,8.695
2005-01-16,8.881
2005-01-23,8.847999999999999
2005-01-30,8.837
2005-02-06,8.825
2005-02-13,8.898
2005-02-20,8.884
2005-02-27,9.014
2005-03-06,9.131
2005-03-13,9.068999999999999
2005-03-20,9.075
2005-03-27,9.095
2005-04-03,9.089
2005-04-10,9.17
2005-04-17,9.306000000000001
2005-04-24,9.024
2005-05-01,9.175
2005-05-08,9.269
2005-05-15,9.443
2005-05-22,9.461
2005-05-29,9.451
2005-06-05,9.527999999999999
2005-06-12,9.312999999999999
2005-06-19,9.367
2005-06-26,9.721
2005-07-03,9.391
2005-07-10,9.415
2005-07-17,9.449
2005-07-24,9.586
2005-07-31,9.482999999999999
2005-08-07,9.408
2005-08-14,9.471
2005-08-21,9.406
2005-08-28,9.027000000000001
2005-09-04,8.636000000000001
2005-09-11,8.818999999999999
2005-09-18,8.836
2005-09-25,8.84
2005-10-02,8.783
2005-10-09,8.961
2005-10-16,8.981
2005-10-23,9.045
2005-10-30,9.246
2005-11-06,9.151
2005-11-13,9.124
2005-11-20,9.189
2005-11-27,9.221
2005-12-04,9.267999999999999
2005-12-11,9.326
2005-12-18,9.249
2005-12-25,9.357999999999999
2006-01-01,8.95
2006-01-08,8.859
2006-01-15,8.826
2006-01-22,8.879
2006-01-29,8.967
2006-02-05,9.083
2006-02-12,9.046
2006-02-19,8.951
2006-02-26,9.057
2006-03-05,9.106
2006-03-12,9.1
2006-03-19,9.054
2006-03-26,9.062999999999999
2006-04-02,9.297
2006-04-09,9.1
2006-04-16,9.012
2006-04-23,9.099
2006-04-30,9.346
2006-05-07,9.327
2006-05-14,9.193
2006-05-21,9.43
2006-05-28,9.367
2006-06-04,9.413
2006-06-11,9.429
2006-06-18,9.54
2006-06-25,9.645
2006-07-02,9.621
2006-07-09,9.568999999999999
2006-07-16,9.573
2006-07-23,9.639
2006-07-30,9.697000000000001
2006-08-06,9.53
2006-08-13,9.571
2006-08-20,9.61
2006-08-27,9.622
2006-09-03,9.368
2006-09-10,9.229
2006-09-17,9.287
2006-09-24,9.081
2006-10-01,9.242
2006-10-08,9.298
2006-10-15,9.511000000000001
2006-10-22,9.499
2006-10-29,9.256
2006-11-05,9.11
2006-11-12,9.149
2006-11-19,9.32
2006-11-26,9.477
2006-12-03,9.394
2006-12-10,9.491
2006-12-17,9.229
2006-12-24,9.247
2006-12-31,9.201
2007-01-07,9.06
2007-01-14,9.008
2007-01-21,9.09
2007-01-28,9.136000000000001
2007-02-04,9.061
2007-02-11,9.198
2007-02-18,9.121
2007-02-25,9.191
2007-03-04,9.158
2007-03-11,9.24
2007-03-18,9.25
2007-03-25,9.491
2007-04-01,9.472000000000001
2007-04-08,9.247
2007-04-15,9.163
2007-04-22,9.26
2007-04-29,9.344
2007-05-06,9.404
2007-05-13,9.433
2007-05-20,9.485
2007-05-27,9.495
2007-06-03,9.487
2007-06-10,9.591000000000001
2007-06-17,9.575
2007-06-24,9.557
2007-07-01,9.663
2007-07-08,9.71
2007-07-15,9.687999999999999
2007-07-22,9.662
2007-07-29,9.575
2007-08-05,9.572000000000001
2007-08-12,9.762
2007-08-19,9.626
2007-08-26,9.577
2007-09-02,9.392999999999999
2007-09-09,9.247
2007-09-16,9.235
2007-09-23,9.12
2007-09-30,9.2
2007-10-07,9.253
2007-10-14,9.373
2007-10-21,9.355
2007-10-28,9.367
2007-11-04,9.187000000000001
2007-11-11,9.222000000000001
2007-11-18,9.356
2007-11-25,9.266
2007-12-02,9.347999999999999
2007-12-09,9.287
2007-12-16,9.446
2007-12-23,9.286
2007-12-30,9.304
2008-01-06,9.116
2008-01-13,8.964
2008-01-20,8.94
2008-01-27,8.916
2008-02-03,9.02
2008-02-10,9.125
2008-02-17,9.045
2008-02-24,9.071
2008-03-02,9.131
2008-03-09,9.071
2008-03-16,9.116
2008-03-23,9.33
2008-03-30,9.286
2008-04-06,9.338
2008-04-13,9.215
2008-04-20,9.189
2008-04-27,9.311
2008-05-04,9.343
2008-05-11,9.359
2008-05-18,9.373
2008-05-25,9.129
2008-06-01,9.411
2008-06-08,9.251
2008-06-15,9.334
2008-06-22,9.357000000000001
2008-06-29,9.347000000000001
2008-07-06,9.344
2008-07-13,9.342
2008-07-20,9.468
2008-07-27,9.484
2008-08-03,9.446
2008-08-10,9.423
2008-08-17,9.411
2008-08-24,9.424
2008-08-31,9.09
2008-09-07,8.907
2008-09-14,8.741
2008-09-21,8.73
2008-09-28,8.691
2008-10-05,8.894
2008-10-12,9.065
2008-10-19,9.057
2008-10-26,9.095
2008-11-02,9.002
2008-11-09,8.962
2008-11-16,8.844
2008-11-23,8.933
2008-11-30,9.015
2008-12-07,9.175
2008-12-14,8.867
2008-12-21,9.106
2008-12-28,8.99
2009-01-04,8.758
2009-01-11,8.641
2009-01-18,8.65
2009-01-25,9.015
2009-02-01,9.006
2009-02-08,8.908
2009-02-15,9.01
2009-02-22,9.204
2009-03-01,8.972000000000001
2009-03-08,8.955
2009-03-15,9.1
2009-03-22,9.125
2009-03-29,9.024
2009-04-05,8.943999999999999
2009-04-12,9.136000000000001
2009-04-19,9.151
2009-04-26,8.923
2009-05-03,8.911
2009-05-10,9.232000000000001
2009-05-17,9.538
2009-05-24,9.02
2009-05-31,9.141
2009-06-07,9.354
2009-06-14,9.129
2009-06-21,9.052999999999999
2009-06-28,9.229
2009-07-05,9.163
2009-07-12,9.255
2009-07-19,9.171
2009-07-26,9.199
2009-08-02,8.951
2009-08-09,9.205
2009-08-16,9.105
2009-08-23,9.478
2009-08-30,9.283
2009-09-06,9.001
2009-09-13,8.79
2009-09-20,9.126
2009-09-27,9.269
2009-10-04,9.256
2009-10-11,8.95
2009-10-18,8.857999999999999
2009-10-25,9.015
2009-11-01,8.844
2009-11-08,9.015
2009-11-15,9.092
2009-11-22,8.943
2009-11-29,9.012
2009-12-06,8.963
2009-12-13,9.045
2009-12-20,9.074
2009-12-27,8.741
2010-01-03,8.74
2010-01-10,8.602
2010-01-17,8.619
2010-01-24,8.613
2010-01-31,8.766
2010-02-07,8.521
2010-02-14,9.064
2010-02-21,8.882
2010-02-28,8.992
2010-03-07,8.849
2010-03-14,9.087
2010-03-21,9.06
2010-03-28,9.076
2010-04-04,9.325
2010-04-11,9.152000000000001
2010-04-18,9.29
2010-04-25,9.282
2010-05-02,9.14
2010-05-09,9.092
2010-05-16,9.099
2010-05-23,9.174
2010-05-30,9.193999999999999
2010-06-06,9.338
2010-06-13,9.241
2010-06-20,9.462
2010-06-27,9.449
2010-07-04,9.08
2010-07-11,9.435
2010-07-18,9.632
2010-07-25,9.477
2010-08-01,9.236
2010-08-08,9.459
2010-08-15,9.375
2010-08-22,9.386000000000001
2010-08-29,9.263
2010-09-05,9.019
2010-09-12,8.847000000000001
2010-09-19,9.383
2010-09-26,8.988999999999999
2010-10-03,8.812000000000001
2010-10-10,8.891
2010-10-17,9.357999999999999
2010-10-24,9.015
2010-10-31,9.056000000000001
2010-11-07,8.952
2010-11-14,8.829
2010-11-21,8.867
2010-11-28,9.171
2010-12-05,9.349
2010-12-12,9.213
2010-12-19,9.399
2010-12-26,8.853
2011-01-02,8.818999999999999
2011-01-09,8.775
2011-01-16,8.632
2011-01-23,8.549
2011-01-30,8.524
2011-02-06,8.81
2011-02-13,9.101
2011-02-20,9.162
2011-02-27,9.192
2011-03-06,8.83
2011-03-13,9.074
2011-03-20,8.866
2011-03-27,8.853
2011-04-03,9.181000000000001
2011-04-10,9.062000000000001
2011-04-17,9.148
2011-04-24,8.943
2011-05-01,8.826
2011-05-08,9.048
2011-05-15,9.025
2011-05-22,9.431000000000001
2011-05-29,9.163
2011-06-05,9.37
2011-06-12,9.318999999999999
2011-06-19,9.261000000000001
2011-06-26,9.309
2011-07-03,9.016
2011-07-10,9.027999999999999
2011-07-17,8.999
2011-07-24,9.215
2011-07-31,9.244
2011-08-07,9.195
2011-08-14,9.009
2011-08-21,9.229
2011-08-28,8.956
2011-09-04,8.847999999999999
2011-09-11,8.857999999999999
2011-09-18,8.964
2011-09-25,8.959
2011-10-02,9.01
2011-10-09,8.597999999999999
2011-10-16,8.501
2011-10-23,8.517999999999999
2011-10-30,8.671
2011-11-06,8.625
2011-11-13,8.592
2011-11-20,8.769
2011-11-27,8.574
2011-12-04,8.666
2011-12-11,8.879
2011-12-18,8.923
2011-12-25,8.556000000000001
2012-01-01,8.179
2012-01-08,7.996
2012-01-15,8.097999999999999
2012-01-22,8.017999999999999
2012-01-29,8.039
2012-02-05,8.167
2012-02-12,8.628
2012-02-19,8.363
2012-02-26,8.262
2012-03-04,8.415
2012-03-11,8.379
2012-03-18,8.71
2012-03-25,8.783
2012-04-01,8.681000000000001
2012-04-08,8.775
2012-04-15,8.496
2012-04-22,8.692
2012-04-29,8.863999999999999
2012-05-06,8.971
2012-05-13,8.633
2012-05-20,8.931000000000001
2012-05-27,8.648
2012-06-03,9.13
2012-06-10,8.693
2012-06-17,8.846
2012-06-24,9.001
2012-07-01,8.917
2012-07-08,8.628
2012-07-15,8.66
2012-07-22,8.82
2012-07-29,8.839
2012-08-05,9.308
2012-08-12,9.081
2012-08-19,9.064
2012-08-26,9.177
2012-09-02,8.695
2012-09-09,8.632
2012-09-16,8.77
2012-09-23,8.633
2012-09-30,8.587
2012-10-07,8.729
2012-10-14,8.493
2012-10-21,8.844
2012-10-28,8.307
2012-11-04,8.908
2012-11-11,8.898
2012-11-18,8.427
2012-11-25,8.354
2012-12-02,8.488
2012-12-09,8.618
2012-12-16,8.607999999999999
2012-12-23,8.517999999999999
2012-12-30,8.01
2013-01-06,8.32
2013-01-13,8.431000000000001
2013-01-20,8.501
2013-01-27,8.415
2013-02-03,8.404
2013-02-10,8.437000000000001
2013-02-17,8.597000000000001
2013-02-24,8.363999999999999
2013-03-03,8.627
2013-03-10,8.324
2013-03-17,8.399
2013-03-24,8.523
2013-03-31,8.477
2013-04-07,8.383
2013-04-14,8.75
2013-04-21,8.415
2013-04-28,8.445
2013-05-05,8.341000000000001
2013-05-12,8.79
2013-05-19,8.956
2013-05-26,8.822000000000001
2013-06-02,8.648
2013-06-09,8.84
2013-06-16,8.894
2013-06-23,9.294
2013-06-30,9.299
2013-07-07,8.729
2013-07-14,8.982000000000001
2013-07-21,9.147
2013-07-28,9.246
2013-08-04,9.19
2013-08-11,9.2
2013-08-18,9.031
2013-08-25,9.094
2013-09-01,8.605
2013-09-08,9.027999999999999
2013-09-15,8.846
2013-09-22,8.527000000000001
2013-09-29,8.846
2013-10-06,9.077
2013-10-13,8.797
2013-10-20,9.054
