season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rentals
2,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529
2,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642
2,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121
2,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558
2,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669
2,0,2,1,2,0.505833,0.489258,0.665833,0.157971,409
2,0,3,1,1,0.595,0.564392,0.614167,0.241925,613
2,0,4,1,1,0.459167,0.453892,0.407083,0.325258,745
2,0,5,1,2,0.336667,0.321954,0.729583,0.219521,177
2,0,6,0,2,0.46,0.450121,0.887917,0.230725,1462
2,0,0,0,2,0.581667,0.551763,0.810833,0.192175,1710
2,0,1,1,1,0.606667,0.5745,0.776667,0.185333,773
2,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678
2,0,3,1,2,0.62,0.575142,0.835417,0.3122,547
2,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569
2,0,5,1,1,0.51,0.497463,0.457083,0.240063,878
2,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965
2,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138
2,0,1,1,2,0.549167,0.532833,0.73,0.183454,847
2,0,2,1,2,0.616667,0.582079,0.697083,0.342667,603
2,0,3,1,2,0.414167,0.40465,0.737083,0.328996,255
2,0,4,1,1,0.459167,0.441917,0.444167,0.295392,614
2,0,5,1,1,0.479167,0.474117,0.59,0.228246,894
2,0,6,0,1,0.52,0.512621,0.54125,0.16045,1612
2,0,0,0,1,0.528333,0.518933,0.631667,0.0746375,1401
2,0,1,1,1,0.5325,0.525246,0.58875,0.176,664
2,0,2,1,1,0.5325,0.522721,0.489167,0.115671,694
2,0,3,1,1,0.5425,0.5284,0.632917,0.120642,550
2,0,4,1,1,0.535,0.523363,0.7475,0.189667,695
2,0,5,1,2,0.5125,0.4943,0.863333,0.179725,692
2,0,6,0,2,0.520833,0.500629,0.9225,0.13495,902
2,0,0,0,2,0.5625,0.536,0.867083,0.152979,1582
2,0,1,1,1,0.5775,0.550512,0.787917,0.126871,773
2,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678
2,0,3,1,2,0.55,0.527158,0.87,0.201492,536
2,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735
2,0,5,1,1,0.536667,0.529042,0.719583,0.125013,909
2,0,6,0,1,0.6025,0.571975,0.626667,0.12065,2258
2,0,0,0,1,0.604167,0.5745,0.749583,0.148008,1576
2,0,1,1,2,0.631667,0.590296,0.81,0.233842,836
2,0,2,1,2,0.66,0.604813,0.740833,0.207092,659
2,0,3,1,1,0.660833,0.615542,0.69625,0.154233,740
2,0,4,1,1,0.708333,0.654688,0.6775,0.199642,758
2,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871
2,0,6,0,1,0.655833,0.612379,0.729583,0.230092,2001
2,0,0,0,1,0.6675,0.61555,0.81875,0.213938,2355
2,1,1,0,1,0.733333,0.671092,0.685,0.131225,1549
2,0,2,1,1,0.775,0.725383,0.636667,0.111329,673
2,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513
2,0,4,1,1,0.715,0.643942,0.305,0.292287,736
2,0,5,1,1,0.62,0.587133,0.354167,0.253121,898
2,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869
2,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685
2,0,1,1,1,0.678333,0.621858,0.6,0.121896,673
2,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763
2,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676
2,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563
2,0,5,1,1,0.755,0.703292,0.605,0.140554,815
2,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729
2,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467
2,0,1,1,1,0.635,0.601654,0.494583,0.30535,863
2,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727
2,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769
2,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545
2,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863
2,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807
2,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639
2,0,1,1,2,0.635,0.595346,0.74625,0.155475,699
3,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774
3,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661
3,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746
3,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969
3,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782
3,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920
3,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854
3,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732
3,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848
3,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027
3,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246
3,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204
3,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282
3,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,3065
3,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031
3,0,3,1,1,0.72,0.685633,0.743333,0.149883,784
3,0,4,1,1,0.75,0.686871,0.65125,0.1592,754
3,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692
3,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988
3,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743
3,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723
3,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662
3,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748
3,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888
3,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318
3,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418
3,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006
3,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841
3,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752
3,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644
3,0,4,1,2,0.815,0.826371,0.69125,0.222021,632
3,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562
3,0,6,0,1,0.849167,0.804287,0.5,0.131221,987
3,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050
3,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568
3,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750
3,0,3,1,1,0.775,0.690667,0.402917,0.183463,755
3,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606
3,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670
3,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559
3,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524
3,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729
3,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801
3,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467
3,0,4,1,2,0.71,0.664788,0.7575,0.19715,799
3,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023
3,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521
3,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298
3,0,1,1,1,0.765,0.703283,0.592083,0.192175,846
3,0,2,1,1,0.775,0.724121,0.570417,0.151121,907
3,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884
3,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812
3,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051
3,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504
3,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338
3,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775
3,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721
3,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668
3,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639
3,0,5,1,2,0.685,0.633221,0.722917,0.139308,797
3,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914
3,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249
3,0,1,1,1,0.691667,0.638254,0.47,0.27675,833
3,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281
3,0,3,1,1,0.673333,0.630692,0.605,0.253108,949
3,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435
3,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768
3,0,6,0,2,0.68,0.635556,0.85,0.375617,226
3,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415
3,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729
3,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775
3,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688
3,0,4,1,1,0.655,0.614921,0.639167,0.141796,783
3,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875
3,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935
3,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521
3,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236
3,0,2,1,3,0.54,0.5152,0.886957,0.343943,204
3,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118
3,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153
3,0,5,1,2,0.65,0.578946,0.897917,0.124379,417
3,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750
3,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633
3,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690
3,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701
3,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647
3,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428
3,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742
3,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434
3,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353
3,0,1,1,2,0.549167,0.529675,0.69,0.151742,691
3,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438
3,0,3,1,2,0.595,0.550533,0.9,0.0964042,539
3,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555
4,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258
4,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776
4,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544
4,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684
4,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477
4,0,3,1,2,0.635,0.575158,0.84875,0.148629,480
4,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653
4,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830
4,0,6,0,2,0.41,0.412863,0.75375,0.292296,480
4,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616
4,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330
4,0,2,1,1,0.484167,0.472858,0.71,0.205854,486
4,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559
4,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639
4,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949
4,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235
4,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397
4,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514
4,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667
4,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217
4,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290
4,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529
4,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899
4,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748
4,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713
4,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637
4,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254
4,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471
4,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676
4,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499
4,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619
4,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699
4,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695
4,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404
4,0,4,1,2,0.47,0.457046,0.812917,0.197763,240
4,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456
4,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57
4,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885
4,0,1,1,1,0.34,0.356063,0.703333,0.10635,362
4,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410
4,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370
4,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318
4,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470
4,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156
4,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952
4,0,1,1,1,0.395,0.400871,0.75875,0.057225,373
4,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376
4,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305
4,0,4,1,2,0.38,0.373721,0.813333,0.189067,190
4,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440
4,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275
4,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004
4,0,1,1,1,0.53,0.524612,0.587083,0.306596,595
4,0,2,1,2,0.53,0.507579,0.68875,0.199633,449
4,0,3,1,3,0.456667,0.451988,0.93,0.136829,145
4,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139
4,0,5,1,1,0.274167,0.272721,0.41,0.168533,245
4,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943
4,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787
4,0,1,1,3,0.4475,0.445062,0.91,0.138054,220
4,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69
4,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112
4,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560
4,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095
4,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249
4,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810
4,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253
4,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96
4,0,3,1,1,0.325,0.311221,0.613333,0.271158,188
4,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182
4,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268
4,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706
4,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634
4,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233
4,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126
4,0,3,1,3,0.41,0.400246,0.970417,0.266175,50
4,0,4,1,1,0.265833,0.256938,0.58,0.240058,150
4,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261
4,0,6,0,1,0.275,0.266412,0.5075,0.233221,502
4,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377
4,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143
4,0,2,1,1,0.2825,0.301138,0.59,0.14055,155
4,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178
4,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181
4,0,5,1,2,0.375,0.359825,0.500417,0.260575,178
4,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275
4,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220
4,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260
4,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216
1,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107
1,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227
1,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163
1,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155
1,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303
1,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430
1,0,2,1,2,0.325,0.327633,0.7625,0.18845,103
1,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255
1,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254
1,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491
1,0,6,0,1,0.41,0.414121,0.615833,0.220154,665
1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686
1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244
1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89
1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95
1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140
1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307
1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070
1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599
1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106
1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173
1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92
1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269
1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174
1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333
1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284
1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217
1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127
1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109
1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130
1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115
1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67
1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196
1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145
1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439
1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467
1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244
1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269
1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775
1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558
1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126
1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324
1,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304
1,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190
1,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310
1,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384
1,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318
1,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206
1,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199
1,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109
1,0,4,1,1,0.265,0.261988,0.562083,0.194037,163
1,0,5,1,2,0.280833,0.293558,0.54,0.116929,227
1,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192
1,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73
1,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94
1,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135
1,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141
1,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74
1,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349
1,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435
1,0,0,0,2,0.28,0.265788,0.515833,0.253112,618
1,1,1,0,1,0.28,0.273391,0.507826,0.229083,502
1,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163
1,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394
1,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516
1,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246
1,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317
1,0,0,0,1,0.279167,0.268308,0.41,0.205229,515
1,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253
1,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229
1,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65
1,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325
1,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246
1,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956
1,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710
1,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203
1,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221
1,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432
1,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486
1,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447
1,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968
