borough_x,block,lot,sale_price,zip_code,borough_y,yearbuilt,lotarea,bldgarea,resarea,comarea,unitsres,unitstotal,numfloors,latitude,longitude,landuse,bldgclass,building_age
1,398,58,431000,10009.0,MN,1950.0,6784.0,11611.0,11611.0,0.0,24.0,24.0,4.0,40.7229361,-73.9850136,2.0,C6,75.0
1,400,44,950000,10009.0,MN,1929.0,1891.0,5982.0,5182.0,800.0,6.0,7.0,5.0,40.7237126,-73.9829787,2.0,C6,96.0
1,400,45,595000,10009.0,MN,1937.0,2900.0,12948.0,12948.0,0.0,21.0,21.0,6.0,40.7237482,-73.9830581,2.0,C6,88.0
1,402,49,1200000,10009.0,MN,1900.0,2271.0,8682.0,8682.0,0.0,6.0,6.0,5.0,40.7249805,-73.9822424,2.0,C6,125.0
1,404,11,700000,10009.0,SI,1925.0,3570.0,2184.0,2184.0,0.0,2.0,2.0,2.5,40.6189052,-74.1347499,1.0,B2,100.0
1,404,11,725000,10009.0,SI,1925.0,3570.0,2184.0,2184.0,0.0,2.0,2.0,2.5,40.6189052,-74.1347499,1.0,B2,100.0
1,404,13,315000,10009.0,MN,1900.0,2370.0,10674.0,10674.0,0.0,13.0,13.0,6.0,40.7278651,-73.9809824,2.0,C6,125.0
1,406,61,505000,10009.0,MN,1900.0,2581.0,8750.0,8750.0,0.0,13.0,13.0,5.0,40.7290809,-73.9807187,2.0,C6,125.0
1,386,36,895000,10009.0,MN,1940.0,3756.0,16550.0,16550.0,0.0,20.0,20.0,5.0,40.7222794,-73.9805259,3.0,D0,85.0
1,376,62,3550000,10009.0,MN,1910.0,2002.0,6970.0,1690.0,5280.0,0.0,5.0,4.0,40.7234978,-73.9787325,5.0,O5,115.0
1,399,40,5000000,10009.0,MN,1951.0,2308.0,4224.0,0.0,4224.0,0.0,1.0,2.0,40.7230456,-73.9832855,5.0,J7,74.0
1,386,14,2950000,10009.0,QN,1915.0,1665.0,1202.0,1202.0,0.0,2.0,2.0,2.0,40.7551064,-73.9349507,1.0,B9,110.0
1,743,63,8000000,10011.0,MN,1857.0,1510.0,3072.0,2304.0,0.0,1.0,1.0,3.0,40.7438329,-74.0013786,1.0,A9,168.0
1,770,44,7650000,10011.0,MN,1910.0,1478.0,3365.0,2475.0,0.0,1.0,1.0,3.0,40.7428392,-73.9971094,1.0,A4,115.0
1,717,14,4999999,10011.0,MN,1901.0,2000.0,4875.0,4875.0,0.0,2.0,2.0,3.0,40.7449142,-74.0046988,1.0,B9,124.0
1,742,19,5000000,10011.0,QN,1940.0,2500.0,2541.0,1848.0,0.0,2.0,2.0,2.0,40.7615453,-73.9066293,1.0,B3,85.0
1,743,17,7800000,10011.0,QN,1955.0,2599.0,2024.0,2024.0,0.0,2.0,2.0,2.0,40.7611934,-73.9059512,1.0,B1,70.0
1,719,45,4810000,10011.0,BK,1931.0,2000.0,4480.0,3360.0,1120.0,3.0,4.0,4.0,40.6499946,-74.0056399,4.0,S3,94.0
1,719,49,9250000,10011.0,BK,1913.0,2000.0,5642.0,4000.0,1642.0,3.0,5.0,4.0,40.6498217,-74.0058164,4.0,S9,112.0
1,719,73,5553614,10011.0,MN,1839.0,2462.0,5000.0,5000.0,0.0,15.0,15.0,4.0,40.7464184,-74.0038002,2.0,C5,186.0
1,720,32,3019169,10011.0,MN,1855.0,2469.0,5000.0,5000.0,0.0,7.0,7.0,3.0,40.7464376,-74.0026598,2.0,C1,170.0
1,720,80,6490270,10011.0,MN,1857.0,2173.0,6135.0,6135.0,0.0,10.0,10.0,4.0,40.7473131,-74.0040024,2.0,C1,168.0
1,743,18,3095533,10011.0,SI,1960.0,4000.0,1904.0,1088.0,0.0,1.0,1.0,1.0,40.6091787,-74.1384795,1.0,A2,65.0
1,743,19,4569739,10011.0,MN,1900.0,1397.0,4560.0,4560.0,0.0,6.0,6.0,3.5,40.7436325,-74.0017034,2.0,C2,125.0
1,744,66,4980853,10011.0,MN,1920.0,1554.0,4218.0,4218.0,0.0,10.0,10.0,3.5,40.7447661,-74.0017034,2.0,C1,105.0
1,744,70,5000000,10011.0,QN,1945.0,2000.0,1681.0,922.0,0.0,2.0,2.0,1.0,40.7631834,-73.9059844,1.0,B1,80.0
1,745,44,4998287,10011.0,QN,1953.0,2250.0,2250.0,0.0,2250.0,0.0,1.0,1.0,40.7641535,-73.9041565,7.0,G2,72.0
1,746,57,6405474,10011.0,BK,1910.0,2003.0,2280.0,1510.0,0.0,2.0,2.0,2.0,40.6495468,-74.0111752,1.0,B9,115.0
1,753,29,6945147,10001.0,MN,1900.0,2172.0,5036.0,5036.0,0.0,10.0,10.0,4.0,40.7495913,-73.9964414,2.0,C5,125.0
1,753,31,5236803,10001.0,MN,1900.0,2173.0,4450.0,4450.0,0.0,8.0,8.0,4.0,40.7495336,-73.9963042,2.0,C5,125.0
1,753,32,8215703,10001.0,MN,1900.0,2189.0,7260.0,7260.0,0.0,18.0,18.0,5.0,40.7495007,-73.9962357,2.0,C1,125.0
1,765,26,5400000,10011.0,BK,1901.0,2003.0,2080.0,1360.0,0.0,2.0,2.0,2.0,40.6471453,-74.0096216,1.0,B9,124.0
1,770,35,4500000,10011.0,MN,1901.0,2075.0,7730.0,6730.0,1000.0,10.0,12.0,5.0,40.7425977,-73.9973764,4.0,C7,124.0
1,770,37,4500000,10011.0,MN,1890.0,2106.0,6414.0,3502.0,2912.0,17.0,19.0,4.0,40.7425071,-73.997196,4.0,C7,135.0
1,770,65,2600000,10011.0,MN,1910.0,2582.0,5250.0,5250.0,0.0,28.0,28.0,5.0,40.74338,-73.9985637,2.0,C5,115.0
1,722,30,242500,10011.0,QN,1920.0,2500.0,1288.0,1288.0,0.0,1.0,1.0,2.0,40.7560207,-73.9144371,1.0,A1,105.0
1,719,25,1325000,10011.0,BK,1910.0,1703.0,2040.0,2040.0,0.0,2.0,2.0,3.0,40.6506588,-74.0063859,1.0,B1,115.0
1,719,33,1425000,10011.0,MN,1853.0,1980.0,6160.0,6160.0,0.0,5.0,5.0,5.0,40.7456718,-74.0028077,2.0,C6,172.0
1,719,37,860000,10011.0,BK,1907.0,4007.0,14240.0,14240.0,0.0,16.0,16.0,4.0,40.6502471,-74.0057048,2.0,C6,118.0
1,720,10,2986000,10011.0,SI,1901.0,4879.0,1100.0,1100.0,0.0,1.0,1.0,2.5,40.6101215,-74.1277847,1.0,A1,124.0
1,720,12,2940000,10011.0,MN,1900.0,3292.0,9000.0,9000.0,0.0,6.0,6.0,5.0,40.7468959,-74.0037497,2.0,C6,125.0
1,720,21,950000,10011.0,MN,1854.0,1234.0,3860.0,3860.0,0.0,8.0,8.0,5.0,40.7467121,-74.0033094,2.0,C6,171.0
1,720,22,200000,10011.0,SI,1920.0,4840.0,866.0,866.0,0.0,1.0,1.0,1.5,40.6094656,-74.1276934,1.0,A1,105.0
1,720,23,6300000,10011.0,QN,1930.0,2430.0,2310.0,1800.0,0.0,2.0,2.0,2.0,40.7629359,-73.9088582,1.0,B1,95.0
1,720,24,5860000,10011.0,SI,1920.0,4880.0,866.0,866.0,0.0,1.0,1.0,1.5,40.6093559,-74.1276788,1.0,A2,105.0
1,720,34,1850000,10011.0,QN,1928.0,3000.0,5250.0,5250.0,0.0,6.0,6.0,3.0,40.7624308,-73.9087903,2.0,C2,97.0
1,720,34,1655000,10011.0,QN,1928.0,3000.0,5250.0,5250.0,0.0,6.0,6.0,3.0,40.7624308,-73.9087903,2.0,C2,97.0
1,720,34,2330000,10011.0,QN,1928.0,3000.0,5250.0,5250.0,0.0,6.0,6.0,3.0,40.7624308,-73.9087903,2.0,C2,97.0
1,720,38,2295000,10011.0,MN,1856.0,1648.0,4284.0,4284.0,0.0,4.0,4.0,4.75,40.7462976,-74.0023278,2.0,C6,169.0
1,720,65,2379500,10011.0,MN,1854.0,2452.0,7244.0,7244.0,0.0,5.0,5.0,5.0,40.7468383,-74.00288,2.0,C6,171.0
1,720,72,2900000,10011.0,MN,1856.0,2370.0,7244.0,7244.0,0.0,5.0,5.0,6.0,40.7470744,-74.0034394,2.0,C6,169.0
1,720,74,1135000,10011.0,MN,1857.0,2172.0,6349.0,6349.0,0.0,10.0,10.0,5.0,40.7471375,-74.0035873,2.0,C6,168.0
1,720,74,1135000,10011.0,MN,1857.0,2172.0,6349.0,6349.0,0.0,10.0,10.0,5.0,40.7471375,-74.0035873,2.0,C6,168.0
1,720,74,275000,10011.0,MN,1857.0,2172.0,6349.0,6349.0,0.0,10.0,10.0,5.0,40.7471375,-74.0035873,2.0,C6,168.0
1,720,74,550000,10011.0,MN,1857.0,2172.0,6349.0,6349.0,0.0,10.0,10.0,5.0,40.7471375,-74.0035873,2.0,C6,168.0
1,720,76,650000,10011.0,MN,1857.0,2173.0,6135.0,6135.0,0.0,10.0,10.0,5.0,40.7471951,-74.0037245,2.0,C6,168.0
1,740,43,640000,10011.0,QN,1928.0,3000.0,5250.0,5250.0,0.0,6.0,6.0,3.0,40.7600038,-73.9078732,2.0,C2,97.0
1,740,43,570000,10011.0,QN,1928.0,3000.0,5250.0,5250.0,0.0,6.0,6.0,3.0,40.7600038,-73.9078732,2.0,C2,97.0
1,740,47,406000,10011.0,MN,1900.0,3244.0,12475.0,11675.0,800.0,17.0,18.0,5.0,40.7419609,-74.0025189,2.0,C6,125.0
1,740,47,1750000,10011.0,MN,1900.0,3244.0,12475.0,11675.0,800.0,17.0,18.0,5.0,40.7419609,-74.0025189,2.0,C6,125.0
1,740,48,754000,10011.0,MN,1900.0,2300.0,8525.0,8525.0,0.0,15.0,15.0,5.0,40.7420378,-74.0025658,2.0,C6,125.0
1,740,50,875000,10011.0,BK,1910.0,2003.0,3599.0,3599.0,0.0,4.0,4.0,2.0,40.6457074,-74.0033044,2.0,C3,115.0
1,741,41,180762,10011.0,BK,1935.0,1803.0,1548.0,1548.0,0.0,2.0,2.0,2.0,40.6444201,-74.0005838,1.0,B9,90.0
1,742,47,877500,10011.0,MN,1920.0,1748.0,6595.0,6595.0,0.0,8.0,8.0,5.0,40.7429737,-74.0011656,2.0,C6,105.0
1,742,56,2650000,10011.0,MN,1910.0,2155.0,7589.0,7589.0,0.0,5.0,5.0,4.0,40.74324,-74.0017972,2.0,C6,115.0
1,742,60,870000,10011.0,BK,1925.0,2404.0,2680.0,2680.0,0.0,2.0,2.0,2.0,40.6433634,-73.9994235,1.0,B9,100.0
1,743,80,699000,10011.0,MN,1920.0,5757.0,21304.0,20522.0,782.0,35.0,36.0,4.0,40.7443379,-74.0024648,2.0,C6,105.0
1,743,80,720000,10011.0,MN,1920.0,5757.0,21304.0,20522.0,782.0,35.0,36.0,4.0,40.7443379,-74.0024648,2.0,C6,105.0
1,743,80,713000,10011.0,MN,1920.0,5757.0,21304.0,20522.0,782.0,35.0,36.0,4.0,40.7443379,-74.0024648,2.0,C6,105.0
1,744,3,750000,10011.0,QN,1939.0,1620.0,1566.0,1248.0,0.0,1.0,1.0,2.0,40.7624181,-73.9065884,1.0,A5,86.0
1,744,32,495000,10011.0,QN,1955.0,1800.0,1320.0,1320.0,0.0,1.0,1.0,2.0,40.7640176,-73.9057703,1.0,A5,70.0
1,744,32,525000,10011.0,QN,1955.0,1800.0,1320.0,1320.0,0.0,1.0,1.0,2.0,40.7640176,-73.9057703,1.0,A5,70.0
1,744,63,805000,10011.0,QN,1960.0,1942.0,1540.0,1120.0,0.0,1.0,1.0,2.0,40.7635592,-73.9056843,1.0,A5,65.0
1,744,63,815000,10011.0,QN,1960.0,1942.0,1540.0,1120.0,0.0,1.0,1.0,2.0,40.7635592,-73.9056843,1.0,A5,65.0
1,744,63,1790000,10011.0,QN,1960.0,1942.0,1540.0,1120.0,0.0,1.0,1.0,2.0,40.7635592,-73.9056843,1.0,A5,65.0
1,744,63,855000,10011.0,QN,1960.0,1942.0,1540.0,1120.0,0.0,1.0,1.0,2.0,40.7635592,-73.9056843,1.0,A5,65.0
1,745,1,350000,10011.0,QN,1940.0,4500.0,2375.0,0.0,2375.0,0.0,1.0,1.0,40.7620827,-73.9058813,10.0,G1,85.0
1,745,12,550000,10011.0,QN,1955.0,2000.0,1520.0,1520.0,0.0,2.0,2.0,2.0,40.7626288,-73.9057614,1.0,B1,70.0
1,745,12,625000,10011.0,QN,1955.0,2000.0,1520.0,1520.0,0.0,2.0,2.0,2.0,40.7626288,-73.9057614,1.0,B1,70.0
1,745,16,650000,10011.0,QN,1955.0,2000.0,1520.0,1520.0,0.0,2.0,2.0,2.0,40.7628153,-73.9056095,1.0,B1,70.0
1,745,17,625000,10011.0,QN,1955.0,2100.0,798.0,798.0,0.0,1.0,1.0,1.0,40.7628619,-73.9055698,1.0,A2,70.0
1,745,17,400000,10011.0,QN,1955.0,2100.0,798.0,798.0,0.0,1.0,1.0,1.0,40.7628619,-73.9055698,1.0,A2,70.0
1,745,47,1925000,10011.0,QN,1954.0,3294.0,3250.0,0.0,3250.0,0.0,1.0,1.0,40.7639121,-73.9042976,6.0,E1,71.0
1,745,50,999000,10011.0,BK,1905.0,2000.0,4400.0,3300.0,1100.0,3.0,4.0,4.0,40.6502823,-74.0125123,4.0,S3,120.0
1,746,12,2360000,10011.0,MN,1910.0,4444.0,13830.0,13830.0,0.0,11.0,11.0,4.0,40.7456224,-74.0007507,2.0,C6,115.0
1,746,71,350000,10011.0,QN,1943.0,1795.0,2714.0,0.0,2714.0,0.0,1.0,1.0,40.766302,-73.9033194,5.0,O1,82.0
1,753,6,810500,10001.0,MN,1921.0,4345.0,13004.0,13004.0,0.0,13.0,13.0,7.0,40.7502473,-73.9980077,2.0,C6,104.0
1,753,8,1080000,10001.0,SI,1960.0,6200.0,2272.0,2272.0,0.0,1.0,1.0,2.0,40.603412,-74.1213184,1.0,A1,65.0
1,753,13,1034000,10001.0,MN,1847.0,2173.0,6050.0,6050.0,0.0,6.0,6.0,4.0,40.7500579,-73.9975566,2.0,C6,178.0
1,765,52,685000,10011.0,BK,1928.0,2003.0,5440.0,5440.0,0.0,4.0,4.0,4.0,40.6468543,-74.0097405,2.0,C3,97.0
1,765,59,791134,10011.0,MN,1901.0,2581.0,9985.0,9985.0,0.0,17.0,17.0,5.0,40.7402866,-74.0002779,2.0,C6,124.0
1,765,59,791134,10011.0,MN,1901.0,2581.0,9985.0,9985.0,0.0,17.0,17.0,5.0,40.7402866,-74.0002779,2.0,C6,124.0
1,765,59,791134,10011.0,MN,1901.0,2581.0,9985.0,9985.0,0.0,17.0,17.0,5.0,40.7402866,-74.0002779,2.0,C6,124.0
1,766,23,540000,10011.0,MN,1910.0,8200.0,31715.0,31715.0,0.0,51.0,51.0,5.0,40.740605,-73.9998665,2.0,C6,115.0
1,770,67,712500,10011.0,MN,1910.0,2100.0,7310.0,7310.0,0.0,10.0,10.0,5.0,40.7434651,-73.99869,2.0,C6,115.0
1,770,70,715000,10011.0,MN,1900.0,7360.0,22000.0,22000.0,0.0,35.0,35.0,5.0,40.7435721,-73.998921,2.0,C6,125.0
1,771,35,1025000,10011.0,MN,1905.0,2469.0,5054.0,5054.0,0.0,6.0,6.0,4.0,40.7432153,-73.9969614,2.0,C6,120.0
1,771,73,365000,10011.0,MN,1920.0,2469.0,9700.0,9700.0,0.0,20.0,20.0,5.0,40.7442254,-73.9985998,2.0,C6,105.0
1,772,12,530000,10011.0,BK,1970.0,2771.0,2720.0,0.0,2720.0,0.0,1.0,1.0,40.6497769,-74.0155069,6.0,F4,55.0
1,772,12,730000,10011.0,BK,1970.0,2771.0,2720.0,0.0,2720.0,0.0,1.0,1.0,40.6497769,-74.0155069,6.0,F4,55.0
1,772,12,790000,10011.0,BK,1970.0,2771.0,2720.0,0.0,2720.0,0.0,1.0,1.0,40.6497769,-74.0155069,6.0,F4,55.0
1,791,25,750000,10011.0,QN,1993.0,8000.0,10560.0,0.0,10560.0,0.0,1.0,1.5,40.7784741,-73.8960876,6.0,E1,32.0
1,791,32,590000,10011.0,QN,2009.0,10001.0,16234.0,0.0,6234.0,0.0,3.0,2.0,40.7788278,-73.8956537,6.0,E2,16.0
1,791,32,382000,10011.0,QN,2009.0,10001.0,16234.0,0.0,6234.0,0.0,3.0,2.0,40.7788278,-73.8956537,6.0,E2,16.0
1,694,42,1550000,10011.0,MN,2003.0,12125.0,95656.0,91431.0,4225.0,107.0,110.0,15.0,40.7478099,-74.0051862,3.0,D4,22.0
1,694,42,1700000,10011.0,MN,2003.0,12125.0,95656.0,91431.0,4225.0,107.0,110.0,15.0,40.7478099,-74.0051862,3.0,D4,22.0
1,694,42,720000,10011.0,MN,2003.0,12125.0,95656.0,91431.0,4225.0,107.0,110.0,15.0,40.7478099,-74.0051862,3.0,D4,22.0
1,694,42,785000,10011.0,MN,2003.0,12125.0,95656.0,91431.0,4225.0,107.0,110.0,15.0,40.7478099,-74.0051862,3.0,D4,22.0
1,694,42,695000,10011.0,MN,2003.0,12125.0,95656.0,91431.0,4225.0,107.0,110.0,15.0,40.7478099,-74.0051862,3.0,D4,22.0
1,717,9,780000,10011.0,QN,1948.0,12500.0,27600.0,18600.0,9000.0,23.0,24.0,4.0,40.7668052,-73.907871,4.0,C7,77.0
1,717,73,479534,10011.0,MN,1845.0,2300.0,6680.0,6680.0,0.0,19.0,19.0,5.0,40.7454192,-74.0051535,3.0,D4,180.0
1,720,49,865000,10011.0,MN,1920.0,9381.0,36575.0,31871.0,4704.0,44.0,46.0,6.0,40.7464596,-74.0019813,3.0,D4,105.0
1,720,49,449000,10011.0,MN,1920.0,9381.0,36575.0,31871.0,4704.0,44.0,46.0,6.0,40.7464596,-74.0019813,3.0,D4,105.0
1,720,49,427000,10011.0,MN,1920.0,9381.0,36575.0,31871.0,4704.0,44.0,46.0,6.0,40.7464596,-74.0019813,3.0,D4,105.0
1,720,60,1360000,10011.0,MN,1856.0,2485.0,9463.0,9463.0,0.0,10.0,10.0,5.0,40.7467066,-74.002566,3.0,D4,169.0
1,722,18,715000,10011.0,QN,1930.0,1750.0,2516.0,1887.0,0.0,3.0,3.0,4.0,40.755324,-73.9150047,2.0,C0,95.0
1,722,20,649000,10011.0,QN,1930.0,2200.0,2664.0,1998.0,0.0,3.0,3.0,3.0,40.7554227,-73.9149252,2.0,C0,95.0
1,742,22,765000,10011.0,BK,1931.0,2504.0,3750.0,3750.0,0.0,4.0,4.0,2.0,40.6436516,-73.9993154,2.0,C3,94.0
1,744,1,870604,10011.0,SI,1970.0,6300.0,2120.0,2120.0,0.0,1.0,1.0,2.0,40.6096299,-74.1398922,1.0,A2,55.0
1,744,1,760000,10011.0,SI,1970.0,6300.0,2120.0,2120.0,0.0,1.0,1.0,2.0,40.6096299,-74.1398922,1.0,A2,55.0
1,744,1,725000,10011.0,SI,1970.0,6300.0,2120.0,2120.0,0.0,1.0,1.0,2.0,40.6096299,-74.1398922,1.0,A2,55.0
1,744,1,950000,10011.0,SI,1970.0,6300.0,2120.0,2120.0,0.0,1.0,1.0,2.0,40.6096299,-74.1398922,1.0,A2,55.0
1,746,18,1530000,10011.0,QN,1915.0,2500.0,2835.0,1890.0,0.0,2.0,2.0,2.0,40.7657072,-73.904378,1.0,B1,110.0
1,747,1,174681,10011.0,SI,2019.0,5929.0,1799.0,0.0,1799.0,0.0,1.0,2.0,40.6107297,-74.1427723,5.0,O7,6.0
1,747,1,117111,10011.0,SI,2019.0,5929.0,1799.0,0.0,1799.0,0.0,1.0,2.0,40.6107297,-74.1427723,5.0,O7,6.0
1,747,1,156441,10011.0,SI,2019.0,5929.0,1799.0,0.0,1799.0,0.0,1.0,2.0,40.6107297,-74.1427723,5.0,O7,6.0
1,747,1,156148,10011.0,SI,2019.0,5929.0,1799.0,0.0,1799.0,0.0,1.0,2.0,40.6107297,-74.1427723,5.0,O7,6.0
1,747,1,157025,10011.0,SI,2019.0,5929.0,1799.0,0.0,1799.0,0.0,1.0,2.0,40.6107297,-74.1427723,5.0,O7,6.0
1,747,28,1215000,10011.0,SI,1960.0,4200.0,1488.0,1488.0,0.0,2.0,2.0,1.0,40.6099449,-74.1425941,1.0,B2,65.0
1,748,1,154988,10011.0,QN,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
1,748,1,194820,10011.0,QN,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
1,748,1,98140,10011.0,QN,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
1,748,1,197376,10011.0,QN,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
1,748,1,117769,10011.0,QN,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
1,748,1,117111,10011.0,QN,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
1,748,1,118207,10011.0,QN,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
1,748,1,193735,10011.0,QN,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
1,748,1,197011,10011.0,QN,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
1,748,1,135863,10011.0,QN,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
1,748,1,195186,10011.0,QN,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
