MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
1.775,40,2.6875,1.06534090909091,700,1.98863636363636,37.82,-122.27,1.125
0.9218,21,2.04566210045662,1.03424657534247,735,1.67808219178082,37.82,-122.27,1.719
1.5045,43,4.58968058968059,1.12039312039312,1061,2.60687960687961,37.82,-122.27,0.938
1.1108,41,4.47361111111111,1.18472222222222,1959,2.72083333333333,37.82,-122.27,0.975
1.2475,52,4.075,1.14,1162,2.905,37.82,-122.27,1.042
1.6098,52,5.02145922746781,1.00858369098712,701,3.00858369098713,37.82,-122.28,0.875
1.4113,52,4.29545454545455,1.10454545454545,576,2.61818181818182,37.82,-122.28,0.831
1.5057,52,4.77992277992278,1.11196911196911,622,2.4015444015444,37.82,-122.28,0.875
0.8172,52,6.10245901639344,1.37295081967213,728,2.98360655737705,37.82,-122.28,0.853
1.2171,52,4.5625,1.12171052631579,1074,3.53289473684211,37.82,-122.28,0.803
2.5625,2,2.7719298245614,0.754385964912281,94,1.64912280701754,37.82,-122.29,0.6
3.3929,52,5.99465240641711,1.12834224598931,554,2.96256684491979,37.83,-122.29,0.757
6.1183,49,5.86956521739131,1.26086956521739,86,3.73913043478261,37.82,-122.29,0.75
0.9011,50,6.22950819672131,1.55737704918033,377,3.09016393442623,37.81,-122.29,0.861
1.191,52,7.69811320754717,1.49056603773585,521,3.27672955974843,37.81,-122.3,0.761
2.5938,48,6.22556390977444,1.36842105263158,392,2.94736842105263,37.81,-122.3,0.735
1.1667,52,5.40106951871658,1.11764705882353,604,3.22994652406417,37.81,-122.3,0.784
0.8056,48,4.38253012048193,1.06626506024096,788,2.37349397590362,37.81,-122.3,0.844
2.6094,52,6.98639455782313,1.65986394557823,492,3.3469387755102,37.8,-122.29,0.813
1.8516,52,6.97560975609756,1.32926829268293,274,3.34146341463415,37.81,-122.3,0.85
0.9802,46,4.58428805237316,1.05400981996727,1823,2.98363338788871,37.81,-122.29,1.292
1.7719,26,6.04724409448819,1.19685039370079,392,3.08661417322835,37.81,-122.29,0.825
0.7286,46,3.37545126353791,1.07220216606498,582,2.10108303249098,37.81,-122.29,0.952
1.75,49,5.55263157894737,1.3421052631579,560,3.68421052631579,37.81,-122.29,0.75
0.4999,46,1.71428571428571,0.571428571428571,18,2.57142857142857,37.81,-122.29,0.675
2.483,20,6.27819548872181,1.21052631578947,290,2.18045112781955,37.81,-122.29,1.375
0.9241,17,2.81776765375854,1.05239179954442,762,1.73576309794989,37.81,-122.28,1.775
2.4464,36,5.72495088408644,1.1041257367387,1236,2.42829076620825,37.81,-122.28,1.021
1.1111,19,5.83091787439614,1.17391304347826,721,3.48309178743961,37.81,-122.28,1.083
0.8026,23,5.36923076923077,1.15076923076923,1054,3.24307692307692,37.81,-122.29,1.125
2.0114,38,4.41290322580645,1.13548387096774,344,2.21935483870968,37.8,-122.28,1.313
1.5,17,3.19723183391004,1,609,2.10726643598616,37.81,-122.28,1.625
1.1667,52,3.75,1,183,3.26785714285714,37.81,-122.27,1.125
1.5208,52,3.90804597701149,1.11494252873563,200,2.29885057471264,37.81,-122.28,1.125
0.8075,52,2.49032258064516,1.05806451612903,346,2.23225806451613,37.81,-122.28,1.375
1.8088,35,5.6094674556213,1.0887573964497,467,2.76331360946746,37.81,-122.28,1.188
2.4083,52,6.72173913043478,1.24347826086957,377,3.27826086956522,37.81,-122.28,0.982
0.977,40,2.31578947368421,1.18684210526316,582,1.53157894736842,37.81,-122.27,1.188
0.76,10,2.65151515151515,1.05454545454545,546,1.65454545454546,37.81,-122.27,1.625
0.9722,10,2.69230769230769,1.07692307692308,125,3.20512820512821,37.8,-122.27,1.375
1.2434,52,2.92941176470588,0.917647058823529,396,4.65882352941177,37.8,-122.27,5.00001
2.0938,16,2.74585635359116,1.0828729281768,800,2.20994475138122,37.8,-122.27,1.625
0.8668,52,2.44318181818182,0.988636363636364,904,10.2727272727273,37.8,-122.28,1.375
0.75,52,2.82352941176471,0.911764705882353,191,5.61764705882353,37.8,-122.28,1.625
2.6354,27,3.49337748344371,1.14900662251656,718,2.37748344370861,37.79,-122.27,1.875
1.8477,39,3.67237687366167,1.33404710920771,1327,2.84154175588865,37.8,-122.27,1.792
2.0096,36,2.29401635815756,1.06629358588033,3469,1.49332759362893,37.8,-122.26,1.3
2.8345,31,3.89491525423729,1.12796610169492,2048,1.73559322033898,37.82,-122.26,1.838
2.0062,29,3.68131868131868,1.17582417582418,202,2.21978021978022,37.81,-122.26,1.25
1.2185,22,2.9456,1.016,2024,1.6192,37.82,-122.26,1.7
2.6104,37,3.70714285714286,1.10714285714286,1838,1.87551020408163,37.82,-122.26,1.931
2.4912,29,3.7248,1.1312,2304,1.8432,37.81,-122.25,2.578
3.2177,28,3.87842351369406,1.07080828323313,2563,1.71209084836339,37.81,-122.25,2.734
3.125,39,3.74561403508772,1.06140350877193,389,1.70614035087719,37.81,-122.25,2.375
2.5795,52,3.51549755301795,1.14355628058728,895,1.46003262642741,37.81,-122.25,3.5
2.8406,34,3.28172163219676,1.06987143655674,2689,1.5030743432085,37.81,-122.26,3.357
4.9306,52,6.1844262295082,0.922131147540984,674,2.76229508196721,37.82,-122.24,3.134
3.2727,52,4.44298245614035,1.05701754385965,709,1.55482456140351,37.81,-122.24,2.685
3.1691,52,4.16587677725119,1.09004739336493,686,1.62559241706161,37.81,-122.25,2.594
3.9,52,4.84818941504178,1.04596100278552,1444,2.01114206128134,37.82,-122.24,2.757
3.9063,28,4.16084788029925,1.06608478802993,1520,1.89526184538653,37.82,-122.25,2.25
5.0917,52,5.62845849802372,1.14229249011858,550,2.17391304347826,37.82,-122.25,2.625
2.6429,32,3.72700587084149,1.07436399217221,1806,1.76712328767123,37.82,-122.25,2.185
3.0233,26,3.25308134757601,0.982744453574363,1749,1.43714050944947,37.82,-122.25,2.55
3.1484,52,4.57803468208093,1.07707129094412,939,1.8092485549133,37.83,-122.25,2.241
3.4722,35,3.82227488151659,1.01421800947867,675,1.59952606635071,37.83,-122.25,2.431
3.1429,52,4.39518900343643,0.986254295532646,534,1.83505154639175,37.83,-122.25,2.316
2.4234,28,3.02347983142685,1.05358217940999,2558,1.54003612281758,37.83,-122.25,2.185
3.0897,52,4.04050144648023,1.0655737704918,1786,1.72227579556413,37.83,-122.25,2.341
5.8596,50,6.7426273458445,1.06970509383378,970,2.60053619302949,37.84,-122.23,3.276
5.2868,47,6.54639175257732,0.936082474226804,1098,2.2639175257732,37.84,-122.23,3.476
5.956,41,6.85106382978723,1.07978723404255,794,2.11170212765958,37.83,-122.24,3.661
4.9643,37,7.10638297872341,1.14893617021277,98,2.08510638297872,37.85,-122.24,3.35
6.3434,52,6.94789081885856,1.01985111662531,1061,2.63275434243176,37.85,-122.23,3.736
5.1773,52,6.35855855855856,1.03423423423423,1177,2.12072072072072,37.84,-122.24,3.895
7.2354,52,7.11716621253406,0.994550408719346,901,2.45504087193461,37.85,-122.24,3.911
5.457,28,5.53033472803347,1.09623430962343,2031,2.1244769874477,37.85,-122.22,3.373
7.5,50,6.12734864300626,0.987473903966597,1031,2.15240083507307,37.84,-122.22,2.952
6.0194,44,5.73534338358459,1,1358,2.27470686767169,37.84,-122.21,2.923
7.5544,40,7.63149847094801,1.03058103975535,1616,2.47094801223242,37.83,-122.21,4.115
6.0666,30,6.44606413994169,1.00874635568513,844,2.46064139941691,37.84,-122.2,3.115
7.0548,34,6.125,0.987903225806452,1140,2.29838709677419,37.84,-122.21,3.259
11.6017,18,8.33505154639175,1.08247422680412,533,2.74742268041237,37.84,-122.19,3.926
7.4882,35,6.46726862302483,1.03837471783296,1072,2.41986455981941,37.84,-122.2,3.193
6.8976,34,6.61227154046997,1.02872062663185,1627,2.12402088772846,37.83,-122.21,3.333
8.2049,28,6.97894736842105,0.968421052631579,463,2.43684210526316,37.83,-122.19,3.352
8.401,26,7.53080568720379,1.05687203791469,542,2.56872037914692,37.83,-122.2,3.512
6.8538,29,6.65799256505576,1.00743494423792,661,2.45724907063197,37.83,-122.19,3.689
8.317,32,6.97718631178707,1.00380228136882,635,2.41444866920152,37.82,-122.19,3.659
7.0175,37,6.98295454545455,1.02840909090909,420,2.38636363636364,37.82,-122.2,3.667
6.3302,39,7.54,1.068,1265,2.53,37.82,-122.2,3.628
6.3624,30,5.61538461538462,0.730769230769231,126,2.42307692307692,37.81,-122.18,4.833
7.0549,52,6.78571428571429,0.951428571428571,813,2.32285714285714,37.82,-122.21,3.314
6.7851,45,6.95774647887324,1.02347417840376,1067,2.50469483568075,37.81,-122.2,3.235
2.8929,50,5.13224637681159,1.09601449275362,1260,2.28260869565217,37.8,-122.21,2.167
3.0812,38,4.62833675564682,1.09856262833676,951,1.95277207392197,37.8,-122.21,2.331
5.2402,52,6.20089285714286,0.946428571428571,510,2.27678571428571,37.81,-122.21,2.964
6.5217,52,6.39935064935065,1.08766233766234,765,2.48376623376623,37.81,-122.22,2.737
3.2632,52,4.74565217391304,1.01086956521739,1129,2.45434782608696,37.8,-122.22,2.277
3.0298,52,5.18367346938776,1.05215419501134,1073,2.43310657596372,37.8,-122.22,1.996
4.5428,52,5.28349514563107,1.0504854368932,1185,2.30097087378641,37.8,-122.22,2.398
4.072,52,5.95294117647059,0.997058823529412,756,2.22352941176471,37.81,-122.22,2.701
5.3509,52,5.65067178502879,1.02879078694818,1034,1.98464491362764,37.81,-122.22,3.021
3.1603,52,4.42919389978214,1.05882352941177,787,1.71459694989107,37.8,-122.23,2.695
4.7708,52,6.72769953051643,1.07511737089202,612,2.87323943661972,37.81,-122.23,3.147
8.1564,52,7.70263157894737,1.05789473684211,1021,2.68684210526316,37.81,-122.22,3.901
8.8793,52,8.97286821705426,1.13178294573643,861,3.33720930232558,37.81,-122.23,4.103
6.8591,52,7.59938837920489,0.957186544342508,953,2.91437308868502,37.81,-122.24,3.524
6.0302,52,5.8203125,0.9296875,634,2.4765625,37.81,-122.24,2.873
7.508,52,7.99431818181818,1.03693181818182,878,2.49431818181818,37.81,-122.23,3.487
2.7477,52,4.33333333333333,1.13871635610766,918,1.90062111801242,37.81,-122.24,2.438
2.1944,52,5.07428571428571,0.96,360,2.05714285714286,37.8,-122.24,2.115
3.0149,52,4.2766393442623,1.04508196721312,1197,2.45286885245902,37.8,-122.25,2.184
3.675,52,4.85135135135135,0.969111969111969,1048,2.02316602316602,37.81,-122.24,2.699
3.225,46,4.32663989290495,1.11780455153949,1373,1.8380187416332,37.81,-122.25,2.188
2.9345,42,4.05911330049261,1.04926108374384,1715,1.68965517241379,37.8,-122.25,2.25
2.1429,43,3.27423822714681,1.09695290858726,1359,1.88227146814404,37.8,-122.25,2.5
1.6121,41,3.56174334140436,1.13559322033898,1062,2.57142857142857,37.8,-122.25,1.714
1.3929,29,3.19275549805951,1.11772315653299,1335,1.72703751617076,37.8,-122.25,1.938
2.3173,27,3.8041958041958,1.14685314685315,1171,2.72960372960373,37.79,-122.24,1.25
1.7772,45,3.88260869565217,1.14347826086957,1475,3.20652173913044,37.79,-122.25,0.975
2.6458,50,3.20918367346939,0.959183673469388,742,3.78571428571429,37.79,-122.25,1.25
2.181,52,3.68870523415978,1.0771349862259,1086,2.99173553719008,37.79,-122.25,1.388
2.2303,36,3.0902394106814,1.11602209944751,1645,3.02946593001842,37.8,-122.25,1.167
1.6504,43,3.63975155279503,1.00465838509317,1710,2.65527950310559,37.8,-122.25,1.518
2.2697,52,4.36842105263158,1,731,3.20614035087719,37.8,-122.24,1.27
2.1563,52,4.5850144092219,1.07492795389049,1118,3.22190201729107,37.8,-122.24,1.286
2.1348,52,4.73432835820896,1.18805970149254,1006,3.00298507462687,37.8,-122.24,1.406
2.6292,47,3.69314079422383,1.06137184115524,1213,2.18953068592058,37.8,-122.24,1.827
2.3833,52,4.63813229571985,1.12451361867704,772,3.00389105058366,37.8,-122.23,1.469
2.957,52,4.49625935162095,1.04738154613466,1321,3.29426433915212,37.8,-122.24,1.228
2.5238,49,4.19202363367799,1.10635155096012,1487,2.19645494830133,37.8,-122.24,1.693
1.9375,52,4.20967741935484,0.989247311827957,488,2.6236559139785,37.8,-122.23,1.266
1.9028,51,4.05612244897959,1.05612244897959,949,2.42091836734694,37.8,-122.23,1.279
2.25,50,4.20722891566265,1.1566265060241,1149,2.76867469879518,37.8,-122.23,1.235
2.3929,52,4.47142857142857,1.06785714285714,844,3.01428571428571,37.8,-122.23,1.119
2.1917,43,4.84402924451665,1.09179528838343,4367,3.54752233956133,37.79,-122.23,1.128
2.9357,52,4.32766990291262,0.95873786407767,1659,4.02669902912621,37.79,-122.23,1.079
1.8854,30,3.79847908745247,1.00380228136882,1011,3.84410646387833,37.79,-122.23,1.375
2.1638,39,3.77634961439589,1.10796915167095,1464,3.76349614395887,37.79,-122.24,1.055
2.125,47,4.52805280528053,1.3036303630363,1237,4.08250825082508,37.79,-122.24,0.955
3.375,52,4.01190476190476,1.07142857142857,647,3.85119047619048,37.79,-122.24,1.161
2.2542,43,4.5546218487395,1.05322128851541,1284,3.59663865546219,37.79,-122.24,1.122
2.1,51,3.18181818181818,0.781818181818182,228,4.14545454545455,37.79,-122.25,0.75
1.6,39,3.7479674796748,1.04878048780488,381,3.09756097560976,37.79,-122.25,1.125
3.625,52,3.97356828193833,1.04405286343612,846,3.72687224669604,37.79,-122.25,1.25
1.6929,20,3.5103550295858,1.15236686390533,1659,2.45414201183432,37.8,-122.26,1.15
1.6471,52,2.83333333333333,0.927536231884058,520,3.76811594202899,37.77,-122.22,0.95
2.59,52,4.38996138996139,1.16216216216216,866,3.34362934362934,37.77,-122.22,0.964
2.57,52,4.20218579234973,1.12568306010929,612,3.34426229508197,37.77,-122.23,0.72
2.6429,52,3.74603174603175,1.15873015873016,415,3.29365079365079,37.78,-122.23,0.713
3.0257,52,4.04694835680751,1.0093896713615,994,4.66666666666667,37.78,-122.23,0.808
1.4886,50,4.0251572327044,1.11111111111111,1525,3.19706498951782,37.78,-122.22,1.288
1.9338,43,3.24200913242009,1.07762557077626,1506,3.43835616438356,37.78,-122.23,1.125
1.4844,52,3.86666666666667,1.01176470588235,1008,3.95294117647059,37.78,-122.23,1.194
1.6009,44,3.11584553928096,1.09853528628495,2813,3.745672436751,37.78,-122.23,1.181
2.0375,48,4.94460641399417,1.15451895043732,1481,4.31778425655977,37.79,-122.23,1.225
2.293,49,5.36529680365297,0.990867579908676,859,3.92237442922374,37.79,-122.23,1.063
2.1494,37,4.47992351816444,1.09751434034417,1608,3.07456978967495,37.79,-122.22,1.325
1.6198,30,4.35714285714286,1.03571428571429,425,3.03571428571429,37.79,-122.23,1.227
1.3281,40,5.05434782608696,1.08152173913044,564,3.06521739130435,37.79,-122.23,1.133
3.5156,44,5.46691176470588,1.15441176470588,961,3.53308823529412,37.79,-122.22,1.095
3.9048,52,4.9985401459854,1.00729927007299,2273,3.31824817518248,37.79,-122.22,1.647
3.0893,52,3.90769230769231,0.974358974358974,600,3.07692307692308,37.79,-122.21,1.25
2.6042,46,4.48956356736243,1.09108159392789,1647,3.12523719165085,37.79,-122.22,1.247
2.5,49,4.30660377358491,1.06132075471698,1201,2.83254716981132,37.79,-122.22,1.367
2.7969,38,4.62670713201821,1.07890743550835,2167,3.28831562974203,37.79,-122.22,1.417
2.8321,29,4.82352941176471,1.10588235294118,939,2.76176470588235,37.79,-122.2,1.5
2.9583,47,5.28424657534247,1.0513698630137,859,2.94178082191781,37.79,-122.21,1.388
2.8365,34,4.58139534883721,1.07945736434109,1517,2.93992248062016,37.79,-122.21,1.392
2.875,35,4.52072538860104,1.05958549222798,1143,2.96113989637306,37.79,-122.21,1.438
3.0682,39,4.31681034482759,1.07758620689655,1109,2.39008620689655,37.8,-122.21,1.565
3.0757,39,4.52466367713005,1.00224215246637,1221,2.73766816143498,37.8,-122.21,1.51
4.9559,43,6.69230769230769,1.0967032967033,1115,2.45054945054945,37.8,-122.2,2.73
4.7721,52,5.77238805970149,1.09328358208955,706,2.63432835820896,37.8,-122.2,2.171
3.4861,52,4.98441926345609,1.0070821529745,1883,2.6671388101983,37.8,-122.21,1.871
5.1184,41,6.08823529411765,1.04117647058824,804,2.36470588235294,37.8,-122.2,2.396
4.0977,48,5.24206349206349,1.04365079365079,506,2.00793650793651,37.8,-122.21,2.297
4.744,48,7.11764705882353,1.08823529411765,610,2.56302521008403,37.8,-122.19,2.573
4.2727,46,5.83734939759036,1.02710843373494,768,2.31325301204819,37.8,-122.19,2.469
2.9844,50,5.26086956521739,1.05978260869565,462,2.51086956521739,37.79,-122.19,1.799
4.1739,40,4.51063829787234,1.08936170212766,667,2.83829787234043,37.79,-122.2,1.696
3.8487,46,5.11528822055138,1.01503759398496,1059,2.65413533834587,37.8,-122.2,2.033
4.0114,52,6.54512635379061,0.978339350180505,637,2.29963898916968,37.8,-122.19,2.634
4.6563,45,5.98678414096916,0.993392070484581,1106,2.43612334801762,37.79,-122.19,2.318
2.9297,28,4.69955156950673,1.13751868460389,1737,2.59641255605381,37.79,-122.19,1.405
2.3036,35,4.62051282051282,1.17692307692308,1009,2.58717948717949,37.79,-122.2,1.26
2.6667,49,4.2,0.928571428571429,737,3.50952380952381,37.79,-122.2,1.22
2.619,44,3.30142566191446,0.920570264765784,1354,2.75763747454175,37.79,-122.2,1.347
2.4167,45,4.4620253164557,1.12447257383966,1530,3.22784810126582,37.79,-122.21,1.394
2.7788,45,4.21041666666667,1.1,1410,2.9375,37.79,-122.2,1.154
2.7352,46,3.93497363796134,0.892794376098418,1390,2.44288224956063,37.78,-122.21,1.373
1.8472,52,5.4907063197026,1.11524163568773,1065,3.95910780669145,37.78,-122.21,1.37
2.6583,52,4.31020408163265,0.914285714285714,792,3.23265306122449,37.78,-122.21,1.426
3.0536,49,3.66530612244898,0.995918367346939,779,3.17959183673469,37.78,-122.21,1.375
2.3906,44,4.8655737704918,1.16393442622951,2269,3.71967213114754,37.78,-122.22,1.117
1.7188,43,4.18181818181818,1.13022113022113,1227,3.01474201474202,37.78,-122.21,1.268
2.625,47,3.65560165975104,1.02904564315353,753,3.12448132780083,37.78,-122.21,1.113
2.8015,40,3.65925925925926,0.844444444444444,547,4.05185185185185,37.77,-122.22,1.148
1.7276,50,4.03636363636364,1.075,1807,4.10681818181818,37.78,-122.22,1.023
2.0801,44,3.38989898989899,1.03838383838384,1700,3.43434343434343,37.78,-122.22,1.319
2.489,51,4.16539440203562,1.17811704834606,1543,3.92620865139949,37.78,-122.22,1.191
1.7546,52,4.73333333333333,1.04666666666667,1085,3.61666666666667,37.76,-122.21,0.806
4.0904,52,4.31386861313869,1.26277372262774,353,2.57664233576642,37.77,-122.21,0.806
2.6765,52,5,1.02684563758389,473,3.1744966442953,37.77,-122.21,0.888
2.4338,49,4.70393374741201,1.03105590062112,1621,3.35610766045549,37.77,-122.2,1.024
2.3309,46,3.48587570621469,1.05932203389831,1183,3.34180790960452,37.77,-122.21,0.987
2.2604,43,3.67148014440433,1.1841155234657,836,3.01805054151625,37.77,-122.21,1
1.8039,42,3.54372623574145,0.965779467680608,900,3.42205323193916,37.77,-122.19,0.923
2.2562,39,5.00744878957169,1.11173184357542,1888,3.51582867783985,37.77,-122.2,0.948
2.0562,41,4.5366568914956,1.21700879765396,1024,3.00293255131965,37.77,-122.2,1.02
3.5398,52,5.43735224586288,1.04728132387707,1225,2.89598108747045,37.78,-122.2,1.584
3.1167,39,4.65957446808511,1.06117021276596,1071,2.84840425531915,37.78,-122.2,1.216
2.5401,50,4.93915343915344,1.06613756613757,1128,2.98412698412698,37.78,-122.2,1.291
2.898,43,5.02066115702479,1.03719008264463,1537,3.17561983471074,37.77,-122.2,1.214
2.3125,44,4.39949109414758,1.05343511450382,1240,3.15521628498728,37.78,-122.21,1.028
2.875,52,6.10714285714286,1.07142857142857,469,2.79166666666667,37.78,-122.19,1.6
3.3715,52,5.10588235294118,1.00705882352941,1086,2.55529411764706,37.77,-122.19,1.439
3.5114,52,5.58513189448441,1.06714628297362,1144,2.74340527577938,37.77,-122.19,1.512
4.3125,52,6.64533333333333,1.10666666666667,1109,2.95733333333333,37.78,-122.19,1.644
3.22,52,5.95663956639566,1.07588075880759,984,2.66666666666667,37.78,-122.19,1.565
3.875,33,3.02127659574468,0.659574468085106,575,12.2340425531915,37.78,-122.18,2.25
5.2328,49,5.66028708133971,0.980861244019139,496,2.37320574162679,37.78,-122.19,1.742
3.7262,52,5.63157894736842,1.01578947368421,555,2.92105263157895,37.78,-122.19,1.669
4.5893,45,5.40061162079511,1.01529051987768,869,2.65749235474006,37.78,-122.2,1.635
5.2578,39,5.82075471698113,0.89622641509434,236,2.22641509433962,37.79,-122.18,2.53
7.0875,41,6.59345794392523,1.08878504672897,626,2.92523364485981,37.79,-122.18,2.407
3.9712,46,6.41033434650456,1.17629179331307,922,2.80243161094225,37.79,-122.18,2.081
2.9514,47,4.80078125,0.94921875,582,2.2734375,37.79,-122.19,1.981
2.6667,50,4.74626865671642,1.07960199004975,546,2.71641791044776,37.79,-122.19,1.728
5.4446,37,6.17669172932331,0.984962406015038,620,2.33082706766917,37.81,-122.18,3.367
6.2838,34,6.94871794871795,1,442,2.26666666666667,37.8,-122.18,3.182
6.7527,23,7.0640243902439,1.02439024390244,955,2.91158536585366,37.8,-122.18,2.858
7.0712,24,7.58950617283951,0.978395061728395,916,2.82716049382716,37.77,-122.13,2.93
5.9849,22,6.52872394509405,1.04117946110829,4985,2.53431621759024,37.79,-122.16,3.71
3.6875,42,5.70786516853933,0.973782771535581,651,2.43820224719101,37.78,-122.17,1.573
2.875,30,4.73115220483642,1.06116642958748,1704,2.42389758179232,37.77,-122.17,1.353
3.4205,43,4.87714987714988,1.08108108108108,1085,2.66584766584767,37.78,-122.18,1.367
3.2984,50,5.78169014084507,1.13380281690141,713,2.51056338028169,37.78,-122.18,1.607
3.875,49,4.93370165745856,0.977900552486188,468,2.58563535911602,37.78,-122.17,1.406
4.175,52,5.39669421487603,1.05785123966942,296,2.44628099173554,37.78,-122.17,1.44
4.375,47,5.76146788990826,0.995412844036697,570,2.61467889908257,37.77,-122.16,1.619
4.7708,48,5.42777777777778,1.07777777777778,446,2.47777777777778,37.77,-122.16,1.563
3.5739,45,6.05208333333333,1.03385416666667,968,2.52083333333333,37.77,-122.16,1.76
3.0958,39,5.00949367088608,1.10443037974684,857,2.7120253164557,37.77,-122.16,1.458
3.3958,39,5.00621118012422,1.06211180124224,912,2.83229813664596,37.77,-122.17,1.419
1.871,31,5.36283185840708,1.17920353982301,1360,3.00884955752212,37.77,-122.17,0.907
1.9356,41,4.49014084507042,1.03380281690141,1074,3.02535211267606,37.76,-122.17,0.906
2.1842,47,5.54450261780105,1.08115183246073,965,2.5261780104712,37.76,-122.17,1.079
2.2917,37,4.921875,1.11875,933,2.915625,37.76,-122.18,1.07
2.4333,38,4.98305084745763,1.12146892655367,987,2.78813559322034,37.76,-122.17,0.982
1.9479,50,4.82520325203252,1.0609756097561,907,3.6869918699187,37.76,-122.18,0.895
3.9063,52,4.56969696969697,1.06060606060606,447,2.70909090909091,37.76,-122.18,0.938
1.8407,49,5.11751662971175,1.00221729490022,1299,2.88026607538803,37.76,-122.18,0.967
2.0786,27,5.78980891719745,1.5031847133758,396,2.52229299363057,37.77,-122.18,0.975
