DFTA_ID,Provider Name,Event Name,Event Type,Description,Topics,Max Attendees,Event Location,City,State,ZipCode,Borough,Start Time,EndTime,Is Virtual,Is Live,Is Recurring,Event Accessibility,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
C7205,Times Plaza Center OAC,Virtual Zumba,Physical Activity,With Martha Lopez/ Nancy Guzman- Viewing at RTP,Entertainment;Social & Community;Health & Wellness,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,09/01/2025 09:00:00 AM,09/01/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Virtual Zumba,Physical Activity,With Martha Lopez/ Nancy Guzman- Viewing at RTP,Entertainment;Social & Community;Health & Wellness,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,09/05/2025 09:00:00 AM,09/05/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Virtual Zumba,Physical Activity,With Martha Lopez/ Nancy Guzman- Viewing at RTP,Entertainment;Social & Community;Health & Wellness,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,09/08/2025 09:00:00 AM,09/08/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Virtual Zumba,Physical Activity,With Martha Lopez/ Nancy Guzman- Viewing at RTP,Entertainment;Social & Community;Health & Wellness,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,09/12/2025 09:00:00 AM,09/12/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Theology Class,Discussion,A discussion group to talk about uplifting topics/themes to help you in your daily life,Social & Community;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,09/01/2025 10:00:00 AM,09/01/2025 11:00:00 AM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Spiritual Reflections,Support Group,Join our Morning support group where we discuss uplifting topics to help you and encourage you!,Social & Community;Health & Wellness;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,09/09/2025 09:00:00 AM,09/09/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,10/30/2025 09:15:00 AM,10/30/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,10/31/2025 09:15:00 AM,10/31/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,11/03/2025 09:15:00 AM,11/03/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,11/10/2025 09:15:00 AM,11/10/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,11/13/2025 09:15:00 AM,11/13/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,11/24/2025 09:15:00 AM,11/24/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,12/08/2025 09:15:00 AM,12/08/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C1711,CCNS Pete McGuinness Older Adult Center,Lunch,Social Gathering,Lunch,Cooking / Food,100,715 Leonard Street,BROOKLYN,NY,11222,BROOKLYN,09/01/2025 12:30:00 PM,09/01/2025 01:30:00 PM,No,Yes,Yes,Wheelchair Accessible,40.729007,-73.95276,301,33,3333076,3025740053,575,BK0101
C1711,CCNS Pete McGuinness Older Adult Center,Lunch,Social Gathering,Lunch,Cooking / Food,100,715 Leonard Street,BROOKLYN,NY,11222,BROOKLYN,09/03/2025 12:30:00 PM,09/03/2025 01:30:00 PM,No,Yes,Yes,Wheelchair Accessible,40.729007,-73.95276,301,33,3333076,3025740053,575,BK0101
C1711,CCNS Pete McGuinness Older Adult Center,Lunch,Social Gathering,Lunch,Cooking / Food,100,715 Leonard Street,BROOKLYN,NY,11222,BROOKLYN,09/12/2025 12:30:00 PM,09/12/2025 01:30:00 PM,No,Yes,Yes,Wheelchair Accessible,40.729007,-73.95276,301,33,3333076,3025740053,575,BK0101
C1711,CCNS Pete McGuinness Older Adult Center,Lunch,Social Gathering,Lunch,Cooking / Food,100,715 Leonard Street,BROOKLYN,NY,11222,BROOKLYN,09/26/2025 12:30:00 PM,09/26/2025 01:30:00 PM,No,Yes,Yes,Wheelchair Accessible,40.729007,-73.95276,301,33,3333076,3025740053,575,BK0101
C1711,CCNS Pete McGuinness Older Adult Center,Movie Club,Class / Workshop,"Biorgraphies, Art and Leisure documentary short films",Theater & Film,30,715 Leonard Street,BROOKLYN,NY,11222,BROOKLYN,09/03/2025 02:00:00 PM,09/03/2025 03:00:00 PM,No,Yes,Yes,Wheelchair Accessible,40.729007,-73.95276,301,33,3333076,3025740053,575,BK0101
C1711,CCNS Pete McGuinness Older Adult Center,Movie Club,Class / Workshop,"Biorgraphies, Art and Leisure documentary short films",Theater & Film,30,715 Leonard Street,BROOKLYN,NY,11222,BROOKLYN,09/24/2025 02:00:00 PM,09/24/2025 03:00:00 PM,No,Yes,Yes,Wheelchair Accessible,40.729007,-73.95276,301,33,3333076,3025740053,575,BK0101
C1711,CCNS Pete McGuinness Older Adult Center,Painting,Class / Workshop,Painting and Drawning Classes,Arts & Culture,10,715 Leonard Street,BROOKLYN,NY,11222,BROOKLYN,09/05/2025 09:45:00 AM,09/05/2025 11:45:00 AM,No,Yes,Yes,Wheelchair Accessible,40.729007,-73.95276,301,33,3333076,3025740053,575,BK0101
C1711,CCNS Pete McGuinness Older Adult Center,Walking Club,Physical Activity,Walking,Health & Wellness,30,715 Leonard Street,BROOKLYN,NY,11222,BROOKLYN,09/29/2025 11:00:00 AM,09/29/2025 12:00:00 PM,No,Yes,Yes,Wheelchair Accessible,40.729007,-73.95276,301,33,3333076,3025740053,575,BK0101
C7205,Times Plaza Center OAC,Big Apple Walk-A-Thon,Physical Activity,Big Apple Walk-A-Thon: Walking Club Competition,Social & Community;Health & Wellness;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,09/01/2025 11:00:00 AM,09/01/2025 12:00:00 PM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Big Apple Walk-A-Thon,Physical Activity,Big Apple Walk-A-Thon: Walking Club Competition,Social & Community;Health & Wellness;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,09/15/2025 11:00:00 AM,09/15/2025 12:00:00 PM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Big Apple Walk-A-Thon,Physical Activity,Big Apple Walk-A-Thon: Walking Club Competition,Social & Community;Health & Wellness;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,10/06/2025 11:00:00 AM,10/06/2025 12:00:00 PM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Big Apple Walk-A-Thon,Physical Activity,Big Apple Walk-A-Thon: Walking Club Competition,Social & Community;Health & Wellness;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,10/09/2025 11:00:00 AM,10/09/2025 12:00:00 PM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Big Apple Walk-A-Thon,Physical Activity,Big Apple Walk-A-Thon: Walking Club Competition,Social & Community;Health & Wellness;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,10/13/2025 11:00:00 AM,10/13/2025 12:00:00 PM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Big Apple Walk-A-Thon,Physical Activity,Big Apple Walk-A-Thon: Walking Club Competition,Social & Community;Health & Wellness;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,10/23/2025 11:00:00 AM,10/23/2025 12:00:00 PM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Big Apple Walk-A-Thon,Physical Activity,Big Apple Walk-A-Thon: Walking Club Competition,Social & Community;Health & Wellness;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,10/30/2025 11:00:00 AM,10/30/2025 12:00:00 PM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Big Apple Walk-A-Thon,Physical Activity,Big Apple Walk-A-Thon: Walking Club Competition,Social & Community;Health & Wellness;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,11/11/2025 11:00:00 AM,11/11/2025 12:00:00 PM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Big Apple Walk-A-Thon,Physical Activity,Big Apple Walk-A-Thon: Walking Club Competition,Social & Community;Health & Wellness;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,11/13/2025 11:00:00 AM,11/13/2025 12:00:00 PM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,11/18/2025 09:15:00 AM,11/18/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C4701,JCCGCI Coney Island Seaside Older Adult Center,Leisure Billiards,Physical Activity,A relaxed and social program where participants enjoy playing pool together in a friendly atmosphere.,Entertainment,0,3001 West 37th Street,BROOKLYN,NY,11224,BROOKLYN,09/17/2025 10:00:00 AM,09/17/2025 11:00:00 AM,No,Yes,Yes,,40.573177,-74.002509,313,47,3189617,3070650001,340,BK1302
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,11/27/2025 09:15:00 AM,11/27/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,11/28/2025 09:15:00 AM,11/28/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,12/01/2025 09:15:00 AM,12/01/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,12/09/2025 09:15:00 AM,12/09/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,12/10/2025 09:15:00 AM,12/10/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C4501,ITALIAN SENIOR CITIZENS CENTER,Tai Chi for Arthritis,Physical Activity,Standing Tai Chi Exercises for Arthritis.,Health & Wellness,0,83-20 Queens Blvd,FLUSHING,NY,11373,QUEENS,09/11/2025 09:20:00 AM,09/11/2025 10:20:00 AM,Yes,Yes,Yes,,40.737205,-73.879686,404,30,4057291,4024760017,475,QN0401
C7205,Times Plaza Center OAC,Theology,Discussion,Theology Class discusses uplifting topics to encourage you!,Social & Community;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,09/05/2025 10:00:00 AM,09/05/2025 11:01:00 AM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Theology,Discussion,Theology Class discusses uplifting topics to encourage you!,Social & Community;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,10/24/2025 10:00:00 AM,10/24/2025 11:01:00 AM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Theology,Discussion,Theology Class discusses uplifting topics to encourage you!,Social & Community;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,11/28/2025 10:00:00 AM,11/28/2025 11:01:00 AM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Theology,Discussion,Theology Class discusses uplifting topics to encourage you!,Social & Community;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,12/01/2025 10:00:00 AM,12/01/2025 11:01:00 AM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,11/11/2025 09:15:00 AM,11/11/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,11/21/2025 09:15:00 AM,11/21/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,11/26/2025 09:15:00 AM,11/26/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,12/04/2025 09:15:00 AM,12/04/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C0205,Allen AME Rockaway Blvd Senior Center,Let's Find the Word,Social Gathering,"The seniors complete word puzzles as a mental exercise by scanning  grids for hidden words which challenges memory, enhances cognitive abilities and promotes concentration.",Entertainment;Social & Community,0,123-10 143rd St,Jamaica,NY,11436,Queens,12/05/2025 09:15:00 AM,12/05/2025 10:00:00 AM,No,Yes,Yes,Wheelchair Accessible,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
C2802,Cypress Hills Adult Social Club,Lunch,Social Gathering,"We serve a healthy, nutritious, balanced meals to our older New Yorkers, up to five days a week at our senior clubs.",Health & Wellness;Cooking / Food,0,475 Fountain Av,Brooklyn,NY,11208,Brooklyn,12/31/2025 12:00:00 PM,12/31/2025 01:00:00 PM,No,Yes,Yes,,40.668288,-73.873005,305,42,3337041,3042920061,1210,BK0505
W2204,JASA Brookdale Village,Concerts In Motion,Performance,monthly live musical performance,Entertainment,0,131 Beach 19 Street,Far Rockaway,NY,11691,QUEENS,10/17/2025 12:00:00 PM,10/17/2025 01:00:00 PM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.593761,-73.753207,414,31,4301622,4158100055,998.02,QN1401
C7205,Times Plaza Center OAC,NYRR Walking Club,Physical Activity,Join our NYRR Walking Club,Entertainment;Social & Community;Health & Wellness;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,09/03/2025 10:00:00 AM,09/03/2025 11:00:00 PM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
D0701,Sister Annunciata Bethell OAC,Aerobic Exercise,Physical Activity,"Aerobics is a group session conducted by Dorian Castro that keeps your muscles strong, which can help you maintain mobility as you age. Aerobics can also lower the risk of falls and injuries from falls in older adults. And it can improve your quality of life. Aerobic exercise also keeps your mind sharp.",Health & Wellness,0,243 East 204th Street,BRONX,NY,10458,Bronx,09/04/2025 11:40:00 AM,09/04/2025 12:30:00 PM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.874205,-73.884457,207,11,2017363,2033110146,413,BX0702
C4706,JCCGCI Marlboro Older Adult Center,Ping Pong,Physical Activity,Open Ping Pong games and instruction.,Entertainment,15,2298 West 8th Street,BROOKLYN,NY,11223,BROOKLYN,10/15/2025 12:53:00 PM,10/15/2025 12:53:00 PM,No,Yes,Yes,,40.592081,-73.978468,313,47,3322179,3071400016,382,BK1301
C7205,Times Plaza Center OAC,Theology Class,Discussion,Theology Class- Different theological topics,Social & Community;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,09/01/2025 10:00:00 AM,09/01/2025 11:00:00 AM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
C7205,Times Plaza Center OAC,Theology Class,Discussion,Theology Class- Different theological topics,Social & Community;Arts & Culture,0,460 Atlantic Avenue,BROOKLYN,NY,11217,Brooklyn,09/26/2025 10:00:00 AM,09/26/2025 11:00:00 AM,No,Yes,Yes,Wheelchair Accessible;Deaf/Hard of Hearing;Blind/Low Vision;Developmental Disability,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202
