id,host_id,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
667181,3235383,Entire home/apt,40,2,194,01/04/2019,2.76,3,302
667762,3378062,Entire home/apt,40,2,60,30/10/2018,0.78,5,284
668990,3287071,Entire home/apt,30,32,1,21/02/2019,0.61,2,162
670546,3397801,Private room,299,4,54,24/03/2019,0.79,3,282
670782,3399123,Private room,105,2,152,21/03/2019,1.91,14,226
670956,3400078,Private room,40,2,88,31/08/2018,1.58,1,0
671458,3403659,Private room,85,3,92,24/03/2019,1.16,4,284
672728,1391607,Entire home/apt,125,3,24,19/03/2019,0.54,95,331
673708,1130143,Private room,80,3,10,15/08/2017,0.13,2,364
674068,3422175,Entire home/apt,125,3,4,01/03/2019,0.18,1,282
677012,3441858,Private room,24,2,30,07/02/2019,0.63,2,194
677850,3447779,Entire home/apt,48,4,52,22/08/2018,0.65,2,156
679547,2891968,Entire home/apt,21,4,131,26/09/2018,1.68,1,0
679664,3459348,Entire home/apt,55,1,13,16/02/2019,0.22,1,191
679965,3461421,Entire home/apt,33,2,197,09/04/2019,2.75,1,68
680808,3466606,Private room,39,2,13,21/07/2017,0.37,1,283
682808,3479346,Private room,399,2,154,23/03/2019,1.98,14,242
682871,3479346,Entire home/apt,119,2,268,25/03/2019,3.38,14,203
683062,3447779,Entire home/apt,37,4,33,21/11/2018,0.41,2,0
683195,3481371,Entire home/apt,100,4,194,06/04/2019,2.64,1,180
684613,3488091,Entire home/apt,24,3,59,30/12/2018,0.77,1,221
686830,942210,Entire home/apt,125,3,33,15/10/2018,0.42,4,328
688229,3513529,Private room,32,2,69,19/03/2019,1.07,2,17
688295,3109259,Private room,19,1,14,24/02/2019,0.69,1,4
688527,3515147,Entire home/apt,70,2,150,29/03/2019,3.1,1,221
688703,3516334,Entire home/apt,115,4,94,18/02/2019,1.28,3,99
688946,2907783,Entire home/apt,90,3,91,17/03/2019,1.14,1,280
691152,3533078,Entire home/apt,135,2,24,08/10/2018,0.68,2,301
694516,3019128,Entire home/apt,24,2,34,28/02/2019,0.43,1,304
697056,3570209,Entire home/apt,35,1,6,12/06/2018,0.13,1,217
698593,3454952,Entire home/apt,105,3,218,03/04/2019,2.84,3,152
699302,3196093,Entire home/apt,25,3,11,16/09/2017,0.2,5,288
699920,3590196,Entire home/apt,175,2,3,27/01/2019,0.06,21,243
699927,3590691,Entire home/apt,40,3,202,01/04/2019,2.57,1,189
700150,3590196,Entire home/apt,302,2,14,24/03/2019,0.29,21,216
702095,3603800,Entire home/apt,105,3,239,25/03/2019,3.14,1,220
705049,2579651,Entire home/apt,380,1,38,31/12/2018,1.04,11,365
705086,2579651,Entire home/apt,700,1,14,09/04/2018,0.4,11,365
714400,2579651,Private room,90,31,22,08/10/2017,0.3,11,283
715036,3682696,Entire home/apt,141,4,191,08/04/2019,2.55,1,236
717710,1432835,Entire home/apt,55,3,71,16/03/2019,0.99,38,134
718469,3705838,Entire home/apt,81,1,260,10/04/2019,3.59,1,175
721375,3724467,Entire home/apt,700,3,19,30/03/2019,0.81,13,176
721378,3724467,Entire home/apt,999,3,3,27/02/2019,0.22,13,63
721470,3724467,Entire home/apt,999,3,6,02/09/2018,0.52,13,251
721471,3724467,Entire home/apt,60,1,1,16/09/2018,0.14,13,256
721473,3724467,Entire home/apt,999,3,3,17/06/2018,0.23,13,80
721478,3724467,Entire home/apt,700,3,8,21/01/2019,0.42,13,204
721479,3724467,Entire home/apt,700,3,18,19/03/2019,0.84,13,200
721504,3724467,Entire home/apt,700,1,4,27/01/2019,0.71,13,165
721509,3724467,Private room,999,3,1,18/04/2018,0.08,13,253
721511,3724467,Entire home/apt,700,3,2,11/03/2019,0.68,13,211
721512,3724467,Entire home/apt,700,3,1,27/05/2017,0.04,13,211
722742,3548964,Private room,110,3,163,02/04/2019,2.08,1,248
724331,3744544,Entire home/apt,110,3,72,01/04/2019,0.99,33,299
724523,3487870,Entire home/apt,113,2,90,02/04/2019,1.61,2,269
725009,1935498,Entire home/apt,120,3,103,07/04/2019,1.38,3,223
725659,3514423,Private room,85,3,117,17/03/2019,1.58,1,267
728480,2201772,Entire home/apt,450,3,14,04/11/2018,0.19,9,0
729078,3786292,Entire home/apt,69,1,258,27/03/2019,3.46,1,152
730467,10704,Entire home/apt,81,3,15,19/03/2019,0.26,70,221
732214,3811607,Entire home/apt,42,32,127,31/01/2019,1.86,1,283
732353,2579651,Entire home/apt,90,31,41,28/03/2019,0.57,11,283
732671,3815217,Entire home/apt,130,3,89,10/03/2019,1.16,1,255
733941,10704,Entire home/apt,75,3,36,27/11/2018,0.5,70,262
735311,3378062,Entire home/apt,40,2,55,21/03/2019,0.73,5,277
735587,3378062,Entire home/apt,40,2,81,25/03/2019,1.14,5,282
735620,3378062,Entire home/apt,40,2,91,15/03/2019,1.17,5,256
735631,3378062,Private room,40,2,95,24/03/2019,1.24,5,262
737759,3853819,Entire home/apt,70,1,1,03/01/2019,0.31,1,31
739407,3867104,Private room,95,4,48,28/09/2017,0.61,2,6
739557,3868307,Entire home/apt,160,2,23,26/03/2019,0.3,1,124
740362,3726119,Entire home/apt,25,3,20,17/03/2019,0.42,1,230
742156,3678711,Entire home/apt,38,1,73,03/01/2018,0.94,8,25
742241,3678711,Private room,38,1,25,08/10/2018,0.39,8,25
742820,3889607,Entire home/apt,100,1,314,24/03/2019,3.99,1,201
744153,3899934,Entire home/apt,47,3,371,31/03/2019,4.73,1,132
745220,3678711,Private room,38,1,38,11/11/2018,0.55,8,25
745275,3678711,Entire home/apt,38,1,34,12/11/2018,0.48,8,19
745829,299462,Entire home/apt,200,4,118,19/03/2019,2.01,79,313
746086,3913234,Entire home/apt,132,4,7,24/03/2019,2.1,1,301
747274,3922188,Entire home/apt,150,2,146,16/03/2019,1.87,1,257
748693,3102808,Entire home/apt,35,3,159,08/04/2019,2.15,2,316
750066,3193594,Private room,41,32,1,26/12/2018,0.28,6,160
753322,3962572,Entire home/apt,140,5,148,19/03/2019,1.99,3,239
755382,1205494,Entire home/apt,130,1,30,08/04/2019,0.39,7,266
756588,3102808,Entire home/apt,56,3,56,01/03/2019,0.76,2,356
757149,3987152,Entire home/apt,100,1,96,01/04/2019,1.28,1,175
758216,3426138,Entire home/apt,85,3,26,10/04/2019,0.36,1,258
758925,3707801,Private room,27,2,124,21/03/2019,1.67,2,264
759351,4002679,Entire home/apt,65,2,164,30/03/2019,2.21,1,86
759760,2218343,Entire home/apt,25,1,163,11/03/2019,2.09,2,69
759769,1432835,Entire home/apt,90,3,166,22/03/2019,2.25,38,164
759811,1432835,Entire home/apt,190,3,117,17/03/2019,1.87,38,161
760131,4006184,Entire home/apt,50,1,222,04/04/2019,2.91,17,196
764452,4030082,Entire home/apt,140,3,144,16/03/2019,1.93,2,295
767596,4048635,Entire home/apt,196,2,172,08/04/2019,2.31,1,251
770175,4063266,Entire home/apt,59,4,268,24/03/2019,3.49,1,231
770453,4064440,Private room,260,3,181,20/03/2019,2.44,11,232
771440,1288050,Entire home/apt,33,4,27,26/09/2018,0.5,2,40
773523,4076744,Entire home/apt,140,3,128,09/04/2019,1.78,2,258
773802,4076744,Entire home/apt,240,3,156,25/03/2019,2.14,2,249
773886,893805,Entire home/apt,123,2,287,24/03/2019,3.76,7,167
775644,177617,Entire home/apt,116,3,149,31/03/2019,2,5,250
775794,4092116,Entire home/apt,45,5,161,23/03/2019,2.11,1,37
776038,4093480,Private room,146,2,139,01/01/2019,1.79,1,230
776174,3038266,Private room,51,32,241,04/04/2019,3.16,5,3
777476,2439400,Private room,290,2,31,31/03/2019,0.44,41,210
777527,2439400,Entire home/apt,78,2,22,15/11/2018,0.29,41,49
777587,4101093,Private room,115,3,303,24/03/2019,3.94,12,85
782502,860071,Private room,21,2,5,27/12/2014,0.07,3,68
783729,3541314,Entire home/apt,32,2,8,04/01/2019,1.25,1,38
786250,4145430,Entire home/apt,150,4,62,30/07/2018,0.83,1,8
789101,1384020,Entire home/apt,25,10,8,28/12/2018,0.28,4,316
790404,3885805,Entire home/apt,60,3,147,05/04/2019,2.05,3,329
790475,3885805,Private room,60,3,155,10/04/2019,2.01,3,310
790482,1744516,Private room,125,3,11,08/07/2017,0.15,19,293
791717,4171310,Entire home/apt,120,7,26,28/11/2018,0.36,1,283
792509,4175419,Entire home/apt,30,2,48,31/10/2018,0.83,2,268
795991,1193543,Private room,90,3,97,17/03/2019,1.38,1,213
796809,4197413,Private room,85,3,131,11/03/2019,1.7,1,286
799240,4206410,Private room,39,32,31,24/03/2019,0.42,1,201
800045,4212095,Entire home/apt,80,2,34,12/11/2018,0.54,19,16
801237,4217311,Entire home/apt,118,5,105,06/04/2019,2.36,11,124
802553,3972387,Private room,120,1,1,20/06/2015,0.02,1,365
803502,3317755,Entire home/apt,50,2,105,07/04/2019,1.53,1,106
803810,4230551,Entire home/apt,50,32,31,05/06/2015,0.49,1,0
804268,4232898,Private room,125,2,41,28/02/2019,0.55,1,244
811657,4268119,Entire home/apt,28,3,69,23/03/2019,1.54,2,292
811669,1384020,Entire home/apt,27,15,22,05/01/2019,0.62,4,267
811716,4260395,Entire home/apt,65,15,17,03/03/2019,0.28,4,350
811918,4269183,Entire home/apt,38,2,303,18/03/2019,3.97,6,196
813031,206635,Private room,129,3,66,06/04/2019,0.92,3,206
814154,4260952,Entire home/apt,246,2,3,15/06/2018,0.14,13,220
814172,4260952,Private room,214,2,2,07/10/2017,0.1,13,176
814177,4260952,Private room,188,2,3,09/07/2018,0.04,13,241
814182,4260952,Entire home/apt,120,2,3,23/06/2018,0.12,13,0
814226,4260952,Entire home/apt,197,2,3,17/10/2018,0.04,13,0
814678,2426845,Entire home/apt,75,2,1,28/02/2019,0.71,1,42
820629,4309990,Entire home/apt,25,2,3,26/09/2018,0.1,2,352
821100,4311845,Entire home/apt,100,2,272,08/04/2019,3.66,1,131
821523,4313721,Private room,125,2,172,25/03/2019,2.53,1,197
823272,2036118,Entire home/apt,119,2,99,09/02/2019,1.32,1,98
824902,4236308,Entire home/apt,80,4,130,29/03/2019,1.75,2,87
827250,3912625,Entire home/apt,143,32,31,27/10/2018,0.44,2,167
829660,1200218,Entire home/apt,109,2,219,26/03/2019,2.88,1,251
832516,4357751,Entire home/apt,27,2,94,19/03/2019,1.26,3,342
832755,4358678,Private room,270,4,5,17/06/2018,0.16,1,127
833491,4305996,Entire home/apt,41,1,143,02/04/2019,2.03,1,334
836392,4175419,Entire home/apt,30,2,82,20/09/2018,1.32,2,265
837986,3901019,Entire home/apt,57,3,272,24/03/2019,3.99,22,181
838475,4348181,Entire home/apt,70,3,12,02/03/2018,0.26,1,0
839655,1869452,Entire home/apt,95,3,63,07/04/2019,0.85,2,133
839805,4386966,Entire home/apt,500,3,3,22/08/2018,0.05,2,0
840123,4269183,Entire home/apt,40,2,277,26/03/2019,3.67,6,225
841015,4249766,Private room,32,2,227,02/04/2019,3.03,1,42
841483,383697,Entire home/apt,198,4,3,09/08/2015,0.05,16,289
842126,4258344,Private room,145,3,74,29/03/2019,1.38,4,129
842389,631951,Entire home/apt,85,1,150,09/04/2019,2.25,1,148
843612,4404179,Private room,41,2,99,17/03/2019,1.63,1,160
846363,771458,Entire home/apt,59,2,80,08/10/2017,1.75,12,0
846423,4419532,Entire home/apt,195,3,162,18/03/2019,2.18,2,49
847195,1432835,Entire home/apt,90,3,85,18/03/2019,1.13,38,200
847735,3744544,Entire home/apt,203,3,70,28/02/2019,0.94,33,209
847785,7843388,Entire home/apt,120,2,59,07/04/2019,0.82,45,145
848081,388382,Private room,75,2,200,08/03/2019,2.76,1,290
849839,4437210,Private room,225,3,216,27/01/2019,2.89,2,219
850227,4439624,Entire home/apt,30,2,183,30/03/2019,4.57,2,120
850228,4439624,Entire home/apt,34,2,308,06/04/2019,4.28,2,282
851240,3226879,Entire home/apt,50,2,43,23/12/2018,0.6,1,131
852134,3039107,Entire home/apt,54,2,89,10/03/2019,1.28,28,310
852195,3039107,Entire home/apt,99,2,152,21/02/2019,2.05,28,251
856159,4460420,Entire home/apt,25,1,176,01/04/2019,2.44,1,279
856853,4480605,Entire home/apt,45,2,48,05/04/2019,3.52,1,98
857030,4481767,Entire home/apt,26,2,85,24/10/2018,1.2,1,296
857117,2426746,Entire home/apt,19,1,382,24/03/2019,5.04,4,309
859046,2035951,Entire home/apt,42,2,26,02/03/2019,1.29,1,39
859105,1791366,Entire home/apt,59,32,82,31/01/2019,1.17,1,274
859813,2114524,Entire home/apt,195,3,109,23/03/2019,1.48,1,237
859884,4503125,Private room,45,1,74,27/02/2019,1,1,277
861172,1422875,Private room,110,1,66,03/01/2019,0.9,1,1
861721,4452491,Entire home/apt,368,4,83,30/03/2019,1.65,3,288
862524,2489470,Entire home/apt,159,3,101,28/02/2019,1.46,3,292
862640,4187032,Entire home/apt,25,1,16,23/01/2014,0.22,1,0
862690,3709040,Private room,200,7,24,04/08/2018,0.33,1,107
864681,1269810,Entire home/apt,60,4,7,29/09/2017,0.14,3,0
865148,582060,Entire home/apt,222,3,69,05/04/2019,0.95,24,252
865273,582060,Entire home/apt,135,3,47,08/03/2019,1.08,24,231
865309,582060,Entire home/apt,120,3,67,25/03/2019,0.99,24,250
865367,582060,Entire home/apt,125,3,44,27/03/2019,0.64,24,242
866298,826476,Entire home/apt,65,3,278,01/04/2019,3.74,2,290
866315,4427588,Private room,79,1,434,24/03/2019,5.71,2,310
867893,2688205,Entire home/apt,100,3,197,21/03/2019,2.66,15,129
868198,582060,Entire home/apt,260,3,44,20/03/2019,0.59,24,241
869984,396363,Entire home/apt,129,2,4,03/08/2018,0.06,97,315
870256,396363,Private room,99,2,8,02/04/2018,0.11,97,323
871899,4258344,Entire home/apt,157,3,67,19/02/2019,0.96,4,147
872568,3342699,Entire home/apt,700,4,9,06/07/2016,0.12,4,358
875171,2366949,Entire home/apt,70,2,107,23/03/2019,1.45,12,277
876101,4626127,Entire home/apt,3000,3,51,02/11/2016,0.69,1,348
877884,4638971,Entire home/apt,149,3,51,05/04/2019,0.69,1,301
879162,4647830,Entire home/apt,24,3,167,09/04/2019,2.94,2,10
879356,4649744,Entire home/apt,63,3,298,31/03/2019,4,1,179
879524,383697,Private room,137,1,12,30/10/2018,0.21,16,268
883382,4261436,Entire home/apt,68,2,69,03/04/2019,1.01,1,267
884420,4597849,Entire home/apt,90,5,26,08/04/2019,0.43,1,167
886886,2009370,Private room,236,3,180,01/04/2019,2.47,3,132
887953,567180,Private room,229,3,28,27/01/2019,0.57,5,128
888316,4710878,Private room,64,2,154,09/04/2019,2.1,1,45
888988,4715645,Entire home/apt,195,13,35,25/03/2019,0.49,1,272
889575,4720380,Entire home/apt,136,4,254,24/03/2019,3.44,1,214
892906,3744544,Entire home/apt,93,3,29,07/04/2019,0.61,33,337
893052,3744544,Entire home/apt,100,3,106,07/04/2019,1.48,33,300
893129,4749906,Entire home/apt,150,1,3,09/08/2016,0.06,1,8
893399,3454952,Entire home/apt,95,3,64,07/04/2019,0.88,3,108
895091,4585497,Entire home/apt,94,3,155,31/03/2019,2.19,1,205
896337,4778919,Entire home/apt,35,4,143,31/03/2019,1.98,1,242
896367,4101093,Entire home/apt,122,3,239,18/03/2019,3.27,12,68
897901,2320210,Entire home/apt,118,3,16,24/12/2018,0.22,48,61
897943,3981757,Entire home/apt,43,2,193,23/03/2019,2.68,1,216
900045,4805453,Entire home/apt,49,2,325,06/04/2019,4.5,2,115
901211,4814875,Private room,130,4,138,01/04/2019,2.14,1,223
902403,2041901,Entire home/apt,185,3,102,25/03/2019,1.37,16,144
903135,3972936,Private room,85,2,47,15/03/2019,0.73,26,321
903712,4831362,Entire home/apt,66,2,100,07/04/2019,1.35,1,266
904862,3607773,Private room,80,3,138,24/03/2019,1.9,3,277
906559,1820272,Entire home/apt,60,2,359,25/03/2019,4.8,6,173
907219,2041901,Entire home/apt,85,3,61,12/03/2019,0.82,16,193
910349,4883414,Private room,27,1,94,16/03/2019,2.33,2,36
912414,4895881,Private room,150,5,178,11/12/2018,2.38,1,0
915823,297545,Entire home/apt,220,2,76,17/03/2019,1.07,3,224
916232,4918438,Entire home/apt,129,3,191,26/03/2019,2.57,1,266
917308,1228590,Entire home/apt,220,2,169,20/03/2019,2.33,6,243
917540,4889904,Entire home/apt,25,7,25,06/04/2019,0.34,1,275
918481,2701451,Entire home/apt,125,2,15,11/05/2018,0.27,1,215
919483,4906099,Private room,91,2,168,01/04/2019,2.33,7,160
922906,4906099,Entire home/apt,116,2,139,25/03/2019,2.35,7,208
922907,4906099,Private room,83,2,136,04/04/2019,2.26,7,175
924382,3744544,Private room,161,3,66,02/04/2019,1.08,33,266
924449,3744544,Private room,180,3,34,18/03/2019,0.48,33,334
925557,4979056,Entire home/apt,80,4,159,25/03/2019,2.22,1,235
927472,135703,Entire home/apt,180,2,65,06/01/2019,0.88,13,249
927535,3441858,Entire home/apt,28,2,50,26/02/2019,1.07,2,195
927680,135703,Entire home/apt,320,2,145,07/04/2019,1.98,13,241
928725,2769731,Entire home/apt,100,32,74,23/04/2018,1.01,1,364
929663,4906099,Private room,134,2,100,31/03/2019,2.14,7,208
931437,4897883,Private room,225,4,178,01/04/2019,2.39,8,255
931756,5020114,Entire home/apt,110,5,96,02/04/2019,1.32,3,263
933094,665423,Entire home/apt,52,1,211,08/04/2019,2.96,1,312
933877,5035608,Entire home/apt,45,3,98,26/09/2017,1.35,1,98
934979,5044674,Entire home/apt,110,2,278,01/04/2019,3.74,1,173
935921,4047624,Entire home/apt,33,1,16,01/03/2019,0.24,2,31
936734,5045046,Entire home/apt,71,3,206,06/04/2019,2.88,1,143
936781,5057234,Private room,90,3,155,02/04/2019,2.17,3,219
936818,4260952,Entire home/apt,176,2,5,06/06/2018,0.33,13,0
936850,4260952,Entire home/apt,182,2,3,16/03/2019,0.12,13,222
936900,5057797,Entire home/apt,80,5,74,26/03/2019,1.12,2,12
937331,5036026,Private room,150,2,171,08/04/2019,3.12,1,180
937425,5060686,Entire home/apt,28,3,10,08/04/2019,0.47,5,231
937501,5060686,Entire home/apt,42,3,68,08/04/2019,1.01,5,244
937547,2201772,Entire home/apt,450,4,63,02/01/2019,0.86,9,320
937657,4212095,Entire home/apt,80,2,108,31/12/2018,1.46,19,29
938006,4212095,Entire home/apt,80,2,73,17/03/2019,0.98,19,32
938497,5060686,Entire home/apt,40,30,17,16/03/2019,0.32,5,281
938611,5060686,Private room,34,30,6,02/09/2018,0.25,5,226
938626,5060686,Entire home/apt,42,3,89,07/04/2019,1.25,5,250
939692,1298586,Entire home/apt,90,2,58,17/03/2019,0.81,6,203
939792,1298586,Entire home/apt,90,2,78,07/04/2019,1.07,6,223
940338,674212,Entire home/apt,300,2,124,25/03/2019,1.85,8,267
940374,5082480,Private room,85,1,289,10/02/2019,3.93,1,185
942410,5096271,Private room,86,6,109,27/03/2019,1.47,1,237
942574,5097332,Entire home/apt,65,2,36,01/01/2019,0.6,1,278
943291,5103491,Entire home/apt,30,3,60,30/03/2019,2.43,2,132
945007,134673,Private room,89,3,216,11/03/2019,2.9,1,232
945564,1432835,Entire home/apt,120,3,180,26/03/2019,2.97,38,172
946122,5126902,Entire home/apt,126,3,69,13/03/2019,0.97,1,272
946881,4101093,Entire home/apt,130,3,212,24/03/2019,2.93,12,103
947269,721378,Private room,150,2,140,04/02/2019,1.89,2,214
950784,5157936,Entire home/apt,29,1,439,06/04/2019,6.27,4,214
951364,396363,Entire home/apt,145,2,9,19/09/2018,0.13,97,302
953750,5178840,Private room,48,3,269,25/03/2019,3.71,1,115
954380,5182848,Entire home/apt,35,1,82,04/03/2017,1.14,1,0
956256,5197001,Entire home/apt,80,3,181,25/03/2019,2.57,2,94
956768,5201227,Entire home/apt,220,3,131,07/04/2019,1.78,4,229
957402,3099440,Private room,87,3,91,01/04/2019,1.36,1,272
957657,2935086,Entire home/apt,80,4,211,26/03/2019,2.96,1,194
958946,5020114,Entire home/apt,175,6,102,01/03/2019,1.41,3,271
959089,5219447,Entire home/apt,238,2,237,07/04/2019,3.29,1,259
959840,5223863,Private room,40,1,493,09/04/2019,6.73,3,174
959880,5223863,Entire home/apt,37,1,571,06/04/2019,7.79,3,174
960275,5227798,Entire home/apt,25,4,11,29/08/2016,0.31,1,99
961548,5236677,Entire home/apt,92,3,175,05/04/2019,2.37,1,22
963109,4437210,Entire home/apt,170,3,216,31/03/2019,3.1,2,280
963289,5249210,Private room,117,3,322,03/04/2019,4.51,1,196
963533,5170597,Private room,230,3,113,25/03/2019,1.6,5,288
965229,1432835,Entire home/apt,120,3,173,26/03/2019,2.42,38,147
965441,4152277,Entire home/apt,119,2,32,30/08/2016,0.44,1,68
965681,5170597,Entire home/apt,100,3,110,30/03/2019,1.88,5,282
965712,5170597,Entire home/apt,99,3,124,01/04/2019,1.71,5,265
965733,5170597,Entire home/apt,230,3,144,24/03/2019,2.19,5,308
966895,5274991,Entire home/apt,35,3,200,31/03/2019,2.8,2,227
966910,383697,Entire home/apt,99,1,157,27/03/2019,2.26,16,137
967346,5170597,Entire home/apt,300,3,106,02/04/2019,1.55,5,292
972000,4905017,Entire home/apt,37,1,221,20/03/2019,3.06,1,132
972024,5314041,Entire home/apt,320,4,21,19/03/2019,0.34,4,198
973013,5320036,Entire home/apt,81,3,96,31/03/2019,1.36,1,281
976595,3744544,Entire home/apt,186,3,93,04/04/2019,1.31,33,305
977496,3376710,Entire home/apt,145,2,11,29/07/2018,0.18,43,328
977631,5349333,Private room,60,1,228,22/03/2019,3.14,3,110
977745,5349333,Private room,60,1,278,25/03/2019,5.04,3,144
978990,34580,Entire home/apt,59,3,252,28/03/2019,3.39,1,206
979073,5359193,Entire home/apt,80,1,125,28/03/2019,1.72,1,219
979914,5361567,Entire home/apt,170,3,118,03/03/2019,1.62,1,197
982492,5201227,Private room,257,3,254,07/04/2019,4.23,4,218
982915,5385759,Entire home/apt,59,3,238,10/04/2019,3.3,1,87
984985,4507138,Entire home/apt,43,3,189,21/03/2019,2.75,1,287
985310,5405357,Entire home/apt,65,1,26,31/03/2019,0.46,2,327
986015,3962572,Private room,110,5,139,29/01/2019,1.91,3,248
986101,3744544,Private room,55,3,38,21/02/2019,0.56,33,328
986639,5414485,Private room,200,3,115,18/03/2019,1.59,1,229
986692,5414684,Entire home/apt,70,1,101,31/03/2019,1.38,5,178
987376,5418072,Entire home/apt,15,2,91,27/03/2019,1.5,2,273
987508,5418788,Entire home/apt,49,2,238,17/03/2019,3.25,1,231
987773,5420668,Private room,35,2,250,04/03/2019,3.43,2,112
988917,5428204,Entire home/apt,89,1,599,04/04/2019,8.19,1,198
